Year,Latitude,Longitude,Magnitude
2014,36.84457,-97.89912,3.1
2014,36.11818,-97.43542,3.1
2014,36.59469,-97.64838,3.1
2014,36.11462,-97.31008,3.1
2014,36.58857,-97.8084,3.1
2014,35.89988,-97.25431,3.1
2014,35.73847,-97.58538,3.1
2014,36.75098,-97.556,3.1
2014,36.84052,-97.81516,3.1
2014,35.81757,-97.43288,3.1
2014,36.95111,-97.79977,3.1
2014,36.31748,-96.75743,3.1
2014,36.3245,-97.53512,3.1
2014,36.8689,-98.12359,3.1
2014,35.44173,-97.92731,3.1
2014,36.80332,-98.17699,3.1
2014,35.81041,-97.41599,3.1
2014,36.75446,-98.17776,3.1
2014,36.36186,-97.45056,3.1
2014,36.57086,-98.32513,3.1
2014,36.72105,-98.17131,3.1
2014,36.12741,-96.89536,3.2
2014,35.80747,-96.93543,3.2
2014,35.94107,-96.90702,3.2
2014,35.94703,-96.9153,3.2
2014,35.77724,-97.46552,3.2
2014,35.76963,-97.45854,3.2
2014,36.86948,-97.88864,3.2
2014,36.17471,-96.98076,3.2
2014,35.81733,-96.94263,3.2
2014,36.44764,-97.07355,3.2
2014,35.89721,-97.28605,3.2
2014,36.16731,-96.98195,3.2
2014,35.79335,-96.97733,3.2
2014,35.88417,-97.28497,3.2
2014,35.89375,-97.29263,3.2
2014,35.37448,-96.63796,3.2
2014,36.39437,-97.1483,3.2
2014,35.77723,-97.48271,3.2
2014,36.60329,-97.84215,3.2
2014,36.5989,-97.82709,3.2
2014,36.10568,-97.04431,3.2
2014,36.07756,-97.55154,3.2
2014,35.59033,-97.3994,3.2
2014,35.90391,-97.26452,3.2
2014,36.39055,-97.15172,3.2
2014,36.63067,-97.82803,3.2
2014,36.09457,-97.07021,3.2
2014,35.80802,-96.9371,3.2
2014,36.10958,-97.44503,3.2
2014,35.48547,-97.25446,3.2
2014,35.49427,-97.25755,3.2
2014,35.71815,-97.42666,3.2
2014,35.9758,-97.17578,3.2
2014,35.97725,-97.18977,3.2
2014,35.97564,-97.17936,3.2
2014,35.77388,-97.47852,3.2
2014,36.88396,-97.37732,3.2
2014,36.75504,-98.04694,3.2
2014,36.86823,-97.68814,3.2
2014,35.88583,-97.26579,3.2
2014,36.65069,-97.95856,3.2
2014,35.93608,-97.07477,3.2
2014,36.89404,-97.37064,3.2
2014,36.67728,-98.21083,3.2
2014,34.07052,-97.48418,3.2
2014,35.86275,-97.31245,3.2
2014,36.14404,-96.80904,3.2
2014,35.71854,-97.43198,3.2
2014,36.30069,-97.54301,3.2
2014,36.58234,-97.6107,3.2
2014,36.76217,-98.04385,3.2
2014,35.77153,-97.47987,3.2
2014,35.5977,-97.40663,3.2
2014,35.86131,-97.32269,3.2
2014,36.85582,-97.86901,3.2
2014,35.81894,-97.43129,3.2
2014,35.58814,-97.32159,3.2
2014,36.72664,-97.91323,3.2
2014,36.22232,-97.55467,3.2
2014,35.82034,-97.42573,3.2
2014,36.82035,-97.71505,3.2
2014,36.846,-97.87805,3.2
2014,36.1468,-96.80807,3.2
2014,36.2725,-97.25291,3.2
2014,36.30284,-96.97423,3.2
2014,36.39084,-97.15198,3.2
2014,36.21425,-97.53559,3.2
2014,36.61539,-98.35784,3.2
2014,35.75055,-97.12036,3.2
2014,35.75029,-97.12119,3.2
2014,36.28687,-96.91915,3.2
2014,35.7341,-97.52541,3.2
2014,35.81847,-97.41498,3.2
2014,36.51331,-99.0507,3.2
2014,36.49935,-99.06316,3.2
2014,35.54459,-97.23729,3.2
2014,35.96619,-97.37811,3.2
2014,35.4607,-97.03288,3.2
2014,36.60655,-97.81473,3.2
2014,36.75315,-97.5616,3.2
2014,36.27768,-96.93076,3.2
2014,36.76116,-98.0514,3.2
2014,36.32738,-97.52624,3.2
2014,36.18209,-97.37212,3.2
2014,36.72465,-98.31091,3.2
2014,36.74639,-98.29491,3.3
2014,35.78091,-97.47701,3.3
2014,36.03572,-97.34058,3.3
2014,35.59251,-97.3834,3.3
2014,35.79551,-96.97575,3.3
2014,35.89143,-97.27538,3.3
2014,36.56745,-97.8247,3.3
2014,36.85066,-97.61825,3.3
2014,36.12881,-97.64044,3.3
2014,36.12529,-97.64408,3.3
2014,36.1371,-97.62403,3.3
2014,36.13174,-97.62802,3.3
2014,36.62214,-97.63475,3.3
2014,35.89052,-97.27035,3.3
2014,35.88986,-97.26814,3.3
2014,35.77244,-97.47185,3.3
2014,35.59348,-97.37949,3.3
2014,36.13861,-96.89387,3.3
2014,36.79809,-97.6599,3.3
2014,35.48148,-97.24757,3.3
2014,36.60094,-98.37991,3.3
2014,36.60373,-97.62338,3.3
2014,35.5859,-97.38017,3.3
2014,35.975,-97.17788,3.3
2014,36.85341,-97.85948,3.3
2014,36.64395,-98.10824,3.3
2014,35.7749,-97.49125,3.3
2014,35.88562,-97.31248,3.3
2014,36.21567,-97.54166,3.3
2014,35.87214,-97.3092,3.3
2014,36.67504,-98.20985,3.3
2014,35.87792,-97.30932,3.3
2014,36.74694,-98.40796,3.3
2014,35.71943,-97.42738,3.3
2014,35.71772,-97.42681,3.3
2014,35.81474,-97.41959,3.3
2014,36.81878,-97.98949,3.3
2014,35.82002,-97.42928,3.3
2014,35.81576,-97.42007,3.3
2014,36.85865,-97.86306,3.3
2014,36.28851,-97.12238,3.3
2014,36.62676,-97.68499,3.3
2014,35.88604,-97.26337,3.3
2014,36.7201,-97.91968,3.3
2014,36.11753,-97.3161,3.3
2014,36.71845,-97.91887,3.3
2014,36.1983,-97.41911,3.3
2014,36.96822,-97.78518,3.3
2014,36.17846,-97.26781,3.3
2014,36.1783,-97.26386,3.3
2014,36.60225,-97.60844,3.3
2014,36.17786,-97.25932,3.3
2014,35.44667,-96.52591,3.3
2014,36.17731,-97.25578,3.3
2014,36.51886,-98.47285,3.3
2014,36.65799,-97.90327,3.3
2014,36.2135,-97.53835,3.3
2014,36.28523,-96.92838,3.3
2014,36.7435,-97.88368,3.3
2014,36.04504,-97.25767,3.3
2014,35.60727,-97.21054,3.3
2014,36.32981,-97.52656,3.3
2014,36.84547,-97.8767,3.3
2014,36.27957,-97.23605,3.3
2014,35.9281,-97.44068,3.3
2014,36.84636,-97.8961,3.3
2014,35.81529,-97.41901,3.3
2014,35.67269,-97.37882,3.3
2014,36.49548,-99.08341,3.3
2014,36.35301,-97.08987,3.3
2014,36.26231,-97.03775,3.3
2014,36.7564,-97.56591,3.3
2014,36.93898,-97.72981,3.3
2014,36.28369,-96.89181,3.3
2014,36.83628,-97.87568,3.3
2014,36.72521,-98.30772,3.3
2014,35.5295,-96.77044,3.4
2014,36.99625,-97.92719,3.4
2014,35.77652,-97.46733,3.4
2014,36.67498,-97.69292,3.4
2014,36.54376,-97.06163,3.4
2014,35.88961,-97.28226,3.4
2014,35.49589,-97.30699,3.4
2014,35.9487,-96.91794,3.4
2014,35.49142,-97.24782,3.4
2014,36.12996,-97.63586,3.4
2014,36.83704,-98.26942,3.4
2014,35.7712,-97.48133,3.4
2014,36.59706,-97.68068,3.4
2014,35.81124,-96.93607,3.4
2014,35.77625,-97.47855,3.4
2014,35.49016,-97.24585,3.4
2014,36.81307,-97.7597,3.4
2014,35.97718,-97.18349,3.4
2014,36.85119,-97.856,3.4
2014,36.55996,-97.83673,3.4
2014,36.66222,-98.27989,3.4
2014,36.86111,-97.87144,3.4
2014,36.8605,-97.87301,3.4
2014,36.63169,-98.188,3.4
2014,36.6189,-97.99849,3.4
2014,36.62495,-97.98648,3.4
2014,36.5191,-98.4726,3.4
2014,36.5792,-97.6055,3.4
2014,36.63569,-97.70003,3.4
2014,36.19764,-97.4119,3.4
2014,36.62331,-97.69327,3.4
2014,35.81997,-97.43176,3.4
2014,36.49447,-99.08141,3.4
2014,36.61691,-97.70985,3.4
2014,36.06491,-97.32405,3.4
2014,36.28094,-96.97424,3.4
2014,36.82911,-97.86687,3.4
2014,36.32699,-97.52894,3.4
2014,36.87074,-98.12234,3.4
2014,36.86765,-98.12238,3.4
2014,36.62671,-97.71487,3.4
2014,36.62853,-97.7101,3.4
2014,36.36531,-97.06506,3.4
2014,36.83982,-98.35758,3.5
2014,36.83609,-97.75034,3.5
2014,35.81616,-96.93239,3.5
2014,35.63574,-97.04103,3.5
2014,36.12509,-96.90749,3.5
2014,36.12885,-97.64378,3.5
2014,35.89414,-97.26819,3.5
2014,35.78091,-97.48448,3.5
2014,35.77116,-97.48315,3.5
2014,36.57732,-97.62714,3.5
2014,35.77772,-97.46793,3.5
2014,35.59249,-97.40271,3.5
2014,35.76834,-97.48453,3.5
2014,35.88386,-97.26083,3.5
2014,35.52362,-97.15486,3.5
2014,35.372,-96.487,3.5
2014,36.85386,-97.88675,3.5
2014,36.62894,-97.98179,3.5
2014,36.40354,-96.7616,3.5
2014,36.50317,-99.05193,3.5
2014,35.41664,-96.55789,3.5
2014,36.50279,-99.05988,3.5
2014,36.49962,-99.08088,3.5
2014,36.75553,-97.56463,3.5
2014,36.75589,-97.5648,3.5
2014,36.63998,-97.77341,3.5
2014,35.81563,-97.4327,3.5
2014,36.80922,-97.86374,3.5
2014,35.67096,-97.3788,3.5
2014,36.50219,-99.02811,3.5
2014,35.81971,-97.43835,3.5
2014,36.75804,-97.57809,3.5
2014,35.81876,-96.82127,3.5
2014,36.32566,-97.53297,3.5
2014,35.81248,-97.4155,3.5
2014,35.95056,-96.90718,3.6
2014,36.27795,-97.24889,3.6
2014,36.6797,-98.21701,3.6
2014,36.60387,-97.83673,3.6
2014,35.50324,-97.23606,3.6
2014,36.72304,-97.90056,3.6
2014,35.77156,-97.49104,3.6
2014,35.88564,-97.31031,3.6
2014,36.81411,-97.72359,3.6
2014,35.81848,-97.41996,3.6
2014,36.76538,-97.98624,3.6
2014,35.35038,-96.53889,3.6
2014,36.62578,-98.00011,3.6
2014,36.86588,-98.33462,3.6
2014,36.82012,-97.71915,3.6
2014,35.81836,-97.43037,3.6
2014,35.53828,-96.77094,3.6
2014,35.8197,-97.43941,3.6
2014,36.32414,-97.53472,3.6
2014,36.12704,-97.32565,3.7
2014,36.28936,-96.95202,3.7
2014,35.77398,-97.48206,3.7
2014,35.49096,-97.25196,3.7
2014,35.8863,-97.26258,3.7
2014,36.71856,-97.90328,3.7
2014,36.83951,-98.25406,3.7
2014,36.18392,-97.27048,3.7
2014,36.49041,-99.08846,3.7
2014,36.75617,-97.57832,3.7
2014,36.86814,-98.33431,3.7
2014,36.02301,-97.09431,3.7
2014,36.15108,-97.49045,3.7
2014,36.80236,-98.19328,3.7
2014,35.89266,-97.29112,3.8
2014,35.77573,-97.46925,3.8
2014,36.13124,-97.63078,3.8
2014,35.89217,-97.26633,3.8
2014,36.27606,-97.25041,3.8
2014,36.18127,-97.26929,3.8
2014,36.60293,-97.61298,3.8
2014,36.02597,-97.08237,3.8
2014,36.32766,-97.53135,3.8
2014,36.76029,-98.05415,3.8
2014,35.88808,-97.29901,3.9
2014,36.13359,-97.62784,3.9
2014,36.58289,-97.61885,3.9
2014,36.72596,-97.90533,3.9
2014,36.71646,-97.89118,3.9
2014,35.52429,-97.15881,3.9
2014,36.82105,-97.72162,3.9
2014,35.81407,-97.42748,3.9
2014,36.87059,-98.1271,3.9
2014,35.7754,-97.48165,4
2014,35.86215,-97.32444,4
2014,35.94777,-96.76562,4
2014,36.60262,-97.60654,4
2014,36.31673,-96.7557,4
2014,36.12593,-97.63687,4.1
2014,35.5927,-97.39558,4.1
2014,36.12851,-97.63563,4.2
2014,35.8911,-97.27438,4.2
2014,35.94664,-96.75941,4.2
2014,35.59236,-97.39877,4.3
2014,36.75605,-98.04534,4.3
2014,35.77268,-97.46767,4.4
