Year,Latitude,Longitude,Magnitude
2018,36.45902,-98.8168,3
2018,36.95509,-97.36281,3
2018,36.9542,-97.36562,3
2018,36.85442,-97.43051,3
2018,36.04145,-97.89492,3
2018,36.03634,-97.90034,3
2018,36.75574,-97.52484,3
2018,36.20861,-97.42461,3
2018,36.48446,-97.76206,3
2018,36.84247,-98.23959,3
2018,36.71313,-99.38599,3
2018,35.97245,-97.79406,3
2018,35.86531,-96.68036,3
2018,36.8455,-97.70055,3
2018,36.28308,-97.50844,3
2018,36.28839,-97.51518,3
2018,36.9424,-97.6323,3
2018,36.12519,-97.2366,3
2018,36.94699,-97.62512,3
2018,36.94039,-97.63679,3
2018,36.94504,-97.63242,3
2018,36.10256,-97.83474,3
2018,36.53521,-98.96363,3
2018,36.07179,-97.5679,3
2018,36.07059,-97.56853,3
2018,36.23089,-97.29454,3
2018,36.66836,-98.76147,3
2018,35.97388,-97.79666,3
2018,36.36641,-98.19517,3
2018,36.65714,-98.46792,3
2018,35.89548,-97.2745,3
2018,35.79557,-97.19366,3
2018,36.52483333,-98.97683333,3
2018,36.45609,-98.78912,3
2018,36.2135,-97.5522,3
2018,36.51582,-99.00655,3
2018,34.98816,-97.53815,3
2018,35.37166667,-98.11616667,3
2018,36.82611,-98.45135,3
2018,35.84436,-97.33842,3
2018,36.15554,-98.29081,3
2018,36.20511,-98.92098,3
2018,35.04177,-97.58286,3
2018,36.22028,-98.92979,3
2018,35.9631,-97.2321,3
2018,36.96483333,-97.84133333,3
2018,35.85316667,-97.81833333,3
2018,35.02716667,-97.623,3
2018,35.233,-97.78883333,3
2018,36.81816667,-97.71,3
2018,34.64366667,-96.32316667,3
2018,36.20583333,-98.921,3
2018,36.09999847,-97.86528015,3
2018,36.64604187,-97.73065186,3
2018,34.0395,-97.406,3
2018,36.29013443,-97.5099411,3
2018,37.42892838,-97.40193176,3
2018,37.52637482,-97.74017334,3
2018,36.87602,-97.44196,3.1
2018,36.1229,-97.80829,3.1
2018,36.95538,-99.34756,3.1
2018,36.22982,-97.34081,3.1
2018,36.48912,-97.75314,3.1
2018,36.48492,-97.75771,3.1
2018,35.37796,-98.09199,3.1
2018,36.08653,-97.54415,3.1
2018,36.29816,-97.53109,3.1
2018,35.78122,-98.57599,3.1
2018,36.03855,-97.90223,3.1
2018,36.93944,-97.62328,3.1
2018,36.81702,-97.61143,3.1
2018,36.28602,-97.50906,3.1
2018,36.49093,-98.62177,3.1
2018,35.36736,-98.06875,3.1
2018,35.37606,-98.11185,3.1
2018,36.76278,-98.06576,3.1
2018,36.84803,-97.69827,3.1
2018,35.89723,-97.27589,3.1
2018,36.63238,-98.51389,3.1
2018,35.96095,-97.23762,3.1
2018,36.21764,-98.93021,3.1
2018,35.67347336,-97.39269257,3.1
2018,36.10955811,-97.84214783,3.1
2018,34.63583333,-96.32716667,3.1
2018,34.053,-97.43416667,3.1
2018,36.26287079,-97.49214935,3.1
2018,36.28123093,-97.50746155,3.1
2018,36.879,-97.91516667,3.1
2018,34.67216,-97.49595,3.2
2018,36.04029,-97.89832,3.2
2018,36.03611,-97.90172,3.2
2018,35.68921,-97.30307,3.2
2018,35.79142,-98.57484,3.2
2018,36.99381,-97.49168,3.2
2018,36.46095,-98.79459,3.2
2018,35.9936,-96.74966,3.2
2018,36.28602,-97.5107,3.2
2018,35.8891,-97.28315,3.2
2018,36.65716,-98.46698,3.2
2018,35.67105,-97.40025,3.2
2018,36.77739,-98.68209,3.2
2018,35.04094,-97.59122,3.2
2018,36.48204,-97.73312,3.2
2018,37.0795517,-97.8092041,3.2
2018,37.07648087,-97.81807709,3.2
2018,35.96519852,-97.24324036,3.2
2018,36.33716667,-98.19433333,3.2
2018,36.83760834,-97.6942749,3.2
2018,34.04784393,-97.43999481,3.2
2018,34.63866667,-96.32233333,3.2
2018,36.45466667,-98.80183333,3.2
2018,36.28750992,-97.50602722,3.2
2018,36.28045273,-97.51112366,3.2
2018,36.45191,-98.77105,3.3
2018,36.6963,-97.68533,3.3
2018,36.21887,-97.57349,3.3
2018,36.69679,-97.68369,3.3
2018,36.06767,-97.57233,3.3
2018,36.29774,-97.52974,3.3
2018,36.44619,-98.77911,3.3
2018,36.84748,-97.69641,3.3
2018,36.21526,-97.56876,3.3
2018,34.05054,-97.43324,3.3
2018,35.96027,-97.23369,3.3
2018,36.22037,-98.93676,3.3
2018,37.07927322,-97.8194809,3.3
2018,36.78099823,-97.73197937,3.3
2018,36.28285217,-97.5001297,3.3
2018,35.59577179,-97.38025665,3.3
2018,35.67679977,-97.38807678,3.3
2018,36.16034,-98.37701,3.4
2018,36.53547,-98.96481,3.4
2018,36.12393,-97.81531,3.4
2018,36.44872,-98.76321,3.4
2018,36.45344,-98.76987,3.4
2018,36.21511,-97.56857,3.4
2018,36.4642,-96.86652,3.4
2018,35.68053,-97.39255,3.4
2018,36.27884,-97.50725,3.4
2018,36.10163,-97.83551,3.4
2018,36.98587,-97.49551,3.4
2018,36.45425,-98.76634,3.4
2018,35.65574,-97.41563,3.4
2018,36.74488449,-98.04083252,3.4
2018,36.45713,-98.80415,3.4
2018,34.05242,-97.41312,3.4
2018,35.96044159,-96.7574234,3.4
2018,35.2325592,-97.71643066,3.4
2018,35.9635,-97.238,3.4
2018,36.10939789,-97.86107635,3.4
2018,36.15228,-97.66956,3.5
2018,36.033,-97.90685,3.5
2018,36.46714,-96.86762,3.5
2018,35.6721,-97.40394,3.5
2018,36.45055,-98.78492,3.5
2018,36.03603,-97.90431,3.5
2018,35.89057,-97.28222,3.5
2018,36.48896,-98.72528,3.5
2018,36.17928,-97.48229,3.5
2018,36.84199,-97.68877,3.5
2018,36.91880798,-99.12398529,3.5
2018,36.89215469,-97.93421173,3.5
2018,34.6465,-96.31683333,3.5
2018,36.46827316,-98.78810883,3.5
2018,36.48111343,-98.80903625,3.5
2018,36.15303,-97.66104,3.6
2018,36.03251,-97.90598,3.6
2018,36.91301,-97.65087,3.6
2018,36.45092,-98.76726,3.6
2018,36.46648,-96.86745,3.6
2018,36.07252,-97.56409,3.6
2018,35.67794,-97.08344,3.6
2018,36.78028107,-97.73043823,3.6
2018,36.28839874,-97.51311493,3.6
2018,35.67112,-97.40054,3.7
2018,36.03546,-97.90321,3.7
2018,35.68883,-97.30508,3.7
2018,36.28535,-97.5106,3.7
2018,36.28711,-97.50918,3.7
2018,36.0713,-97.56547,3.7
2018,36.06739,-97.57091,3.7
2018,35.67073,-97.40599,3.7
2018,36.8451,-97.69781,3.7
2018,36.46033,-98.75759,3.7
2018,36.11244965,-97.83170319,3.7
2018,36.46798706,-98.78929901,3.7
2018,36.5336,-98.96846,3.8
2018,36.07156,-97.56545,3.8
2018,36.41188049,-96.88698578,3.8
2018,36.30144501,-97.02951813,3.8
2018,37.36097336,-97.99150848,3.8
2018,36.4206543,-96.91815186,3.8
2018,36.39498138,-98.37869263,3.8
2018,36.91113,-98.32802,3.9
2018,36.94515,-97.61853,3.9
2018,37.36618042,-97.98241425,3.9
2018,36.21847,-97.5735,4
2018,36.07419,-97.55926,4
2018,36.16040421,-102.5682983,4
2018,36.47804,-97.74111,4.2
2018,36.48328,-97.7491,4.2
2018,36.76403,-98.06228,4.4
2018,36.28959,-97.51662,4.6
2014,36.12298,-97.31985,3
2014,35.55686,-97.23423,3
2014,35.81838,-96.93376,3
2014,35.59954,-97.38941,3
2014,35.94458,-96.9111,3
2014,36.12856,-97.3101,3
2014,36.8657,-97.7345,3
2014,36.1265,-97.2952,3
2014,35.7756,-97.46933,3
2014,35.77545,-97.4745,3
2014,36.71053,-97.7052,3
2014,36.78097,-98.702,3
2014,36.1034,-97.08144,3
2014,36.03539,-97.33627,3
2014,36.58652,-97.81245,3
2014,36.59063,-97.80965,3
2014,36.69995,-97.16071,3
2014,36.54423,-97.04989,3
2014,35.88874,-97.28426,3
2014,35.49192,-97.2474,3
2014,36.63211,-97.66923,3
2014,36.07991,-97.54739,3
2014,36.07959,-97.54934,3
2014,35.89153,-97.27876,3
2014,36.63808,-97.6611,3
2014,35.76928,-96.65173,3
2014,35.74271,-97.55585,3
2014,35.49106,-97.24645,3
2014,35.88696,-97.26208,3
2014,35.495,-97.25034,3
2014,35.89491,-97.26801,3
2014,36.07881,-97.54615,3
2014,35.89279,-97.26764,3
2014,36.28531,-96.98055,3
2014,35.77658,-97.48299,3
2014,35.77637,-97.4873,3
2014,35.89219,-97.27375,3
2014,35.76726,-97.48138,3
2014,35.77166,-97.48286,3
2014,36.1521,-97.29486,3
2014,36.07523,-97.55791,3
2014,36.77637,-98.07295,3
2014,35.87598,-97.29884,3
2014,36.45309,-97.04323,3
2014,36.58307,-97.61008,3
2014,36.90732,-97.66244,3
2014,36.30899,-96.67453,3
2014,34.42901,-96.31185,3
2014,36.59225,-97.7994,3
2014,36.09146,-97.06868,3
2014,36.79808,-97.66726,3
2014,36.92929,-97.64949,3
2014,36.86635,-97.8567,3
2014,36.83257,-97.63914,3
2014,35.59076,-97.37399,3
2014,35.59744,-97.40008,3
2014,36.72104,-97.89575,3
2014,36.7197,-97.88427,3
2014,36.59932,-97.61364,3
2014,36.87104,-97.69402,3
2014,36.75778,-98.0499,3
2014,36.68325,-98.26128,3
2014,35.59581,-97.40409,3
2014,36.85315,-97.85435,3
2014,35.82471,-97.07488,3
2014,36.76016,-98.05167,3
2014,36.72326,-97.92852,3
2014,36.75745,-98.04874,3
2014,35.85884,-97.32368,3
2014,36.74964,-97.74744,3
2014,36.12098,-97.31931,3
2014,36.74706,-98.40602,3
2014,35.81849,-97.42246,3
2014,36.58066,-97.60595,3
2014,35.57761,-97.27699,3
2014,35.81416,-97.41731,3
2014,35.8156,-97.42209,3
2014,36.04441,-97.51378,3
2014,36.85711,-97.86729,3
2014,35.88288,-97.26884,3
2014,35.81347,-97.43579,3
2014,36.22123,-97.55541,3
2014,36.19538,-97.40611,3
2014,36.90429,-97.76155,3
2014,36.1973,-97.40394,3
2014,36.21702,-97.39439,3
2014,36.17833,-96.96843,3
2014,36.19633,-97.41483,3
2014,35.82042,-97.42265,3
2014,36.14795,-96.80486,3
2014,35.81803,-97.42252,3
2014,36.82093,-97.71865,3
2014,36.82196,-97.72351,3
2014,35.81844,-97.42032,3
2014,36.20929,-97.53631,3
2014,36.17266,-97.24709,3
2014,35.59091,-97.39455,3
2014,36.85992,-97.86096,3
2014,35.81578,-97.42018,3
2014,36.30834,-96.97057,3
2014,35.8171,-97.42204,3
2014,35.94395,-96.77901,3
2014,35.81815,-97.41767,3
2014,36.67022,-98.30185,3
2014,36.82008,-97.71834,3
2014,35.47773,-97.35432,3
2014,36.3337,-97.58228,3
2014,36.5052,-99.08319,3
2014,36.50764,-99.05791,3
2014,36.20423,-97.53392,3
2014,36.28212,-96.93022,3
2014,36.2797,-96.92324,3
2014,36.49315,-99.04607,3
2014,36.67994,-98.15841,3
2014,36.63604,-97.7036,3
2014,36.04808,-97.25287,3
2014,35.60626,-97.21214,3
2014,35.77622,-97.45631,3
2014,36.75348,-97.55825,3
2014,36.58717,-97.77759,3
2014,36.58647,-97.78062,3
2014,36.1734,-96.84685,3
2014,36.39326,-97.29781,3
2014,36.71353,-98.04131,3
2014,36.76505,-97.56055,3
2014,36.16529,-96.90094,3
2014,36.84774,-97.87679,3
2014,36.84311,-97.87742,3
2014,36.02385,-97.09138,3
2014,36.42148,-97.03701,3
2014,36.19665,-96.72095,3
2014,36.87909,-98.24345,3
2014,36.63749,-97.77118,3
2014,35.49471,-97.26232,3
2014,36.11802,-97.24747,3
2014,36.32635,-97.52776,3
2014,36.81705,-97.71051,3
2014,35.81727,-97.43031,3
2014,36.8192,-97.71101,3
2014,36.62856,-97.98098,3
2014,36.60128,-97.76537,3
2014,36.17666,-97.26405,3
2014,36.42075,-97.29022,3
2014,36.28711,-97.43348,3
2014,34.17523,-96.75587,3
2014,36.87219,-98.12347,3
2014,36.14729,-97.00758,3
2014,36.32509,-97.52956,3
2014,36.32742,-97.5343,3
2014,36.3126,-96.75706,3
2014,35.49288,-96.82928,3
2014,36.17563,-97.38812,3
2014,36.52993,-98.21853,3
2014,36.06713,-97.3586,3
2014,36.27661,-97.22517,3
2014,36.89132,-97.69115,3
2014,36.80213,-98.16227,3
2014,35.81425,-97.41774,3
2014,35.91068,-97.2513,3
2014,35.81472,-97.41811,3
2014,36.62516,-97.72327,3
2014,35.10973,-96.17922,3.1
2014,36.6532,-98.20805,3.1
2014,35.78179,-97.48073,3.1
2014,35.77233,-97.46328,3.1
2014,35.77709,-97.46564,3.1
2014,35.78099,-97.47451,3.1
2014,36.17099,-96.97858,3.1
2014,35.88976,-97.28091,3.1
2014,36.02079,-97.11198,3.1
2014,35.89263,-97.27509,3.1
2014,36.07649,-97.5495,3.1
2014,36.07906,-97.55015,3.1
2014,36.63762,-97.6716,3.1
2014,35.89605,-97.26997,3.1
2014,35.88816,-97.29017,3.1
2014,36.12566,-97.63287,3.1
2014,35.49064,-97.24148,3.1
2014,36.4478,-97.06834,3.1
2014,36.68054,-98.21693,3.1
2014,35.89126,-97.27338,3.1
2014,35.88871,-97.28371,3.1
2014,35.88934,-97.27064,3.1
2014,35.89267,-97.29319,3.1
2014,36.28881,-96.951,3.1
2014,36.2889,-96.95393,3.1
2014,35.77506,-97.48394,3.1
2014,36.71598,-98.58967,3.1
2014,36.60368,-97.83421,3.1
2014,36.06557,-97.04744,3.1
2014,36.27571,-97.25211,3.1
2014,36.16096,-96.8595,3.1
2014,36.27942,-97.26117,3.1
2014,35.49836,-97.24094,3.1
2014,36.47966,-97.96648,3.1
2014,35.41846,-96.50572,3.1
2014,35.71875,-97.42442,3.1
2014,35.71684,-97.42818,3.1
2014,35.71553,-97.42879,3.1
2014,35.97737,-97.18127,3.1
2014,35.59939,-97.40929,3.1
2014,35.76736,-97.47623,3.1
2014,36.56491,-97.8371,3.1
2014,36.58381,-97.81879,3.1
2014,36.7556,-98.0476,3.1
2014,36.72734,-97.89295,3.1
2014,35.85804,-97.32533,3.1
2014,35.87792,-97.30589,3.1
2014,36.7498,-98.04485,3.1
2014,36.77306,-98.06934,3.1
2014,35.61411,-96.94083,3.1
2014,36.85838,-97.87143,3.1
2014,36.85585,-97.87001,3.1
2014,35.88324,-97.2625,3.1
2014,36.85936,-98.25529,3.1
2014,35.81677,-97.43465,3.1
2014,36.0933,-97.22887,3.1
2014,35.58749,-97.32121,3.1
2014,36.82002,-97.71581,3.1
2014,35.81642,-97.41768,3.1
2014,36.84054,-98.24548,3.1
2014,36.63374,-97.98128,3.1
2014,35.8207,-97.42313,3.1
2014,35.8264,-97.43267,3.1
2014,36.07761,-97.23004,3.1
2014,36.84993,-97.85208,3.1
2014,36.84511,-97.88124,3.1
2014,36.3156,-97.0331,3.1
2014,35.74761,-97.1228,3.1
2014,36.65122,-97.92348,3.1
2014,35.81297,-97.4106,3.1
2014,36.35067,-97.09312,3.1
2014,36.50416,-99.06676,3.1
2014,36.50982,-99.03212,3.1
2014,36.67972,-97.7149,3.1
2014,35.85957,-97.30438,3.1
2014,36.5062,-99.02776,3.1
2014,36.11123,-97.43243,3.1
2014,35.73383,-97.52679,3.1
2014,36.60762,-97.67065,3.1
2014,36.84274,-97.7538,3.1
2014,36.27605,-97.26189,3.1
2014,36.33061,-97.52059,3.1
2014,36.02415,-97.09298,3.1
2014,36.64849,-97.60165,3.1
2014,36.84419,-97.8855,3.1
2014,36.58971,-98.25621,3.1
