Prison Name,Latitude,Longitude,Size
Newberry County Detention Center,34.304464,-81.634387,122
Newport County Courthouse,36.977361,-76.429516,89
Newport News City Jail,36.978418,-76.429659,435
Newport News City Prison Farm,37.082476,-76.531377,87
Newton Correctional Facility,41.617218,-93.049344,1155
Newton County Courthouse,33.599675,-83.862356,32
Newton County Jail,30.847862,-93.760513,8
Newton County Jail,32.423093,-89.103604,46
Newton County Jail,33.631916,-83.831865,618
Newton County Jail,40.768557,-87.444289,40
Newtown County Jail,36.873737,-94.369333,94
NEXUS Methamphetamine Treatment Center- CCCS,47.043852,-109.466081,87
Nez Perce County Jail,46.42994,-117.020599,108
Niagara County Jail,43.180724,-78.737327,501
Nicollet County Jail,44.321259,-93.958625,19
Niobrara County Criminal Justice Facility,42.761002,-104.451448,12
Noble C.I.,39.744563,-81.546386,2533
Noble County Jail,36.286774,-97.289035,18
Noble County Jail,39.743231,-81.515438,18
Noble County Jail,41.395006,-85.409168,176
Nobles County Jail,43.653375,-95.579666,56
Nolan County Jail,32.470796,-100.408167,49
Norfolk County Jail,42.264278,-71.204518,610
Norfolk Municipal Jail,36.845281,-76.285436,1353
Norfolk Naval Station Jail,36.929541,-76.304431,43
Norfolk Naval Station Jail,36.930109,-76.298897,305
North Branch Correctional Institution,39.602844,-78.818449,1426
North Carolina Correctional Institution for Women and Residential Facility for Women,35.762931,-78.619886,1765
North Central Correctional Institution,40.616662,-83.12065,2319
North Central Regional Jail,39.286622,-80.853709,567
North Central Unit,36.163828,-92.143581,574
North Country Freedom Homes,44.586303,-75.173798,10
North County Detention Facility,38.509707,-122.810147,282
North Dakota State Penitentiary,46.80104,-100.742186,517
North Florida Reception Center,29.989518,-82.359145,1496
North Fork Correctional Facility- CCA,35.29252,-99.629712,1588
North Idaho Correctional Institution,46.078962,-116.426695,414
North Kern State Prison,35.783055,-119.311949,5363
North Las Vegas Detention Correction Ctr,36.20403,-115.131648,748
North Lawndale ATC,41.867655,-87.697766,204
North Texas Intermediate Sanction Facility,32.829059,-97.33959,422
Northampton County Jail,36.389328,-77.420536,59
Northampton County Jail,37.353895,-75.946809,148
Northeast Arkansas Community Correctional Center,35.68507,-89.985879,240
Northeast Correction Center,39.369614,-91.22426,1924
Northeast Correctional Complex,44.406104,-72.032077,222
Northeast New Mexico Detention Facility,36.437765,-103.122079,629
Northeast Oklahoma Correctional Center,36.657899,-95.107108,115
Northeast Oklahoma Correctional Center,36.662671,-95.118392,446
Northeast P.R.C.,41.489526,-81.668624,245
Northeast Regional Correction Center,46.922463,-92.325743,150
Northeastern Correctional Center,42.468508,-71.39718,272
Northeastern Correctional Complex,36.449235,-81.886448,1548
Northeastern Correctional Complex Annex,36.208777,-82.101117,174
Northern Neck Regional Jail,37.963634,-76.788222,383
Northern New Hampshire Correctional Facility,44.512887,-71.143448,758
Northern Nv Restitution Center,39.528595,-119.779786,68
Northern State Correctional Facility,44.918146,-72.197482,413
Northern State Prison,40.712348,-74.17687,3557
Northern Utah Community Correctional Center,41.222018,-112.005308,152
Northpoint Training Center,37.699658,-84.750415,12
Northpoint Training Center,37.706103,-84.743852,412
Northpoint Training Center,37.708157,-84.754146,73
Northstar Center,64.850044,-147.946893,126
Northwest Arkansas Work Release Center,36.186964,-94.129185,54
Northwest Correctional Complex,36.420326,-89.454267,2312
Northwest Florida Reception Center,30.520763,-85.658291,2356
Northwest Ohio Regional Correctional Center,41.456305,-84.363582,533
Northwest State Correctional Facility,44.843492,-73.136061,153
Norton Correctional Facility,39.8439,-99.81651,731
Norton County Jail,39.828629,-99.887663,4
Nottoway Correctional Center,37.187129,-78.175894,1267
Nottoway Work Center,37.186693,-78.181637,104
Nowaday County Jail,40.349241,-94.871083,29
Nowata County Jail,36.702122,-95.638959,48
Noxubee County Comm Work Center,33.120411,-88.569289,86
Noxubee County Jail,33.118297,-88.568705,23
Nueces County Jail,27.794756,-97.399156,907
Nye County,38.08449,-117.25088,67
Oahu Comm Corr Center,21.330213,-157.885915,1461
Oak Glen Conservation Camp,34.036638,-116.917549,156
Oak Harbor City Jail,48.291042,-122.648139,8
Oakdale City Jail,30.816547,-92.661524,6
Oakdale Federal Correctional Complex,30.825735,-92.642754,2430
Oakhill Correctional Institution,42.962332,-89.404895,678
Oakland Center- Cornell Corrections,37.81588,-122.254183,72
Oaks Correction Facility,44.242496,-86.271586,1045
Obion County Jail,36.446345,-89.062363,165
Ocala Residential Reentry Center/ Ocala Community Services Center,29.22599,-82.083893,33
Ocean County Justice Complex,39.956517,-74.19522,526
Oceana County Jail,43.701363,-86.363022,49
Ochiltree County Jail,36.394865,-100.802,18
Oconee County Jail,33.868332,-83.413776,32
Oconee Law Enforcement Center,34.761486,-83.071538,161
Oconto County Jail,44.8895,-87.865786,57
Odessa Detention Center,31.845864,-102.368515,24
Odom Correctional Institution,36.317722,-77.42504,462
Ogdensburg Correctional Facility,44.719246,-75.446365,411
Ogemaw County Jail,44.275591,-84.245771,32
Ogle County Jail,42.013945,-89.333175,81
Oglethorpe County Jail,33.899881,-83.126557,57
Ohio County Correctional Complex,40.064555,-80.720279,66
Ohio COunty Detention Center,37.451466,-86.906814,71
Ohio Reformatory for Women,40.220554,-83.39453,2595
Ojibway Correctional Facility,46.281565,-89.706272,1159
Okaloosa Correctional Institution and Work Camp,30.699118,-86.532346,1332
Okaloosa County Jail,30.763271,-86.554013,502
Okanogan County Jail,48.365299,-119.581242,152
Okeechobee Correctional Institution,27.403721,-80.737558,1703
Okeechobee County Jail,27.247427,-80.835851,232
Okfuskee County Jail,35.433361,-96.304127,23
Okibbeha County Jail,33.464873,-88.819984,9
Oklahoma City Commmunity Corrections Center,35.532094,-97.518244,225
Oklahoma City Jail,35.47014,-97.527327,2088
Oklahoma Halfway House,35.463746,-97.521972,145
Oklahoma State Penitentiary,34.954721,-95.783274,986
Oklahoma State Reformatory,34.950711,-99.367972,996
Okmulgee County Jail,35.621945,-95.974589,210
Old Colony Correctional Center,41.944435,-70.950839,170
Oldham County Jail,35.246709,-102.427728,2
Oldham County Jail,38.407899,-85.379596,132
Olmstead County Jail,44.01854,-92.45985,6
Olmstead County Jail,44.020127,-92.460218,113
Olympia City Jail,47.040909,-122.891391,23
Olympia Work Release Center,47.037595,-122.925861,19
Olympic Corrections Center,47.73785,-123.827692,377
Omaha Correctional Center,41.281436,-95.900043,609
omanche County Law Enforcement Center,31.910441,-98.602101,23
Onedia County Jail,45.647516,-89.379458,149
Oneida and Mohawk,43.179626,-75.481132,2083
Oneida County Correctional Facility,43.155455,-75.379507,469
Onondaga County Department Of Corrections,42.986653,-76.062208,474
Onondaga County Jail,43.045852,-76.146391,548
Onslow County Jail,34.751015,-77.431296,205
Ontario County Jail,42.880313,-77.218306,225
Ontonagon County Jail,46.874808,-89.317329,6
Opelousas City Jail,30.536466,-92.080773,41
Orange Beach City Jail,30.271754,-87.690227,4
Orange Correctional Center,36.05416,-79.098795,207
Orange Count Work Release Center,28.519278,-81.380482,156
Orange County Jail,28.506904,-81.41602,3497
Orange County Jail,30.088246,-93.736527,151
Orange County Jail,33.661034,-117.69967,526
Orange County Jail,33.748826,-117.878779,1738
Orange County Jail,33.750603,-117.880632,466
Orange County Jail,33.784376,-117.887413,2628
Orange County Jail,38.555595,-86.466484,79
Orange Street Community Correctional Center,40.768473,-111.947698,48
Orangeburg/Calhoun Regional Detention Center,33.511649,-80.85223,307
Oregon Correctional Center,42.950814,-89.397718,117
Oregon County Jail,36.694404,-91.398141,12
Oregon State Correctional Institution,44.897728,-122.949192,883
Oregon State Penitentiary,44.932545,-123.008889,2085
Oregon State Penitentiary Minimum (formerly Oregon Womens Correctional Center),44.934159,-123.000862,178
Oriana Comp Sanction Center,41.509277,-81.650492,221
Oriana House,41.073668,-83.14056,86
Oriana House,41.094586,-81.514285,53
Oriana House,41.096444,-81.514026,120
Oriana House Detox,41.098104,-81.516675,17
Oriana House Residential Corrections Center,41.068115,-81.515673,28
Orleans Correctional Facility,43.24225,-78.219849,987
Orleans County Jail,43.245726,-78.192995,67
Orleans Parish Prison Complex,29.959429,-90.094142,1057
Orleans Parish Prison Complex,29.960348,-90.093022,783
Orleans Parish Prison Complex,29.960841,-90.090282,389
Orleans Parish Prison Complex,29.961635,-90.092062,909
Osage County Jail,36.643224,-96.31485,108
Osage County Jail,38.610434,-95.683734,17
Osborn and Northern Correctional Institutions,42.016555,-72.49744,2339
Osborne County Jail,39.437827,-98.701337,5
Osceola County Jail,28.295846,-81.353492,1147
Osceola County Jail,43.87539,-85.515239,78
Oshkosh Correctional Institution,44.074435,-88.556387,2017
Oswego County Correctional Facility,43.440684,-76.484575,127
Otero County Detention Center,32.844397,-106.005884,214
Otoe County Jail,40.676188,-95.858269,11
Otsego County Jail,42.651853,-74.948887,78
Otsego County Jail,45.0269,-84.676496,33
Ottawa County,42.939417,-86.092144,319
Ottawa County Detention Center,39.123707,-97.708829,40
Ottawa County Jail,36.874047,-94.875847,139
Ottawa County Jail,41.509901,-82.940199,43
Otter Creek Correctional Center,37.338001,-82.715653,209
Otter Tail County Detention Center,46.279912,-96.075116,53
Ouachita County Jail,33.58623,-92.828027,50
Ouachita Parish Correctional Facility,32.451945,-92.080509,919
Ouachita Parish Work Release,32.449564,-92.109037,199
Outagamie County Jail,44.259328,-88.411325,358
Overton County Jail,36.394981,-85.323358,142
Owen County Jail,39.289119,-86.773706,62
Owyhee County Jail,43.216898,-116.551066,28
Owyhee Detention Center,41.945415,-116.101547,14
Oxford City Jail,33.614625,-85.833631,8
Ozark Correctional Center,37.153335,-92.876653,629
Ozaukee County Jail,43.373915,-87.89767,214
Pablo Police Department,47.596009,-114.114555,7
Pacific County Jail,46.663059,-123.811551,21
Pacific Furlough County,32.693572,-117.134841,116
Pact-Bradley House,41.716904,-86.900823,51
Paducah Community Service Center,37.079074,-88.598727,100
Page County Jail,38.66301,-78.467359,75
Page County Jail,40.74071,-95.035721,8
Palm Beach County,26.671118,-80.092919,1956
Palm Beach County- Central Corrections Center,26.684066,-80.188159,938
Palmer Correctional Center,61.691152,-149.009077,482
Palmer Pre-Release Center,34.240865,-79.803374,265
Palo Pinto County Law Enforcement Center,32.773537,-98.30201,97
Pamlico Correctional Institute,35.161212,-76.77261,575
Pamlico County Jail,35.143473,-76.770665,44
Pamunkey Regional Jail,37.758518,-77.34711,448
Panola County Jail,32.15522,-94.341424,54
Panola County Jail,34.367524,-89.890448,86
Park County Detention Center,39.22344,-105.987818,74
Park County Jail,39.781249,-87.241017,87
Park County Jail,45.663065,-110.55547,14
Park County Law Enforcement Center,44.534127,-109.057475,55
Parker County Jail,32.759396,-97.787864,380
Parkview Center- Cornell,61.214116,-149.884299,26
Parlin Fork Conservation Camp,39.39514,-123.69387,18
Parlin Fork Conservation Camp,39.408867,-123.719922,76
Parmer County Jail,34.38483,-103.03972,26
Parr Highway and Gus Harrison Correctional Facilities,41.886346,-84.006536,2335
Parsons House,43.072433,-87.944233,39
Pasco County Jail,28.314415,-82.475386,1248
Pasquotank Correctional Institution,36.331107,-76.293741,911
Pasquotank County Jail,36.298633,-76.240483,127
Passages Prerelease Center and Alpha House Women Program,45.772288,-108.493046,157
Passaic County Jail,40.912904,-74.174092,1019
Pathfinder House,40.728636,-84.102806,16
Patrick County Jail,36.642974,-80.271955,31
Patrick Henry Correctional Unit,36.623775,-79.956063,115
Patterson City Jail,29.698558,-91.302466,23
Patuxent Institution,39.164584,-76.776082,807
Paulding County Detention Center,33.945954,-84.820137,234
Paulding Probation Detention Center,33.955477,-84.800044,137
Pawnee County Jail,36.338529,-96.802801,42
Pawnee County Jail,38.182175,-99.098714,8
Payette County Jail,44.077593,-116.929743,55
Payne County Jail,36.115126,-97.060627,187
Pearl River County Jail,30.724225,-89.593941,313
Pelham Municipal Jail,31.125064,-84.154454,20
Pelican Bay State Prison,41.853509,-124.150594,3367
Pembina County Jail,48.79112,-97.625444,7
Pemiscot County Jail,36.188173,-89.65908,32
Pend Oreille County Jail,48.177891,-117.06229,25
Pender Correctional Institution,34.555463,-77.934241,742
Pender County Jail,34.552525,-77.924869,71
Pendleton Correctional Facility,39.982992,-85.760223,1889
Peninsula Work Release,47.521574,-122.670508,56
Penn Pavilion,40.74074,-80.307781,63
Pennington County Jail,44.078587,-103.221857,378
Pennington County Law Enforcement Center,48.115898,-96.181947,29
Pennington County Sheriff's Department,44.09076,-103.203842,18
Penobscot County Jail,44.80438,-68.776003,186
Pensacola Naval Brig,30.355742,-87.290988,6
Peoria Adult Transitional Center,40.694634,-89.593575,200
Peoria County Jail,40.693476,-89.700438,436
Pepin County Jail,44.62402,-91.966971,29
Perry Correctional Institution,34.660024,-82.331606,1021
Perry County Jail,32.634744,-87.317195,17
Perry County Jail,35.582868,-87.858181,39
Perry County Jail,37.726068,-89.850135,29
Perry County Jail,37.912424,-86.741053,29
Perry County Jail,38.079765,-89.381459,43
Pershing County Jail,40.178915,-118.476195,9
Person County Jail,36.395187,-78.985211,74
Petersburg City Jail,37.230765,-77.403255,174
Petersburg City Jail Annex,37.178328,-77.281996,33
Pettis County Jail,38.707691,-93.226434,107
Peumansend Creek Regional Jail,38.113355,-77.266389,250
Phelps County Jail,37.945693,-91.775136,122
Phelps County Jail,40.439478,-99.370603,48
Philadelphia CCC #2,39.960078,-75.150973,41
Philadelphia CCC #3,40.04281,-75.175089,21
Philadelphia Prison System,40.030878,-75.022005,2910
Philadelphia Prison System,40.037783,-75.003409,4535
Phillips County Jail,34.528576,-90.585592,65
Phillips County Jail,39.756436,-99.323868,11
Phillips State Prison,34.091236,-83.904052,824
Pickaway Correctional Institution and Correctional Reception Center,39.794978,-83.148197,3598
Pickaway County Jail,39.614273,-82.951338,115
Pickens County Jail,33.261138,-88.097275,170
Pickens County Jail,34.452859,-84.447955,104
Pickens County Jail,34.871754,-82.702188,105
Pickens County Prison,34.884614,-82.756902,102
Pickett County Jail,36.572265,-85.129157,9
Piedmont City Jail,33.922876,-85.612411,2
Piedmont Correctional Institution,35.619401,-80.54567,735
Piedmont Regional Jail,37.321096,-78.421147,725
Pierce County Jail,31.301313,-82.232011,45
Pierce County Jail,42.20044,-97.527967,12
Pierce County Jail,44.732533,-92.484947,25
Pierce County Jail,47.253639,-122.446144,1232
Pike County Jail,33.104215,-84.342157,26
Pike County Jail,34.060056,-93.691776,56
Pike County Jail,37.478246,-82.517502,318
Pike County Jail,39.345425,-91.211343,34
Pike County Jail,39.6082,-90.804193,40
Pike County Law Enforcement Center,38.489541,-87.281744,73
Pilot Rock Conservation Camp,34.281224,-117.304596,74
Pima County Adult Detention Complex,32.200824,-110.990813,1308
Pima County Minimum Security Facility,32.202868,-110.992977,580
Pinckneyville Correctional Center,38.086687,-89.32982,2280
Pine County Jail,45.852691,-92.971432,104
Pine Lodge Corrections Center for Women,47.567457,-117.695114,146
Pine Prairie Correctional Center,30.788757,-92.416016,586
Pine River Correctional Facility,43.409605,-84.596148,1271
Pinellas County,27.903056,-82.704154,3127
Pioche Conservation Camp,37.951489,-114.419274,150
Pioneer Fellowship House,47.603936,-122.317444,47
Pipestone County Jail,43.996754,-96.318368,8
Piscataquis County Jail,45.182695,-69.223757,24
Pitchess Detention Center,34.464331,-118.587178,3872
Pitkin County Jail,39.190987,-106.817482,17
Pitt County Detention Center,35.638513,-77.365639,431
Pittsburgh County Jail,34.94948,-95.780424,103
Pittsfield Work Camp,39.600257,-90.844394,384
Pittsylvania County Jail,36.827066,-79.396361,119
Placer County Jail,38.936398,-121.106413,300
Placer County Jail,38.937166,-121.104335,249
Plainfield Correctional Facility and Reception and Diagnostic Center,39.690188,-86.413572,2444
Plano City Jail,33.018777,-96.702701,39
Platte County Jail,39.371313,-94.780291,72
Platte County Jail,41.433155,-97.320345,110
Platte County Jail,42.05575,-104.952192,60
Pleasant Grove City Jail,33.490187,-86.972715,2
Pleasant Valley State Prison,36.129954,-120.252353,4707
Pleasant Valley State Prison,36.130086,-120.241259,945
Plummer Community Corrections Center,39.756765,-75.529302,222
Plymouth County Correctional Facility,41.931318,-70.651241,1319
Pocahontas Correctional Center,37.312359,-81.362895,1023
Pocatello Women's Correctional Center,42.8426,-112.450545,303
Poinsett County Detention Center,35.580287,-90.716724,87
Point Mackenzie Rehabilitation Farm,61.356786,-150.168143,126
Polk Correctional Institution,28.193813,-81.769133,1847
Polk County Jail,30.726234,-94.933421,110
Polk County Jail,34.019203,-85.281284,127
Polk County Jail,34.586546,-94.241812,21
Polk County Jail,35.168363,-84.634019,109
Polk County Jail,35.250235,-82.197625,14
Polk County Jail,37.613083,-93.410763,25
Polk County Jail,41.179431,-97.546553,1
Polk County Jail,45.452182,-92.467755,71
Pondera County Jail,48.168463,-111.947653,8
Pondville Correctional Center,42.107287,-71.292159,186
Pontiac Correctional Center,40.86529,-88.6378,1665
Pontotoc County Jail,34.772593,-96.679431,85
Pope County Detention Center,35.280431,-93.111305,171
Portage County Jail,41.212641,-81.251687,179
Portage County Jail,44.519762,-89.581013,77
Porter County Jail,41.45124,-87.024476,508
Portsmouth City Jail,36.834251,-76.29728,473
Posey County Jail,37.938865,-87.911351,54
Potomac Highlands Regional Jail,39.302995,-78.648323,250
Potosi Correctional Center,37.935425,-90.7361,899
Pottawatomie County Jail,39.393904,-96.415228,13
Pottawatonie Co Public Safety Center Trust,35.357696,-96.962133,206
Powder River Correctional Facility,44.791662,-117.843654,271
Powell County Jail,37.852019,-83.862062,109
Powell County Jail,46.399369,-112.732775,7
Power County Jail,42.783451,-112.84863,20
Powhatan Correctional Center and Reception and Classification Center,37.625516,-77.835122,654
Powhatan Correctional Center and Reception and Classification Center,37.625842,-77.830487,619
Prairie County Jail,34.972289,-91.485775,16
Prairie du Chien Correctional Facility,43.033296,-91.141337,511
Pratt County Jail,37.643384,-98.737493,13
Preble County Jail,39.761192,-84.643987,31
Prentiss County Jail,34.657732,-88.536913,68
Presque Isle County Jail,45.421335,-83.816798,26
Price County Jail,45.690388,-90.398555,26
Prince George's County Correctional Center,38.825209,-76.778807,1141
Prince William County/Manassas City Regional Detention Center,38.753016,-77.479646,842
Progress House Work Release,47.2575,-122.510563,68
Prowers County Jail,38.086658,-102.618357,35
Pruntytown Correctional Center,39.329641,-80.073902,369
Pueblo County Detention Center,38.275697,-104.610935,519
Puerta La Cruz Conservation Camp #14,33.328576,-116.661871,99
Pulaski County Detention Center,37.087622,-84.62722,227
Pulaski County Jail,37.829153,-92.201123,20
Pulaski County Jail,41.050927,-86.603301,117
Pulaski County Regional Jail,34.723606,-92.309133,1026
Pulaski State Prison,32.310716,-83.457223,1149
Pushmataha County Jail,34.228782,-95.622839,13
Putnam Correctional Institution,29.645708,-81.580313,449
Putnam County Correctional Facility,41.423221,-73.666979,122
Putnam County Jail,29.669987,-81.661863,311
Putnam County Jail,33.304177,-83.389918,86
Putnam County Jail,36.160873,-85.497808,197
Putnam County Jail,39.633019,-86.856072,173
Putnam County Jail,41.253215,-89.342219,2
Putnamville Correctional Facility,39.568129,-86.883246,2621
Puyallup City Jail,47.190697,-122.296965,34
Quay County Detention Center,35.17647,-103.728017,18
Queen Anne's County Detention Center,39.044953,-76.058647,87
Queens Detention Facility,40.656811,-73.765193,234
Queensboro Correctional Facility,40.742006,-73.934587,414
Quehanna Boot Camp,41.184118,-78.148868,375
Quinault Nation Holding Facility,47.339924,-124.291311,3
Quincy Annex,30.549472,-84.581625,578
Quitman County Community Work Center,34.154582,-90.279239,92
Quitman County Jail,34.25968,-90.270201,12
R. J. Donovan Corr Fac At Rock Mountain,32.584574,-116.933336,4646
Rabun County Jail,34.810352,-83.391907,67
Racine Correctional Institution,42.710196,-87.899836,1559
Racine County Jail,42.725217,-87.783165,666
Racine Youthful Offender Correctional Facility,42.73663,-87.799391,450
Rainbow Conservation Camp,33.427908,-117.122095,87
Rains County Law Enforcement Center,32.87567,-95.766867,25
Ramsey County Adult Detention Center,44.956794,-93.08617,459
Ramsey County Correctional Facility (Workhouse),44.936204,-92.993556,429
Randall J. Williams Correctional Facility,34.22107,-92.076801,578
Randolph Correctional Center,35.668241,-79.825299,220
Randolph County Jail,31.772148,-84.788938,34
Randolph County Jail,33.309332,-85.482947,48
Randolph County Jail,35.668029,-79.831655,197
Randolph County Jail,39.440022,-92.543408,76
Randolph County Jail,40.170752,-84.980522,100
Randolph County Law Enforcement Center,36.255931,-90.953052,32
Rap Work Release,47.223888,-122.444024,50
Rapid City Minimum Unit,44.063618,-103.188638,100
Rapides Parish Detention Center I,31.309231,-92.447679,341
Rappahannock County Jail,38.711534,-78.159296,27
Rappahannock Regional Jail and Annex,38.41524,-77.415594,1315
Ravalli County Jail,46.244379,-114.157526,40
Ray County Jail,39.23859,-93.942625,81
Rayne City Jail,30.250403,-92.271467,19
Re-entry of Ocala Work Release Center,29.206638,-82.12989,31
Re-entry of Ocala Work Release Center,29.20751,-82.128803,104
Reality House,29.143495,-81.144341,110
Red Eagle Honor Farm,32.462737,-86.22381,324
Red Onion State Prison,37.1117,-82.549916,776
Red River County Law Enforcement Center,33.613904,-95.052287,28
Red River Parish Jail,32.014349,-93.340256,75
Red River Valley Juvenile Center,47.772837,-96.622514,8
Redgranite Correctional Inst.,44.053333,-89.114343,1026
Redwood County Jail,44.540241,-95.115458,16
Reeves County Detention Center,31.406144,-103.555179,3034
Refugio County Jail,28.300395,-97.270171,25
Regional Jail East,37.495071,-76.862459,447
Rehabilitation Services,36.868126,-76.289207,33
Reno County Jail,38.052815,-97.934449,63
Reno County Jail,38.054078,-97.936394,74
Rensselaer County Jail,42.709874,-73.700554,219
Renton City Jail,47.472526,-122.206381,34
Renville County Jail,44.776019,-94.981869,33
Residential Correctional Facility,41.253862,-95.858245,71
Residential Correctional Facility,42.495765,-96.409998,52
Residential Facility,40.809909,-91.109429,63
Residential Facility,41.522623,-90.593162,60
Residential Treatment Center,43.18344,-95.862677,29
Reynolds County Jail,37.435292,-90.959167,11
Reynolds Work Release,47.602394,-122.32877,83
Rhea County Jail,35.495525,-85.01364,92
Rice County Jail,44.294177,-93.270698,26
Rich County Jail,41.664496,-111.183486,1
Richard A. Handlon Correctional Facility,42.983515,-85.107335,1254
Richardson County Jail,40.062199,-95.602355,6
Richardson Police Department Jail,32.950067,-96.727702,16
Richland Correctional Institution,40.791749,-82.50906,2501
Richland County Detention Center,33.92586,-80.938438,919
Richland County Jail,38.730119,-88.085689,29
Richland County Jail,40.757525,-82.512859,190
Richland County Jail,43.334179,-90.386054,22
Richland County Jail,46.265511,-96.606192,15
Richland Parish Detention Center,32.384053,-91.963043,708
Richmond City Jail,37.548224,-77.423075,1476
Richmond County Jail,34.937704,-79.772705,89
Richwood Correctional Center,32.457955,-92.079675,926
Ridgeland Correctional Institution,32.497621,-80.96499,1294
Rifle Correctional Facility,39.706632,-107.756177,191
Rikers Island,40.789737,-73.884844,2457
Riley County Jail,39.170577,-96.60767,95
Rio Arriba County Detention Center,36.699105,-106.552256,100
Rio Blanco County Jail,40.037987,-107.913159,12
Rio Cosumnes Correctional Center,38.299753,-121.430908,1735
Rio Grande County Jail,37.672094,-106.348963,31
Ripley County Jail,39.072459,-85.249723,82
River City Correctional Center,39.142059,-84.53685,207
River Junction Work Camp,30.706709,-84.834011,368
Riverbend Detention Center,32.770834,-91.178641,542
Riverbend Detention Center Phase I,32.769988,-91.177901,98
Rivers Correctional Institution,36.411918,-76.970951,1235
Riverside Regional Jail,37.30649,-77.339308,1255
Riverview Correctional Facility,44.715505,-75.438076,815
Roane County Jail,35.872735,-84.504394,100
Roanoke City Jail,37.271182,-79.947133,555
Roanoke County Jail,37.294006,-80.053687,116
Robert A. Dayton Detention Facility,33.436717,-84.309757,586
Robert E Ellsworth Correctional Center,42.69195,-88.081164,274
Robert Presley Detention Center,33.978702,-117.374316,1065
Robert Scott Correctional Facility,42.397044,-83.524951,1
Roberts County Jail,45.566402,-97.070931,12
Robertson County Jail,31.026668,-96.488098,41
Robertson County Jail,36.507815,-86.881063,279
Robeson Correctional Center,34.622626,-79.074555,277
Robeson County Jail,34.586992,-79.051769,333
Robinson,42.018392,-72.5162,1486
Robinson Correctional Center,39.017746,-87.699534,1207
Rochester Correctional Facility,43.144487,-77.617722,59
Rock County Jail,42.727467,-89.029835,420
Rock Island County Jail,41.509323,-90.581096,232
Rockbridge County Jail,37.802402,-79.42036,88
Rockcastle County Jail,37.352032,-84.337055,102
Rockdale County Jail,33.687699,-84.055864,495
Rockingham County Jail,36.388956,-79.765178,134
Rockingham Regional Jail,38.449294,-78.870986,303
Rockland County Correctional Center,41.146892,-73.993182,192
Rockville Correctional Facility,39.775917,-87.254525,1299
Rockwall County Jail,32.919091,-96.455092,167
Roederer Correctional Complex,38.393313,-85.429101,991
Roger Mills County Jail,35.613394,-99.671243,11
Rogers County Jail,36.310537,-95.615136,191
Rogers State Prison,31.998456,-82.182289,670
Rolette County Jail,48.861349,-99.614629,11
Rooks County Jail,39.437514,-99.274394,11
Roosevelt County Detention Center,34.197832,-103.334331,93
Roosevelt County Jail,48.08771,-105.637816,9
Roscommon County Jail,44.495757,-84.592606,60
Rosebud County Jail,46.266122,-106.673731,9
Ross Correctional Institution,39.380514,-83.011982,2541
Ross County Jail,39.333615,-82.983817,178
Roswell City Jail,34.020729,-84.35944,51
Rousseau County Jail,48.84035,-95.768151,13
Routt County Jail,40.500738,-106.867556,14
Rowan Correctional Center,35.622957,-80.533767,265
Rowan County Detention Center,38.189612,-83.428454,90
Rowan County Jail,35.669168,-80.468744,248
Roxbury Correctional Institution,39.55858,-77.722896,1744
RS Eden (Men's),44.943939,-93.122402,34
RS Eden (Women's),44.954656,-93.180337,12
Runnels County Jail,31.723256,-99.9609,48
Rush County Jail,39.607885,-85.444053,43
Rusk County Jail,45.464742,-91.097565,27
Russell County Jail,32.4398,-85.017678,291
Russell County Jail,36.907574,-82.076545,56
Russell County Jail,36.983398,-85.062493,16
Russell County Jail,38.888763,-98.857993,11
Rutherford Correctional Facility,35.366357,-81.917571,237
Rutherford County Jail,35.369664,-81.957528,161
Rutherford County Jail,35.837428,-86.412564,608
Rutherford County Workhouse,35.823468,-86.402111,228
Ryan Correctional Facility,42.42361,-83.060933,1036
S.E. Kansas Regional Correctional Center,37.839413,-94.707885,42
Sabine Parish Detention Center,31.559779,-93.466203,122
Sabine Parish Jail,31.567323,-93.483878,43
Sacramento County Main Jail,38.583188,-121.497406,2144
Saginaw Correctional Facility,43.506915,-84.109857,1470
Saginaw County Jail,43.417497,-83.966077,498
Saguache County Jail,38.085085,-106.137515,18
Saguaro Correctional Center,32.809576,-111.52971,1886
Salem County Jail,39.625694,-75.359899,287
Salinas Valley State Prison,36.465745,-121.381051,118
Salinas Valley State Prison,36.467877,-121.386247,972
Salinas Valley State Prison,36.470037,-121.383791,2745
Salinas Valley State Prison,36.477593,-121.378682,6213
Saline County Detention Facility,34.556417,-92.579996,173
Saline County Jail,38.84474,-97.614815,158
Saline County Jail,39.118545,-93.232282,46
Saline County Jail,40.481845,-96.967881,83
Saline County Law Enforcement and Detention Center,37.738709,-88.541127,69
Salt Creek Conservation Camp,39.818035,-122.61334,107
Salt Lake City Center,40.725092,-111.9322,104
Salt Lake County Jail,40.697272,-111.914038,2079
Sampson Correctional Institution,35.015131,-78.343508,509
San Bernardino West Valley Detention Center,34.08177,-117.528448,2887
San Carlos Correctional Facility,38.286905,-104.628364,437
San Diego Central Jail,32.717253,-117.165164,690
San Diego Central Jail,32.71726,-117.164282,788
San Diego MCC,32.714089,-117.166046,1038
San Jacinto County Jail,30.591163,-95.129406,54
San Joaquin County Jail,37.885969,-121.296521,872
San Juan County Adult Detention Center,36.72123,-108.140871,631
San Juan County Jail,37.869052,-109.34203,84
San Luis Obispo County,35.319643,-120.733069,487
San Luiz Detention Facility,32.484135,-114.692264,502
