Prison Name,Latitude,Longitude,Size
FCI Jesup,31.560442,-81.900965,1943
FCI La Tuna and Federal Satellite Low,31.981031,-106.59162,1635
FCI La Tuna Camp,31.991331,-106.603142,293
FCI Loretto,40.496626,-78.621588,983
FCI Manchester and camp,37.173761,-83.781728,1619
FCI McKean,41.795522,-78.68719,1441
FCI Memphis,35.154917,-89.864769,1287
FCI Memphis camp,35.147087,-89.852457,280
FCI Oxford and Camp,43.864609,-89.642427,1266
FCI Safford,32.716498,-109.726893,1286
FCI Sandstone,46.114594,-92.849057,1315
FCI Schuylkill,40.737401,-76.338113,1526
FCI Seagoville camp,32.657172,-96.573778,259
FCI Sheridan,45.083769,-123.385685,1352
FCI Waseca,44.069682,-93.516964,1067
FCI Yazoo Low and FCI Yazoo Med,32.881732,-90.431052,3268
FDC SeaTac,47.418947,-122.301844,831
FDC: Houston,29.758284,-95.360667,881
Federal Correction Institute and Work Camp,30.851586,-85.189379,1477
Federal Correctional Complex Pollock,31.475111,-92.448117,2647
Federal Correctional Institute,30.191514,-97.307761,1492
Federal Correctional Institution Ray Brook,44.287572,-74.095539,374
Federal Correctional Institution Ray Brook,44.291505,-74.095658,848
Federal Detention Center- Miami,25.778504,-80.19293,1599
Federal Prison Camp Duluth,46.83506,-92.197706,772
Federal Prison Industries,33.379444,-94.087413,1671
Felmers O Chaney Correction Center,43.069462,-87.951855,104
Fenner Canyon Conservation Camp,34.386931,-117.763908,100
Fentress County Jail,36.427267,-84.932549,32
Fergus County Jail,47.061978,-109.430386,6
Ferry County Jail,48.649036,-118.734202,24
Fillmore County Jail,40.525041,-97.602853,6
Fillmore County Jail,43.682835,-92.079428,17
Finney County Jail,37.967254,-100.87587,135
Fisher County Jail,32.745693,-100.37727,10
Fishkill,41.520576,-73.955637,798
Fishkill,41.522012,-73.950383,942
Five Points Correctional Facility,42.710345,-76.842518,1341
Flagler Inmate Facility,29.444068,-81.251542,164
Flambeau Correctional Center,45.648396,-90.750927,98
Flathead County Detention Center,48.189633,-114.311216,76
Florence Correctional Center-CCA,33.044438,-111.372423,1704
Florence County Detention Center,34.053032,-79.743922,345
Florence Crane or Lakeland,41.963981,-84.995213,1182
Florence Crane or Lakeland,41.964431,-84.989551,1214
Florence McClure Women's Correctional Center,36.257314,-115.077228,731
Florence West,33.03702,-111.376572,746
Florida State Prison,30.063962,-82.173376,1342
Flowood Restitution and Community Work Center,32.278824,-90.150469,257
Floyd County Jail,34.280491,-85.14148,653
Floyd County Jail,37.665386,-82.771481,154
Floyd County Jail,38.284619,-85.825374,287
Floyd County Prison,34.219359,-85.200732,355
FMC Devens,42.527503,-71.623142,1194
FMC Lexington,38.104558,-84.561628,1742
Folsom State Prison,38.694503,-121.153401,6676
Fond du Lac County Jail,43.774175,-88.449068,301
Forcht-Wade Correctional Center,32.254948,-93.940942,650
Ford County Correctional Facility,40.463094,-88.099194,43
Ford County Jail,37.753106,-100.001497,101
Forest County Community Work Center,31.317678,-89.282137,86
Forest County Jail,45.568386,-88.901858,76
Forest County Jail and Work Release,31.326499,-89.29209,214
Forest State Correctional Institution,41.475596,-79.097501,2179
Forrest County Jail,31.279962,-89.283319,38
Forsyth Correctional Center,36.145598,-80.262125,247
Forsyth County Jail,34.205093,-84.138403,235
Forsyth County Jail,36.097218,-80.242339,768
Fort City Police Department,47.947916,-124.380999,27
Fort Des Moines Correctional Facility and Polk County Work Release Center,41.521265,-93.620909,188
Fort Des Moines Correctional Facility and Polk County Work Release Center,41.521986,-93.622123,31
Fort Dodge Correctional Facility,42.484875,-94.196404,1158
Fort Payne City Jail,34.44012,-85.724121,2
Fort Peck Tribes Jail,48.113676,-105.213074,26
Fort Sill Regional Correctional Facility,34.678563,-98.420727,150
Fountain Correctional Center,35.988482,-77.763882,498
Fountain County Jail,40.135928,-87.398024,21
Four Mile Correctional Center,38.429896,-105.144803,495
Fox Lake Corr. Inst.,43.614927,-88.91194,1353
Fox Valley ATC,41.785498,-88.318289,123
FPC Pensacola,30.463429,-87.338675,660
FPC Yankton,42.88031,-97.390349,864
Francisquito Conservation Camp- SCC,34.538581,-118.504144,74
Frank Lee Youth Center,32.580897,-86.393536,299
Franklin and Correctional Medical; Pre-Release Center,39.926913,-83.013564,596
Franklin City Jail,29.790338,-91.501814,9
Franklin Correctional Center,35.944016,-78.254317,473
Franklin Correctional Institution and Work Camp,29.877164,-84.648924,1420
Franklin County Community-Based Corrections Facility,39.926744,-82.941914,294
Franklin County Corrections Center,39.906617,-83.014589,1350
Franklin County Detention Center,36.092725,-78.331316,153
Franklin County Jail,29.772701,-84.814142,61
Franklin County Jail,31.47207,-90.893058,10
Franklin County Jail,33.18562,-95.2338,29
Franklin County Jail,34.372027,-83.245517,65
Franklin County Jail,34.472579,-87.72879,78
Franklin County Jail,35.173415,-86.132191,122
Franklin County Jail,36.993561,-79.887938,54
Franklin County Jail,37.99734,-88.916035,52
Franklin County Jail,38.61357,-95.267902,40
Franklin County Jail,40.097599,-98.954249,1
Franklin County Jail,44.710659,-70.149274,2
Franklin County Jail,46.237048,-119.095944,178
Franklin County Jail and House of Correction,42.598205,-72.61342,176
Franklin County Regional Jail,38.176731,-84.86254,460
Franklin Parish Detention Center,32.188119,-91.649082,351
Frederick Community Work Cente,34.370489,-99.141129,111
Frederick County Adult Detention Center,39.366205,-77.413016,430
Freeborn County Jail,43.645397,-93.369378,101
Freestone County Jail,31.725728,-96.15997,27
Fremont Correctional Center,40.720569,-111.956329,55
Fremont Correctional Facility,38.422985,-105.155139,1637
Fremont County Jail,42.837184,-108.722038,154
Fremont County Jail,43.967819,-111.684507,14
Fresno County Jail,36.738212,-119.790302,2344
Frontier Correctional Systems,41.133187,-104.817636,85
Frontier County Jail,40.631497,-100.515109,3
Fulton,40.837393,-73.900932,127
Fulton County Detention Center,36.546661,-89.178058,388
Fulton County Jail,33.777727,-84.424563,1894
Fulton County Jail,36.37006,-91.823171,7
Fulton County Jail,40.3976,-90.157254,73
Fulton County Jail,41.065361,-86.212424,71
Fulton County Jail,43.018632,-74.356577,68
Fulton Reception and Diagnostic Center,38.846282,-91.925809,1320
Furnas County Jail,40.138734,-99.827674,2
G Robert Cotton Correctional Facility,42.288088,-84.38833,1951
G.K. Fountain Corr Facility/ J.O. Davis Corr F,31.167081,-87.466881,1890
Ga Diagnostic and Classification Center,33.221201,-84.060927,2007
Gadsden County Jail,30.704714,-84.837123,204
Gage County Jail,40.272215,-96.745958,25
Gaines County Law Enforcement Center,32.719531,-102.641821,20
Gainesville Correctional Institute and Work Camp,29.656928,-82.263219,912
Gallatin County Detention Center,45.673838,-111.059497,49
Gallia County Jail,38.809498,-82.20176,35
Galveston County Jail,29.292592,-94.833098,1002
Garden Grove CCC,33.802146,-117.963391,60
Garfield County Community Corrections,39.547311,-107.326169,103
Garfield County Jail,36.383573,-97.868557,243
Garfield County Jail,37.826889,-112.453082,89
Garfield Heights City Jail,41.411766,-81.600454,14
Garland County Criminal Detention Facility,34.50418,-93.058784,220
Garner Correctional Institution,41.396704,-73.271156,608
Garrett County Jail,39.407468,-79.406517,43
Garvin County Jail,34.740484,-97.222134,27
Gaston Correctional Center,35.307265,-81.205657,238
Gaston County,35.267219,-81.183368,455
Gates Correctional Facility,41.336745,-72.228931,887
Gateways CCC,34.085458,-118.257302,59
Geary County Jail,39.030882,-96.828488,87
Geauga County Jail,41.504894,-81.192143,48
Geiger Corrections Center,47.62187,-117.515065,166
Gem County Jail,43.875122,-116.49424,47
Genesee County Jail,42.998779,-78.188016,69
Genesee County Jail,43.010376,-83.686613,644
Geneva County Jail,31.038819,-85.865465,53
Georgetown County Jail,33.446273,-79.290631,217
Gibson County Jail,35.983332,-88.944828,151
Gibson County Jail,38.357654,-87.566887,178
Gila County jail,33.389084,-110.773542,114
Gilcrist County Jail,29.593554,-82.81605,30
Giles County Jail,35.217758,-87.053547,124
Gillespie County Jail,30.27496,-98.873888,6
Gilmer County Jail,34.649995,-84.447381,113
Gilpin County Jail,39.839329,-105.482187,31
Gist,29.9923,-94.065684,1790
Gist,29.997792,-94.069086,1029
Glacier County Jail,48.632341,-112.326483,11
Glacier Manor,58.35781,-134.493935,99
Glades Correctional Institution,26.717781,-80.674534,672
Glades County Jail,26.856881,-81.182091,506
Glades Work Camp,26.720667,-80.668515,266
Gladwin County Jail,43.973424,-84.489552,66
Glen Helen Rehabilitation Center,34.177334,-117.388777,918
Glenn County Jail,39.51984,-122.200249,83
Glenn Dyer Detention Facility,37.8001,-122.27698,801
Glenwood Center,61.214118,-149.88838,90
Gloria McDonald Awaiting Trial and Medium Security Facility,41.739232,-71.464686,105
Glory House of Sioux Falls,43.508096,-96.742938,28
Glory House of Sioux Falls,43.510496,-96.743684,12
Glossbrenner SAFPF,27.705809,-98.258136,514
Gloucester County,39.840222,-75.14967,363
Gloucester County Jail,37.419094,-76.527733,75
Glynn County Detention Center,31.153915,-81.4964,448
Gogebic County Jail,46.482422,-90.053251,23
Goliad County Jail,28.665363,-97.385453,30
Gonzalez County Jail,29.538913,-97.465952,58
Good Shepherd Manor,38.974355,-83.033069,51
Goodhue County Jail,44.562696,-92.532345,55
Gooding County Jail,42.939063,-114.71222,34
Gooding County Jail Annex,42.937408,-114.712051,1
Goodman Correctional Institute,34.066883,-81.108283,397
Gordon Correctional Center,46.232434,-91.757287,87
Gordon County Jail,34.563905,-84.939626,281
Goshen County Detention Center,42.065523,-104.182313,60
Gouverneur,44.352649,-75.402875,981
Gowanda Correctional Facility,42.487238,-78.935969,1629
Graceville Correctional Facility and Work Camp,30.949627,-85.487717,1874
Grady County Detention Center,30.892348,-84.201797,113
Grady County Jail,35.053318,-97.936155,515
Grady County Work Release Center,35.053278,-97.934401,75
Grafton Correctional Institution and North Cost Treatment Center,41.281021,-82.032066,2084
Graham Correctional Center,39.123272,-89.459637,1894
Graham County Jail,32.834193,-109.718491,131
Graham County Jail,35.323264,-83.805451,6
Grand County Jail,38.574054,-109.547812,22
Grand County Jail,40.07234,-106.1042,33
Grand Forks County Correctional Center,47.934869,-97.060257,175
Grand Traverse County Jail,44.760999,-85.617649,158
Granite County Jail,46.333786,-113.293109,1
Grant County Detention Center,32.764307,-108.287181,74
Grant County Jail,36.808559,-97.734315,16
Grant County Jail,37.580217,-101.356031,22
Grant County Jail,38.643146,-84.568392,288
Grant County Jail,42.855145,-90.708491,43
Grant County Jail,47.32192,-119.55365,185
Grant County Milbank Detention Center,45.217652,-96.635849,14
Grant County Security Complex,40.557405,-85.657943,267
Grant County Work Release Center,47.317176,-119.527228,54
Grant Parish Detention Facility,31.516548,-92.712523,98
Granville County jail,36.312575,-78.588396,79
Gratiot County Jail,43.291076,-84.604161,59
Graves County Jail,36.741153,-88.635186,51
Gray County Jail,35.53698,-100.962988,74
Grays Harbor County Jail,46.981992,-123.6016,152
Grayson County Jail,33.634365,-96.610473,224
Grayson County Jail and Annex,37.495012,-86.262042,602
Great Falls Pre-Release,47.51642,-111.273523,236
Great Meadow,43.449658,-73.43927,1628
Great Plains Correctional Facility,35.442505,-98.367613,1685
Green Bay Correctional Institution,44.470363,-88.036686,1092
Green County Jail,42.606954,-89.62411,47
Green Haven Correctional Facility,41.576332,-73.716686,2062
Green Lake County Jail,43.845646,-88.960837,35
Green River Correctional Complex,37.31657,-87.112358,949
Green Rock Correctional Center and Chatham Diversion Center,36.79798,-79.423449,496
Greene,42.346632,-73.824579,1759
Greene County Adult Detention,39.694093,-83.966956,117
Greene County Jail,36.077136,-90.542647,132
Greene County Jail,36.162465,-82.830446,362
Greene County Jail,37.218101,-93.292754,411
Greene County Jail,39.024001,-86.928095,76
Greene County Jail,39.300711,-90.411117,10
Greene County Jail,39.685663,-83.92828,153
Greene County Jail,42.217462,-73.864014,55
Greene County Law Enforcement Center,33.569202,-83.191789,61
Greene County Work Camp,39.455096,-90.378013,193
Greene County Workhouse,39.02601,-86.927997,31
Greeneville County Detention Center,34.85392,-82.386657,1176
Greenlee County Correctional Facility,33.028103,-109.298402,33
Greensville Correctional Center,36.797002,-77.48248,3276
Greenup County Detention Center,38.57811,-82.835478,130
Greenwood County Detention Center,34.186945,-82.164672,153
Greenwood County Jail,37.821697,-96.29483,26
Greer County Jail,34.873933,-99.505218,51
Gregg County Jail,32.496659,-94.738733,174
Gregg County Jail,32.499161,-94.739516,534
Grendada County Jail,33.785707,-89.803819,139
Grimes-Mcpherson Correctional Facility,35.637118,-91.180782,1777
Groveland,42.669922,-77.830241,991
Growlersburg Conservation Camp,38.903568,-120.871265,114
Grundy County Jail,35.436563,-85.710338,44
Grundy County Jail,40.074208,-93.618105,17
Grundy County Jail,41.356901,-88.423169,26
Guadalupe County Correctional Facility,34.91415,-104.695792,566
Guadalupe County Detention Center,29.60348,-97.967744,465
Guernsey County Jail,40.01778,-81.585215,61
Guilford Correctional Center,36.142299,-79.548704,151
Guilford County,36.071072,-79.794545,489
Guilford County Jail,35.95535,-79.998557,315
Gulf Correctional Institution,30.175118,-85.263777,1564
Gulf Correctional Institution,30.182942,-85.266975,1450
Gulf County Jail,29.812994,-85.289462,41
Gulf Forestry Camp,29.902444,-85.136312,273
Gunnison County Jail,38.546079,-106.924976,3
Gwinnett County Jail,33.983915,-83.977997,3030
Habersham County Jail,34.610729,-83.534226,114
Halawa Correctional Facility,21.372573,-157.90044,928
Hale,43.020102,-74.299548,431
Hale County Jail,32.717298,-87.620471,64
Hale County Law Enforcement Center,34.201074,-101.708506,160
Halifax County Adult Detention Center,36.756489,-78.939055,161
Hall County Correctional Institution,34.309974,-83.812037,148
Hall County Corrections,40.926264,-98.327322,225
Hall County Detention Center,34.240468,-83.817068,1122
Hall County Jail,34.721433,-100.531719,6
Hamblen County Jail,36.215471,-83.297939,276
Hamilton Aged and Infirmed Center,34.121425,-87.992248,293
Hamilton Correctional Institution,30.500094,-82.973578,2877
Hamilton County Corrections Center,39.107391,-84.508906,1436
Hamilton County Jail,30.526196,-82.940803,60
Hamilton County Jail,31.692726,-98.12713,17
Hamilton County Jail,35.049067,-85.30797,521
Hamilton County Jail,40.052634,-85.993737,311
Hamilton County Jail,40.863883,-98.003337,9
Hamilton County Jail,43.424842,-74.442876,1
Hamilton Work Release Center,34.138896,-87.956746,264
Hammond City Jail,30.504953,-90.458079,21
Hampden County Correctional Center,42.197547,-72.505389,159
Hampden County Correctional Center,42.203708,-72.511939,1069
Hampshire County Jail,42.308187,-72.659661,249
Hampton City Jail,37.026724,-76.346649,243
Hampton County Jail,32.862541,-81.088817,56
Hampton Roads Regional Jail,36.806523,-76.361014,1369
Hanceville City Jail,34.058964,-86.767428,3
Hancock County Jail,33.278706,-82.974395,28
Hancock County Jail,36.528249,-83.215435,101
Hancock County Jail,39.784844,-85.767355,168
Hancock County Jail,40.414725,-91.146731,10
Hancock County Jail,44.543408,-68.426258,54
Hancock County Justice Center,41.03848,-83.652843,121
Hancock State Prison,33.245598,-82.950075,1329
Hansford County Jail,36.198201,-101.192107,3
Haralson County Jail,33.799854,-85.179627,99
Hardee Corr Inst and Work Camp,27.577605,-81.9956,1616
Hardeman County Correctional Center,35.289742,-89.158069,1965
Hardeman County Jail,34.297537,-99.741334,6
Hardin County Detention Center,37.661298,-85.851792,625
Harlan County Detention Center,36.868028,-83.195126,192
Harlan County Jail,40.099807,-99.362799,3
Harmon County Jail,34.6823,-99.919148,57
Harnett Correctional Institution,35.386557,-78.800592,981
Harper County Jail,36.832927,-99.62885,4
Harris County Jail,32.764188,-84.860845,106
Harris County Jail Facility,29.764125,-95.354964,9043
Harris County Jail Facility,29.807656,-95.229554,488
Harris County Prison Camp,32.76582,-84.865038,90
Harrison County Jail,32.544601,-94.36882,138
Harrison County Jail,38.225906,-86.142739,158
Harrison County Jail,40.269707,-94.035137,14
Harrisonburg Men's Diversion Center,38.531742,-78.817633,88
Hart County Jail,34.355587,-82.932815,41
Hart County Jail,37.281133,-85.892359,121
Hartford Correctional,41.789979,-72.663577,1095
Hartford County Detention Center,39.554227,-76.362675,397
Harvey County Jail,38.051693,-97.344098,102
Haskell County Jail,33.171283,-99.723557,491
Haskell County Jail,37.479577,-100.843051,3
Hawkins County Jail,36.405848,-83.005587,147
Haynesville Correctional Unit #17,37.96919,-76.664316,104
Hays County Jail,29.900404,-97.903945,259
Hays State Prison,34.508113,-85.311563,1664
Haysi Regional Jail,37.21631,-82.286792,256
Haywood County Jail,35.472066,-83.00511,125
Haywood County Jail,35.582606,-89.198209,87
Hazelton USP,39.672924,-79.497081,1522
Hazelton-Camp,39.670652,-79.512051,122
Hazelton-Female,39.665781,-79.501344,442
Healdton and Marshall Co Cmty Work Center,34.091837,-96.768982,42
Healdton Community Center,34.234549,-97.487168,58
Heard County Jail,33.289793,-85.11457,57
Helen B Ratcliff Work Release,47.589211,-122.316633,35
Helena Pre-Release Center,46.593168,-111.973103,91
Hemphill County Jail,35.912856,-100.383006,4
Hempstead County Jail,33.664685,-93.599196,51
Henderson County Detention Center,37.812831,-87.625963,544
Henderson County Jail,32.207287,-95.84491,366
Henderson County Jail,35.316098,-82.456181,140
Henderson County Jail,35.653995,-88.387674,76
Henderson Detention Center,36.031095,-114.980068,202
Hendry Correctional Institution,26.275589,-81.230292,1236
Hendry County Jail,26.760289,-81.436732,187
Hennepin County Adult Detention Center,44.97669,-93.264068,362
Hennepin County Adult Detention Center,44.97727,-93.26543,290
Hennepin County Workhouse,44.992185,-93.478817,461
Henrico County Jail,37.628691,-77.516567,679
Henry County Jail,31.57014,-85.248754,55
Henry County Jail,33.419425,-84.161054,675
Henry County Jail,36.303109,-88.338429,166
Henry County Jail,36.753573,-79.89768,188
Henry County Jail,38.368815,-93.777493,21
Henry County Jail,39.931501,-85.372243,67
Henry County Jail,39.932059,-85.37217,113
Henry County Jail,40.963783,-91.552576,6
Henry County Jail,41.302168,-90.197399,96
Henryville Correctional Facility,38.571208,-85.79955,194
Herkimer County Correctional Facility,43.029046,-74.988338,27
Hernando Correctional Institution,28.486751,-82.446839,944
Hertford County Jail,36.397689,-76.934908,64
Hiawatha (closed August 2009) and Straits,46.257628,-84.451963,2222
Hickman County Jail,35.780675,-87.464069,102
Hickory County Jail,37.940926,-93.315946,9
Hidalgo County Jail,32.347992,-108.707905,23
High Desert Juvenile Detention,34.634117,-117.202679,106
High Security Center,41.749594,-71.461636,86
Highland County Jail,39.23644,-83.614363,69
Highland Heights City Jail,41.556384,-81.465979,1
Highlands County Jail,27.493464,-81.435905,383
Hiland Mountain Correctional Center,61.299241,-149.56898,405
Hill Correctional Center,40.940014,-90.407501,1844
Hill County Jail,48.550382,-109.703864,30
Hill Detention Center,36.170134,-86.779549,489
Hillsborough Correctional Institution,27.774392,-82.320601,285
Hillsborough County CSC,27.99494,-82.509568,25
Hillsborough County- Falkenberg Road Jail and Work Release Center,27.964527,-82.345352,2340
Hillsborough County- Orient Road Jail,27.965521,-82.371006,898
Hillsdale County Jail,41.931789,-84.646395,64
Hilltop Recovery Services,38.774182,-122.712203,33
Hinds County Restitution Center,32.296762,-90.193587,66
Hitchcock County Jail,40.176173,-101.011273,4
Hobert Community Work Center,35.025134,-99.095265,82
Hocking Correctional Facility,39.474818,-82.233466,485
Hockley county Jail,33.57878,-102.379073,54
Hoke Correctional Institution,35.052089,-79.341579,320
Hoke County Jail,34.982073,-79.223131,133
Hollandale City Jail,33.167454,-90.852388,2
Hollywood Work Release Center,25.996009,-80.251494,111
Holman Prison,31.133766,-87.442621,998
Holmes Correctional Institution,30.75183,-85.674493,1381
Holmes County Jail,40.61501,-81.905886,28
Holmes Work Camp,30.752344,-85.650545,83
Holt County Jail,39.986615,-95.144058,10
Holt County Jail,42.45947,-98.647072,4
Homestead Correctional Institution,25.415816,-80.496717,662
Homewood City Jail,33.479343,-86.790694,18
Honor Farm,37.889578,-121.293914,381
Hood County Jail,32.44354,-97.803689,185
Hope House Residential Facility,41.70065,-91.601282,53
Hopkins County Jail,37.341536,-87.53962,450
Hopkins County Law Enforcement Center,33.140142,-95.597878,77
Horry County Detention Center,33.910191,-79.052162,673
Hot Springs County Detention Center,43.646958,-108.209337,8
Houghton County,47.120078,-88.568758,28
Houston County Jail,31.224118,-85.378602,348
Houston County Jail,31.224424,-85.39283,114
Houston County Jail,31.320603,-95.461265,70
Houston County Jail,32.46847,-83.702217,476
Houston County Jail,36.34448,-87.673885,20
Houston County Jail,43.632788,-91.495868,13
Howard County Jail,39.147444,-92.680908,6
Howard County Jail,39.171066,-76.783674,245
Howard County Jail,40.476633,-86.155937,343
Howard McLeod Correctional Center,34.15843,-95.817907,648
Howard R. Young Correctional Institution,39.741353,-75.530626,1523
Howell County Detention Center,36.741841,-91.865607,44
Hubbard County Jail,46.919982,-95.063819,25
Hudson Correctional Facility,42.242543,-73.790107,51
Hudson Correctional Facility,42.244389,-73.793876,77
Hudson Correctional Facility,42.245099,-73.787407,109
Hudson Correctional Facility,42.247218,-73.795501,126
Hudson Health Center,39.328452,-82.099274,10
Hudspeth County Jail,31.178263,-105.357503,86
Huerfano County Jail,37.623961,-104.781838,15
Hueytown City Jail,33.444068,-86.9934,28
Hughes Unit,31.485975,-97.707782,2882
Humboldt Conservation Camp,40.880027,-117.954162,118
Humboldt County Jail,40.802863,-124.162213,391
Humboldt County Jail,40.979686,-117.720231,24
Humphreys County Jail,33.174156,-90.488304,29
Humphreys County Jail,36.081061,-87.797518,54
Hunt County Criminal Justice Center,33.137364,-96.10469,261
Hunterdon County Jail,40.511193,-74.860069,116
Huntington County Jail,40.8808,-85.491094,122
Huntington Work Release Center,38.4208,-82.437578,67
Huron County Jail,41.222434,-82.60837,95
Huron County Jail,43.8016,-82.998186,54
Hurst City Jail,32.839309,-97.187962,15
Hutchinson Correctional Facility,38.040506,-97.907988,239
Hutchinson Correctional Facility,38.044455,-97.911457,1079
Hutchinson Correctional Facility,38.045737,-97.884043,457
Hutchinson County Jail,35.827459,-101.442338,91
Huttonsville Correctional Center,38.69555,-79.979258,1135
Hyde Correctional Institution,35.495437,-76.330421,752
Iberia Parish Criminal Justice Facility,30.017585,-91.883462,476
Idabel Community Work Center,33.894866,-94.846493,82
Idaho Correctional Institution- Orofino,46.49114,-116.261968,531
Idaho Department of Correction District 5,42.539218,-114.48532,82
Idaho Falls Community Work Center,43.4624,-112.064381,83
Illinois River Correctional Center,40.558677,-90.079605,2069
Illinois Youth Center Kewanee,41.252728,-89.894409,205
Imperial County Jail,32.740523,-115.564899,637
Independence County Jail,35.765395,-91.658152,91
Independence House- Pecos,39.773519,-105.007029,66
Indian River County Jail,27.665081,-80.425859,480
Indiana State Prison,41.703824,-86.918191,819
Indiana State Prison,41.704269,-86.914692,1402
Indiana Women's Prison,39.799612,-86.296645,69
Indianapolis Men's Work Release Center,39.758262,-86.166551,124
Indianapolis Re-entry Educational Facility,39.772739,-86.126898,322
Indio Jail,33.711222,-116.222989,365
Ingham County Jail,42.592964,-84.456702,677
Intake Service Center,41.748723,-71.463728,908
Integrity Correctional Center,38.723087,-93.915981,71
Intervention Community Corrections Services,39.743621,-105.069237,254
Ionia County Jail,42.981846,-85.059049,112
Ionia Max Correctional Facility,42.984514,-85.100603,654
Iosco County Jail,44.268827,-83.516821,70
Iowa Correctional Institution for Women,41.659096,-93.363511,549
Iowa County Jail,42.973562,-90.129515,22
Iowa Medical and Classification Center,41.710087,-91.624654,928
Iowa State Penitentiary,40.634721,-91.288243,1002
Iredell County Jail,35.788215,-80.885669,271
Iron County Jail,37.597762,-90.629214,17
Iron County Jail,37.716402,-113.057595,136
Iron County Jail,46.096462,-88.335359,26
Iron County Jail,46.436714,-90.187019,10
Ironwood State Prison and Chuckawalla Valley State Prison,33.559767,-114.913328,7634
Iroquois County Jail,40.771653,-87.715696,20
Irwin County Jail,31.5804,-83.257924,534
Isabella County Jail,43.605791,-84.775795,156
Isanti county jail,45.555153,-93.230519,41
ISHI Conservation Camp,40.31392,-121.896,87
Island County Jail,48.217499,-122.685567,49
Itasca County Jail,47.236445,-93.525239,55
Itawamba County Jail,34.272516,-88.408788,16
Izard County Jail,36.056352,-91.915591,28
J Montgomery Correctional Center,30.525025,-81.716948,592
J. Levy Dabadie Correctional Center,31.375707,-92.389093,586
Jackie Brannon CC,34.948644,-95.782728,769
Jackson City Jail,33.294046,-83.965993,2
Jackson Correctional Institution,44.304736,-90.779232,988
Jackson Correctional Institution and Work Camp,30.967913,-85.169709,1440
Jackson County Correctional Facility,30.765488,-85.257556,227
Jackson County Correctional Institution,34.144406,-83.555817,168
Jackson County Detention Center,35.604922,-91.284604,52
Jackson County Detention Center,39.09773,-94.576899,744
Jackson County Jail,28.977786,-96.646865,62
Jackson County Jail,30.373731,-88.544545,512
Jackson County Jail,34.14484,-83.556997,177
Jackson County Jail,34.665321,-86.045452,130
Jackson County Jail,36.349209,-85.654639,79
Jackson County Jail,37.43047,-83.998128,34
Jackson County Jail,37.762341,-89.334766,85
Jackson County Jail,38.874357,-86.036349,166
Jackson County Jail,39.052837,-82.636992,37
Jackson County Jail,39.45844,-95.746529,51
Jackson County Jail,40.73145,-106.283623,1
Jackson County Jail,42.245139,-84.410285,178
Jackson County Jail,43.621954,-94.990006,12
Jackson County Jail,44.295416,-90.851958,38
Jackson Parish Correctional Center,32.214218,-92.714207,816
Jacksonville City,30.325357,-81.650625,3740
Jacksonville Correctional Center,39.726636,-90.174728,996
James City County: Virginia Peninsula Regional Jail,37.21648,-76.603535,432
James Crabtree CC,36.546009,-98.27793,1003
James River Correctional Center,37.644964,-77.828913,630
James River Correctional Center,46.882781,-98.684535,417
James River Work Center,37.644757,-77.826842,57
James T. Vaughn Correctional Center/Central Violation Probation Centter,39.331224,-75.59742,2590
Jasper County Community Corrections,40.948284,-87.185366,19
Jasper County Jail,31.974311,-89.290595,66
Jasper County Jail,32.49374,-80.972365,73
Jasper County Jail,33.318194,-83.730005,40
Jasper County Jail,37.175627,-94.307107,200
Jasper County Jail,38.99171,-88.16017,4
Jasper County Jail,40.958632,-87.14658,76
Jasper County Law Enforcement Center,30.925769,-93.989788,68
Jasper Police Department,33.835609,-87.275273,40
Jay County Jail,40.43281,-84.979767,45
Jean Conservation Camp,35.748418,-115.284978,150
Jeff Davis County Jail,31.868211,-82.600066,44
Jefferson City Correction Center,38.552292,-92.049,120
Jefferson Correctional Institution,30.509119,-83.799559,1154
Jefferson Correctional Institution,30.509842,-83.801987,3
Jefferson County Correctional Institution,33.021876,-82.406689,179
Jefferson County Detention Center,30.008341,-94.056233,871
Jefferson County Detention Facility,39.730586,-105.20065,1053
Jefferson County Jail,30.502384,-83.882366,44
Jefferson County Jail,33.020249,-82.405908,84
Jefferson County Jail,36.029126,-83.424921,67
Jefferson County Jail,36.037052,-83.428702,143
Jefferson County Jail,38.227133,-90.570547,254
Jefferson County Jail,38.735982,-85.376104,80
Jefferson County Jail,39.206806,-95.311582,16
Jefferson County Jail,40.13357,-97.177883,8
Jefferson County Jail,40.362222,-80.610267,52
Jefferson County Jail,43.002473,-88.806695,149
Jefferson County Jail,43.678692,-111.910254,80
Jefferson County Jail,43.972778,-75.928576,150
Jefferson County Jail,46.235978,-112.120295,14
Jefferson County Jail,48.026344,-122.762119,43
Jefferson County Jail and Adult Detention Center,34.22769,-92.000387,257
Jefferson County Justice Center,38.313774,-88.901289,13
Jefferson County Sheriff's Office,33.523083,-86.808764,905
Jefferson Davis Correctional Center,30.223071,-92.655785,74
Jefferson Davis County Jail,31.601457,-89.865,24
Jefferson Parish Correctional Center,29.915076,-90.068163,943
Jefferson-Franklin County Regional Correctional Facility,31.697838,-91.064807,96
Jefferson-Franklin County Regional Correctional Facility,31.701252,-91.073766,240
Jennifer Road Detention Center,38.988943,-76.530825,546
Jennings City Jail,30.221329,-92.656927,46
Jennings City Jail,38.711858,-90.268886,40
