Latitude,Longitude,Width
37.7753222220509,-122.507716112605,4
37.7528596561113,-122.507696113948,4
37.776252294734,-122.507690683983,4
37.7751703367839,-122.507675109884,4
37.7753234489943,-122.507657898162,4
37.775346149152,-122.507640822085,4
37.7550792755366,-122.507622210407,4
37.7751703368006,-122.507616130998,4
37.7762415958941,-122.507592631969,4
37.7791263812813,-122.507558637012,4
37.7468284358609,-122.507549726279,4
37.7517167869353,-122.507543400741,4
37.7538604793554,-122.507523629232,4
37.7508068182428,-122.507480175988,4
37.7506954326043,-122.507470141612,4
37.7506025114702,-122.507467630911,4
37.7505551416857,-122.507465180264,4
37.7504836322681,-122.507460906301,4
37.7502924340948,-122.507442861533,4
37.7521549190758,-122.507418252424,4
37.7458560246461,-122.507409691662,4
37.7527763259992,-122.507392931449,4
37.7495403714561,-122.507387417699,4
37.7495116455819,-122.507381958717,4
37.7494345809003,-122.507376364089,4
37.7494011691345,-122.507373119597,4
37.7493528701871,-122.507370643946,4
37.7493333765729,-122.507368946557,4
37.7514084318433,-122.507362958083,4
37.7513368825607,-122.507361024926,4
37.748486165253,-122.507332592891,4
37.7485644381752,-122.507321829204,4
37.7505950212886,-122.507307027831,4
37.758569389466,-122.507296849715,4
37.7634317237416,-122.507289213813,4
37.7500576715231,-122.507260519823,4
37.778141644974,-122.507249993863,4
37.7548259436483,-122.507242691355,4
37.7779160412781,-122.507232952822,4
37.7509330899515,-122.507216642728,4
37.7548811373619,-122.507199448976,4
37.7466507290569,-122.507188175847,4
37.7486774660989,-122.507180877193,4
37.748600421328,-122.507174112674,4
37.7639092979165,-122.50717188863,4
37.7463233314532,-122.507170550739,4
37.7638449985622,-122.507170151225,4
37.7461664541179,-122.507156946857,4
37.7613744008584,-122.50714403835,4
37.7604509471428,-122.507135818078,4
37.7633212485351,-122.507132123913,4
37.747985821743,-122.507125899024,4
37.7475985399209,-122.507103729118,4
37.7798979502724,-122.507097249712,4
37.7606269413357,-122.507093890918,4
37.7607233666377,-122.507091481475,4
37.7627108704687,-122.507088138914,4
37.7800429545487,-122.507083518802,4
37.7778257173711,-122.507066636025,4
37.7469861733971,-122.507060845065,4
37.7625141603452,-122.50705958621,4
37.7776674988947,-122.507055731372,4
37.7791791285325,-122.50703522194,4
37.7770389300103,-122.507033922984,4
37.7615326034839,-122.507001607611,4
37.7459201959872,-122.506987562585,4
37.7789862651408,-122.506976413729,4
37.7457660664858,-122.506976375045,4
37.7768610093184,-122.506972389283,4
37.7609459982399,-122.506966809632,4
37.776548261466,-122.506964600885,4
37.7761973421342,-122.506949801153,4
37.7761837974718,-122.506948243455,4
37.7761203861627,-122.506945906937,4
37.7607163481902,-122.506944712409,4
37.7760052591288,-122.506938117672,4
37.7606451268888,-122.506937898142,4
37.7605442750604,-122.506932728621,4
37.7759406157401,-122.506932665798,4
37.7583005786367,-122.506924762391,4
37.7602313335923,-122.506917490051,4
37.7789913275143,-122.506911374832,4
37.7571278936884,-122.506908971542,4
37.7599582387991,-122.506897613129,4
37.7789733564528,-122.506889812546,4
37.7798802250894,-122.506889808048,4
37.7598536626334,-122.506887844351,4
37.7444986652432,-122.506884586267,4
37.7798573303546,-122.506876725888,4
37.7730285573555,-122.506873764155,4
37.7472088755344,-122.506866662033,4
37.7548477409154,-122.506849991056,4
37.7561566229771,-122.506840869024,4
37.7590266404028,-122.506829395163,4
37.7723574837627,-122.506825304534,4
37.7623247898963,-122.506824486966,4
37.7589076903569,-122.506822015648,4
37.7588692133791,-122.506815421207,4
37.7789874331261,-122.50680790507,4
37.7564539963073,-122.506797700314,4
37.7604724115264,-122.506792641078,4
37.7739902053501,-122.506790127416,4
37.7717784851525,-122.506788027132,4
37.7430678392852,-122.506782328683,4
37.756226819608,-122.506779933984,4
37.7581765381123,-122.50676599921,4
37.7558536894504,-122.506756110588,4
37.7556817980764,-122.50674512418,4
37.7556483274352,-122.50673893378,4
37.7731559703061,-122.506730151395,4
37.7730346823923,-122.506716131387,4
37.7572562892484,-122.506709953101,4
37.7584504657562,-122.506699393078,4
37.7798588071749,-122.506675825777,4
37.762184081194,-122.506675059048,4
37.7411103751583,-122.506652200233,4
37.7603101811501,-122.506625202077,4
37.7472960181729,-122.506623032754,4
37.7604823646112,-122.506607085828,4
37.7559866741692,-122.506600058306,4
37.7604834464148,-122.506543543521,4
37.7393573965741,-122.506524088332,4
37.7473854973256,-122.506485082857,4
37.7771072596016,-122.50648010623,4
37.7604854985194,-122.50648002742,4
37.7772566032383,-122.506477588254,4
37.7603149140855,-122.506476732345,4
37.7436406629553,-122.50647234563,4
37.7789524069017,-122.506464407278,4
37.7753780521761,-122.506450142023,4
37.7621977350552,-122.506443142113,4
37.7546970960302,-122.506430816504,4
37.7807362284314,-122.50641942432,4
37.758608246146,-122.506407027964,4
37.7807173939441,-122.506393608376,4
37.7604916009281,-122.506378111164,4
37.7799926644722,-122.506373823301,4
37.7603156551784,-122.50636842853,4
37.762345274891,-122.506363455406,4
37.7473905163679,-122.506354093766,4
37.7567382116836,-122.506351310728,4
37.7498575164936,-122.506350418514,4
37.7473941010602,-122.506307360191,4
37.7632386939753,-122.50630313345,4
37.7373835743826,-122.506289933268,4
37.7735108832884,-122.506289537608,4
37.7794983994124,-122.506274024618,4
37.7772641742522,-122.506270809551,4
37.7793130253265,-122.506263746074,4
37.7622022689203,-122.506262326046,4
37.7484986373339,-122.506261085668,4
37.7506921190217,-122.506245385817,4
37.7505690682576,-122.506237965146,4
37.7354606126333,-122.506210041037,4
37.7504801495238,-122.506207617383,4
37.7772677364587,-122.506204325215,4
37.7631098104891,-122.506191655726,4
37.7805965385427,-122.506191049593,4
37.7475128986,-122.506182369937,4
37.7497268716349,-122.506180099858,4
37.7472599705483,-122.506172775366,4
37.7586149633215,-122.506141961535,4
37.7470841010946,-122.506141523298,4
37.777369840379,-122.506126934461,4
37.7621453791042,-122.506126308526,4
37.7716580179505,-122.506118715787,4
37.7620611028708,-122.506116697072,4
37.7619738119048,-122.506113117253,4
37.7794142055364,-122.506107697947,4
37.7619224783225,-122.506106840747,4
37.7463309486343,-122.50609543164,4
37.7359162087095,-122.506094630091,4
37.7460804954734,-122.506091311951,4
37.7399141986787,-122.50608817681,4
37.7457858798003,-122.506058471243,4
37.7797546732687,-122.506045091658,4
37.7784093377083,-122.506043101874,4
37.7798100641121,-122.506038551012,4
37.7607672975883,-122.506032856206,4
37.7360257969604,-122.506019160013,4
37.747267790944,-122.505993194922,4
37.7447891133624,-122.505982756659,4
37.7601039240684,-122.505982190055,4
37.7634027199113,-122.50597849798,4
37.7444327924403,-122.505974318528,4
37.7445461266662,-122.505965591721,4
37.7797975084353,-122.505962862578,4
37.7797487653148,-122.505947911919,4
37.7442825640676,-122.50594787141,4
37.7799462432625,-122.505931690493,4
37.7613399178539,-122.50592325662,4
37.7458256579494,-122.505906179147,4
37.7427574257452,-122.505903360102,4
37.7457672370442,-122.505897577684,4
37.7457263715271,-122.505895303793,4
37.7456232489839,-122.505891348828,4
37.7797974651038,-122.505885000181,4
37.7431386384508,-122.505881575612,4
37.7432273482039,-122.505877009643,4
37.7605779358873,-122.505864483221,4
37.7765333919608,-122.505861476921,4
37.7419398125124,-122.505845312535,4
37.7460930178281,-122.505842927008,4
37.7586294023629,-122.505833929701,4
37.7586294023629,-122.505833929701,4
37.7601153156753,-122.505831122777,4
37.7472531004848,-122.505825299517,4
37.7797871693707,-122.505822699321,4
37.7797376871414,-122.505820830838,4
37.7422733344517,-122.505820421933,4
37.7380707998658,-122.505818603166,4
37.7360367363779,-122.505813433386,4
37.7772772018239,-122.505807469314,4
37.7511442517842,-122.505806132064,4
37.773058737345,-122.505805367237,4
37.7622197705053,-122.50580447025,4
37.7599073668224,-122.505801636192,4
37.7412333126477,-122.505795454359,4
37.7799333487875,-122.505789751407,4
37.7749403522663,-122.505785898051,4
37.7419636859946,-122.505784363378,4
37.7622214965711,-122.505779829718,4
37.7360364047838,-122.505778307285,4
37.7723272048107,-122.50576111622,4
37.7722492542332,-122.505748473333,4
37.7356255864855,-122.505746148403,4
37.7565260672017,-122.505743805317,4
37.7721163387449,-122.505738359213,4
37.7432292076753,-122.505713162907,4
37.7582035604252,-122.505696289301,4
37.7566203502409,-122.505692628012,4
37.7581381740928,-122.505691352216,4
37.7425819051481,-122.505674617919,4
37.7360412639904,-122.505656698222,4
37.7732166816615,-122.505654072986,4
37.7797842150393,-122.505651700516,4
37.7356244917628,-122.505646620125,4
37.7799230326473,-122.505646180935,4
37.7553324970038,-122.505641978834,4
37.7421976095989,-122.50564083147,4
37.7772885863928,-122.505632352598,4
37.7800268469822,-122.505606578089,4
37.7724733883273,-122.505605444469,4
37.7455522175534,-122.50558497201,4
37.7356265760949,-122.505578783463,4
37.7575342433798,-122.505565385243,4
37.7411301336904,-122.505559512184,4
37.7718545033558,-122.505557564286,4
37.7436877981073,-122.50553296194,4
37.7772927805161,-122.505528495685,4
37.7360476497016,-122.505500013191,4
37.7401594813682,-122.50549802177,4
37.7400191702032,-122.505494234875,4
37.7735524361417,-122.505490483483,4
37.7354918543068,-122.505477915571,4
37.7603562640439,-122.505472383651,4
37.7641086035355,-122.505450992207,4
37.735635490547,-122.505437384685,4
37.7360496742075,-122.505435686033,4
37.7357539827113,-122.505435526172,4
37.7367300509143,-122.505415418144,4
37.7436975019585,-122.505399764525,4
37.7363558765881,-122.50538776138,4
37.7735570529717,-122.505385345551,4
37.7359898862026,-122.505370861298,4
37.7358013552212,-122.505359920761,4
37.7357001308973,-122.505353677303,4
37.7531898037869,-122.505346142178,4
37.753145631025,-122.505341765185,4
37.7472762530428,-122.505338890407,4
37.7547501020315,-122.505336310147,4
37.773405587282,-122.505325367756,4
37.7585062116308,-122.505322801103,4
37.7504283278742,-122.505299944249,4
37.7370883295038,-122.505284615423,4
37.7472763594104,-122.505278014143,4
37.7547525471132,-122.505271847368,4
37.7792296683273,-122.505243048821,4
37.7801602009846,-122.505239820464,4
37.780218274692,-122.505237834779,4
37.7603716302877,-122.505217265817,4
37.7795617740877,-122.505208255718,4
37.7585125281424,-122.505198218309,4
37.7635542250983,-122.505153861082,4
37.7634750727275,-122.50514738367,4
37.7477891451677,-122.505136142334,4
37.7771562281008,-122.505123677977,4
37.763041394868,-122.505115419379,4
37.7783265569214,-122.505111546234,4
37.7782688503059,-122.50510680493,4
37.762779775667,-122.505098228653,4
37.7780694999675,-122.50509542688,4
37.753077230488,-122.505090942614,4
37.7472034694978,-122.505081701882,4
37.7584501132023,-122.505079418654,4
37.7435569304689,-122.505067258282,4
37.7752842914116,-122.505055622528,4
37.7774144867655,-122.505048017404,4
37.7490335917473,-122.505046794894,4
37.7616282496531,-122.50501497063,4
37.7636693082228,-122.505006479579,4
37.7614598881311,-122.50500384323,4
37.7605501938414,-122.505003612665,4
37.7530796928065,-122.505000853838,4
37.7634823227418,-122.504991303533,4
37.7610044592096,-122.504970155565,4
37.7607799675436,-122.504955867812,4
37.7602331322527,-122.50492654488,4
37.7735787531688,-122.504923319547,4
37.7471364666696,-122.504921841936,4
37.760302236597,-122.504921669151,4
37.7602450246853,-122.504914569939,4
37.7621020835294,-122.504881372035,4
37.7444724345971,-122.504880128796,4
37.7616673641337,-122.504866257992,4
37.7747703939977,-122.504853638131,4
37.7798560544886,-122.504845112217,4
37.7625591927486,-122.504844313965,4
37.7767992039857,-122.504834418664,4
37.7610865595393,-122.504829187778,4
37.7589064434103,-122.504822200215,4
37.7763699221041,-122.504808639708,4
37.736233320022,-122.504805016487,4
37.7607091271216,-122.504804130917,4
37.7741101049647,-122.504803384573,4
37.7740786267097,-122.504799591882,4
37.7738935053001,-122.50479674692,4
37.7606260461716,-122.504787135388,4
37.7581775666431,-122.504769723467,4
37.7767441147601,-122.504756894571,4
37.7435725704451,-122.504750593561,4
37.7599590039895,-122.504747143589,4
37.7600196636967,-122.504746003202,4
37.7576045827244,-122.50472730219,4
37.7793345882457,-122.50471872286,4
37.736234793249,-122.504718433303,4
37.7771743515606,-122.504713725537,4
37.7594237635385,-122.504711868385,4
37.7572029810492,-122.504700606705,4
37.7725811510267,-122.504693393972,4
37.7723308190803,-122.504679171836,4
37.7721951599998,-122.504667792871,4
37.7720304436258,-122.504656395048,4
37.7433136970169,-122.504654211145,4
37.771847399728,-122.50464142643,4
37.7362409525423,-122.504629635519,4
37.7582178192579,-122.50462385574,4
37.7560028231362,-122.50461153425,4
37.7426554627499,-122.504602502717,4
37.7401457120377,-122.504586304921,4
37.7528971616744,-122.504582620132,4
37.7730712650544,-122.504574285424,4
37.7455964086946,-122.504572502943,4
37.7437316497768,-122.504540222201,4
37.7810434137217,-122.504533198292,4
37.7528972278417,-122.504524079724,4
37.7721417985172,-122.504501049394,4
37.7437324460136,-122.504493415979,4
37.7622839796156,-122.50448790328,4
37.7810441521097,-122.50448647782,4
37.7720581803056,-122.504484693299,4
37.7798806581888,-122.504466068085,4
37.7771875318175,-122.504465669217,4
37.7796719571588,-122.504461248614,4
37.7790447011013,-122.504448405405,4
37.7533501437558,-122.504446973742,4
37.7736032226133,-122.504444354905,4
37.7585442772343,-122.504429677037,4
37.7754756009165,-122.504425054608,4
37.7793164887329,-122.504409768887,4
37.7528245162985,-122.504399179455,4
37.7798824672597,-122.504388702469,4
37.7736032226209,-122.504387696378,4
37.7474742497587,-122.504383627473,4
37.7790486288769,-122.504376000287,4
37.7753186661316,-122.504373495781,4
37.737144783675,-122.504370733656,4
37.7790794873063,-122.504364642002,4
37.7392068738773,-122.504361971521,4
37.7796616287576,-122.504342981812,4
37.7604085701935,-122.5043419522,4
37.7585492864556,-122.504332547004,4
37.7773544967222,-122.504319358812,4
37.741701465651,-122.504264205257,4
37.7771985159381,-122.504246101222,4
37.7797998443253,-122.504245701476,4
37.7790834143652,-122.504244675585,4
37.7374426821432,-122.504237126487,4
37.7372290625847,-122.504225511601,4
37.7503928027278,-122.504222349881,4
37.773614765391,-122.504211297791,4
37.7367125589137,-122.504203387087,4
37.7519074266581,-122.504180665511,4
37.7772018111581,-122.504178007129,4
37.7518433707941,-122.504175425295,4
37.7566812777905,-122.504170218425,4
37.7753021852736,-122.504161410758,4
37.735977812848,-122.504140844668,4
37.7358906059305,-122.504130298553,4
37.7357825018928,-122.504118603982,4
37.7772084016294,-122.504096711396,4
37.7364961680662,-122.504090589396,4
37.7789585577126,-122.504086094205,4
37.7566811453358,-122.50407929098,4
37.7480514471675,-122.504062018098,4
37.7807369244015,-122.50405103744,4
37.7478471598417,-122.504048312387,4
37.747904810916,-122.504047526011,4
37.7772122457156,-122.504039734844,4
37.7783069675702,-122.504032865431,4
37.7772127952946,-122.504030702291,4
37.7753304387007,-122.504027964223,4
37.7496841114633,-122.504021759577,4
37.7627659267139,-122.504021300228,4
37.7257214549599,-122.504017530281,4
37.7471761775601,-122.504015404359,4
37.7471046635524,-122.504010467091,4
37.7800766758746,-122.504005251207,4
37.7470360206297,-122.503995409104,4
37.7469172605604,-122.503981669206,4
37.7775722542249,-122.503978338592,4
37.7465325514695,-122.503970969286,4
37.7587159336991,-122.503965765246,4
37.746434388466,-122.503949913871,4
37.7771546135054,-122.50394977664,4
37.7768344548721,-122.503929004913,4
37.776774937935,-122.503926407866,4
37.7789828620794,-122.503925036148,4
37.7765881781327,-122.50390953034,4
37.7483441473859,-122.503906004952,4
37.7785699651083,-122.503905168116,4
37.7786253881038,-122.503901661967,4
37.7764424635595,-122.503895249807,4
37.7763788415775,-122.503892652788,4
37.7631368622084,-122.503892396491,4
37.7753106610998,-122.503888560039,4
37.7630082874269,-122.503887480995,4
37.7629199491975,-122.503880756839,4
37.7361212874807,-122.503876651554,4
37.7760453401161,-122.503875775223,4
37.7603177651627,-122.503846491262,4
37.7602143144892,-122.503835367885,4
37.7619519432804,-122.50380580728,4
37.7595799838686,-122.503791871245,4
37.7770116521173,-122.503783625148,4
37.759355260686,-122.503780254641,4
37.7584310428159,-122.503777954019,4
37.7460915671649,-122.503773252601,4
37.7592099556411,-122.503766614405,4
37.7591449348846,-122.503764860601,4
37.7766430835553,-122.503761419712,4
37.7766901935095,-122.503759083181,4
37.7611831586406,-122.503758737129,4
37.7458418878069,-122.503750128975,4
37.7356353904789,-122.50374941835,4
37.7764814295387,-122.503745058688,4
37.7764149205905,-122.503741552554,4
37.7587749302306,-122.503738215495,4
37.7740654203717,-122.50372176445,4
37.7584866992539,-122.503718723326,4
37.7760297220972,-122.503714673158,4
37.7759992387196,-122.50370882964,4
37.7453206044327,-122.503706674483,4
37.7761258412486,-122.503705868016,4
37.7398674098948,-122.50370456799,4
37.7582742066085,-122.503701891018,4
37.7452757006878,-122.503698716143,4
37.7757553704933,-122.503692467692,4
37.7581568929674,-122.503690268992,4
37.7580377938942,-122.503684942327,4
37.7601342805878,-122.503679056793,4
37.7573406377263,-122.503651864556,4
37.7597113775561,-122.503650985347,4
37.7751621329201,-122.503649497706,4
37.772827489399,-122.503644899237,4
37.7750983990599,-122.503644329704,4
37.7729371907707,-122.503632088344,4
37.7747625699566,-122.503618485147,4
37.7747110919712,-122.503616418137,4
37.7449928846436,-122.503612737002,4
37.7570376635662,-122.503612507973,4
37.7439106053845,-122.50361182583,4
37.7254818117323,-122.503605476233,4
37.7510970192105,-122.503592715545,4
37.7747053725117,-122.503589540533,4
37.7398709013069,-122.503581215202,4
37.7740647600023,-122.503567831866,4
37.7559705157519,-122.503540485618,4
37.740353975903,-122.503519026665,4
37.7577942749992,-122.503518205917,4
37.7436172022461,-122.503517824716,4
37.7576676428806,-122.503511619039,4
37.7731879935855,-122.503501670934,4
37.7731038301224,-122.503499603906,4
37.7798254612036,-122.503492748872,4
37.7573926551031,-122.503492573422,4
37.7254274926665,-122.503492363109,4
37.7585829571373,-122.503487671682,4
37.7573180936511,-122.50348421953,4
37.7641973906536,-122.503472432666,4
37.7436198552063,-122.503471089386,4
37.7473607109551,-122.503461521298,4
37.7810965877323,-122.503456745272,4
37.7416018213716,-122.503448483533,4
37.7413295619026,-122.503441142831,4
37.7587378463389,-122.503422667159,4
37.7409433476449,-122.503410828526,4
37.7561571061486,-122.503402789254,4
37.7587405694249,-122.503392188566,4
37.7378209010805,-122.503376950994,4
37.7555961781728,-122.503365461036,4
37.7253801793381,-122.503358567347,4
37.7794989659934,-122.503358183035,4
37.7557001072445,-122.503356606053,4
37.7772364107813,-122.503344205234,4
37.7551837030962,-122.50333530778,4
37.7252932913503,-122.503282295839,4
37.7252996819337,-122.503254017558,4
37.73546591249,-122.503249937577,4
37.7797303315274,-122.503248436763,4
37.7794894001028,-122.503237709063,4
37.747524752909,-122.503217743959,4
37.7358963794026,-122.503216820427,4
37.7251448006637,-122.503214223478,4
37.75860153616,-122.503184748041,4
37.7587496661055,-122.503181346298,4
37.7794859217892,-122.503180498061,4
37.7794859217892,-122.503180498061,4
37.7252741204858,-122.503177262239,4
37.7808894968635,-122.503157008013,4
37.7252654600278,-122.503143998992,4
37.7795221192662,-122.503088254558,4
37.7372098007713,-122.503066669454,4
37.7640968091015,-122.503037064776,4
37.7487893539542,-122.503036416733,4
37.7487280658524,-122.503032422698,4
37.7639763455704,-122.503028028557,4
37.7361457193917,-122.503017714204,4
37.7483751044578,-122.503014711943,4
37.7475357672483,-122.503007304505,4
37.7635706383551,-122.50300623619,4
37.7356272455922,-122.502998277506,4
37.7634123333824,-122.502993285607,4
37.735627364936,-122.502991257405,4
37.7361449199022,-122.50298543636,4
37.7359575501703,-122.502979993418,4
37.7359575501703,-122.502979993418,4
37.7477291823956,-122.502979545621,4
37.7810654184436,-122.502967701532,4
37.7783203705472,-122.502967564996,4
37.7587621626146,-122.502965040644,4
37.7438026004206,-122.502964618731,4
37.7772281723606,-122.502963435462,4
37.7805441204791,-122.50296115463,4
37.7498031456316,-122.502953108098,4
37.735624423784,-122.502945525702,4
37.777578036656,-122.502941388113,4
37.7356245033464,-122.502940845519,4
37.7776194161311,-122.502939294109,4
37.7354449395599,-122.50293726959,4
37.7779752732797,-122.50293405873,4
37.7774464521097,-122.502929870802,4
37.7811012062077,-122.502924603076,4
37.7586093280718,-122.502923822357,4
37.7587653104699,-122.502909576454,4
37.7620682453033,-122.502901690129,4
37.7621245429238,-122.50289497879,4
37.7356234605352,-122.502892823995,4
37.7641389659322,-122.502888436212,4
37.7356244692498,-122.502888168856,4
37.7811068115693,-122.502876594423,4
37.7636348449871,-122.502844456438,4
37.7766958332851,-122.502839825474,4
37.7633726021974,-122.50283015088,4
37.7457952471339,-122.50282984708,4
37.778607057675,-122.502825641062,4
37.7791498591369,-122.50282415167,4
37.7361558327762,-122.502819355388,4
37.7586153188015,-122.502818261057,4
37.7609822727886,-122.502816864592,4
37.7608413368995,-122.502806481689,4
37.7454525198404,-122.502806100507,4
37.7607721190455,-122.502804615531,4
37.7641615885028,-122.502787196132,4
37.7627357893861,-122.502786935917,4
37.7735198584795,-122.502775180908,4
37.7779213685412,-122.502773063589,4
37.7586178227611,-122.502769695768,4
37.7446804014496,-122.502760792038,4
37.7620541098462,-122.502727551098,4
37.7750596744967,-122.502719415291,4
37.7771403043217,-122.502716018744,4
37.7592534113712,-122.50271069963,4
37.7811119859752,-122.50270856544,4
37.7770136572268,-122.502703613921,4
