Description,Latitude,Longitude
140118301,37.7271120186557,-122.420867224578
140166071,37.762900100331,-122.492126984656
140220809,37.7409621320066,-122.401556880465
140222855,37.7792122590085,-122.410939205552
140223950,37.7269797737306,-122.393573303211
140274890,37.7841399509594,-122.410955248906
140270581,37.7500208205248,-122.392382346886
140149419,37.7329487043192,-122.404658361435
140411149,37.8061420853862,-122.417081753218
140447398,37.7801399018132,-122.483663577628
140360922,37.7849531241612,-122.427991151911
140433870,37.787359494956,-122.408231026261
140486142,37.7743581710701,-122.420254960348
140495187,37.7790324136251,-122.401846367522
140534729,37.7410287442117,-122.422842376051
140643245,37.7858926099715,-122.419739837805
140395509,37.7755131129937,-122.406300138733
140695484,37.7370655906783,-122.505360235348
140712721,37.7256901689017,-122.474961434176
140676490,37.7912889898479,-122.422516966616
140712884,37.7826777179027,-122.444441286363
140767447,37.7389339290251,-122.415185289736
140770252,37.7972979491885,-122.433850462737
140866550,37.7860677021529,-122.392940948663
140958737,37.7740841093313,-122.422407312809
140963918,37.7584647037552,-122.507934292563
140909649,37.7565339497722,-122.466861872366
140983370,37.7582261992584,-122.425768246873
140977505,37.716040223178,-122.398602528003
140806170,37.7807906550067,-122.399617558782
140968043,37.7830037964534,-122.412414263581
140968112,37.7830037964534,-122.412414263581
141041674,37.7704071637725,-122.417612835958
141017697,37.7617925511677,-122.474855539157
141056946,37.7820729312029,-122.412224164736
141079471,37.7515433614493,-122.495095293867
141044167,37.7485024705607,-122.479293683101
140073103,37.7442774766877,-122.439065944959
140094466,37.775420706711,-122.403404791479
140226170,37.775420706711,-122.403404791479
140082251,37.7658510977435,-122.41967661615
140326601,37.7749563681874,-122.493041235607
140302811,37.7859103612545,-122.396140740869
140577177,37.775420706711,-122.403404791479
140436943,37.7437268170337,-122.48118317163
140626990,37.7256933575703,-122.452289660492
140637931,37.7800874706475,-122.482061159572
140658846,37.736131510906,-122.388885683545
140653056,37.790393971625,-122.390462451214
140745051,37.7806150882873,-122.456216350632
140764261,37.7793622489494,-122.459310721104
140604281,37.775420706711,-122.403404791479
140793389,37.7826911213472,-122.409536662692
140809679,37.775420706711,-122.403404791479
140893042,37.7340561320083,-122.412398375843
140901322,37.7517012269065,-122.405718046488
140967205,37.716879069607,-122.426833588598
140931200,37.7658427213372,-122.419814593811
140976999,37.7536925213353,-122.405322481365
141023989,37.7725405391593,-122.466204667893
140920021,37.7476836813331,-122.428184221102
141070504,37.7815668300024,-122.40805253847
150289867,37.7981347191511,-122.400890701156
150304396,37.7564864109309,-122.406539115148
150310365,37.722036232083,-122.393174162423
150327025,37.7585000733611,-122.421273998758
150198666,37.7748078532865,-122.400983769855
150210367,37.7416339426828,-122.45633214122
140985536,37.7933332750609,-122.402795576963
140912880,37.7437268170337,-122.48118317163
150240154,37.7797824261683,-122.430234565273
150416509,37.7504525015629,-122.39627030124
150421003,37.7426722655889,-122.484261488293
150429740,37.7657827544276,-122.407538332319
150436751,37.7315593184044,-122.395289197153
150492888,37.7993401835421,-122.409835057079
150493513,37.7507165154882,-122.492280854604
150499107,37.7592169819523,-122.490792997264
150523273,37.7724682400061,-122.389517648036
150540835,37.7815338127818,-122.423918786916
150574561,37.78764305018,-122.403434086745
150574969,37.7932574953959,-122.421231781955
150592836,37.7672442209616,-122.510225749052
150597717,37.7465091842228,-122.502873913699
150615767,37.7426567788508,-122.485885789075
150624815,37.7434419876507,-122.430007513832
150641201,37.772811562575,-122.412826648024
150646762,37.7431744969963,-122.474102710416
150660342,37.7643228810013,-122.388854011336
150687255,37.7653536571595,-122.403652947901
150688833,37.7710128170171,-122.43108737301
150694573,37.759736903877,-122.479004807013
150707728,37.7880825340178,-122.410059855891
150709116,37.7861779818819,-122.440064505046
150728906,37.739964501588,-122.464050361806
150730616,37.7555043420028,-122.417660640341
150750761,37.7654480180266,-122.413107622693
150772696,37.7256933575703,-122.452289660492
150780473,37.788178697075,-122.4168291485
150792810,37.7407725915928,-122.46542994935
150795319,37.7643228810013,-122.388854011336
150806621,37.7430505534925,-122.475644251197
141067175,37.7902540013683,-122.415560469006
150820966,37.7809706722053,-122.408710606663
150332137,37.7631879400187,-122.407305615124
150373636,37.7644880931999,-122.407422042194
150388629,37.7868091891723,-122.489945049498
100470163,37.7855307336245,-122.468975014442
120477826,37.7800332991006,-122.464279879446
110911630,37.7817569847968,-122.414263390372
60559774,37.7194433534269,-122.407934351403
120755092,37.7905770710537,-122.420691680792
50972170,37.7233296064439,-122.440458340998
81095125,37.7202267519308,-122.480308682068
120457696,37.7659245297691,-122.466442684206
71031640,37.7285992928306,-122.429994074329
90546917,37.7529905294566,-122.406813640773
60704816,37.7592952658019,-122.421737619685
91012448,37.7777002216831,-122.431578618623
40330271,37.7841727004123,-122.478579568343
30185161,37.7791795085094,-122.436863236818
120671818,37.7650118090951,-122.465240414978
40762232,37.7832878735491,-122.408953598286
110899343,37.7876472426953,-122.443754546256
60904975,37.7435681500455,-122.38936916528
80262866,37.777493677735,-122.416293820935
70638788,37.7541385212721,-122.444670064346
70985062,37.7810275834115,-122.466976397012
90354873,37.7865686524807,-122.452608514061
120266403,37.7178681219403,-122.472711742243
30636998,37.7505108267512,-122.476164369636
70388682,37.765110583712,-122.430883448045
60486876,37.7285280627465,-122.475647460786
80110679,37.7836719564372,-122.415088721046
60261678,37.7747770502496,-122.439469084482
60431097,37.7192098529783,-122.446720669854
120553993,37.7935175616304,-122.426337367002
51074143,37.7895336904065,-122.42890965395
90964795,37.7814987213218,-122.404934413339
120318747,37.7829514828801,-122.413259498719
70750940,37.7123662192993,-122.449083637237
130866952,37.744773684881,-122.479035226306
90457201,37.7430505534925,-122.475644251197
50069620,37.7161912704514,-122.434731478788
90833140,37.7811098899332,-122.462141270182
50848800,37.7986967888329,-122.419936300151
60169624,37.7652491154383,-122.416389710283
50057885,37.7265521172631,-122.46065227199
70726606,37.7817511307229,-122.411071423064
81330755,37.7447510901057,-122.436796627403
130782392,37.7171734075622,-122.472570418291
120434973,37.7818621883021,-122.413869632554
70217445,37.778049916106,-122.451542905384
130732228,37.7593564327499,-122.433745069841
60189854,37.775420706711,-122.403404791479
100169190,37.785743398885,-122.48514929277
61081718,37.729022854072,-122.447728292145
120622184,37.7318594482631,-122.38716770759
60103177,37.7691767476277,-122.433575097282
41444512,37.7864856977657,-122.411354159199
41006190,37.7396105936758,-122.385835676542
100413044,37.7289189892423,-122.416175737854
100319618,37.7744879867235,-122.452974548082
80449434,37.7680054163824,-122.424412715064
51073189,37.7996328370724,-122.437698529469
90636295,37.7355926105862,-122.390416955474
31357232,37.7870372043456,-122.418274171667
91017523,37.7329487043192,-122.404658361435
71133854,37.7630312947078,-122.426228446916
30418326,37.7285280627465,-122.475647460786
60295752,37.8096707013239,-122.365565425353
81309841,37.727426135786,-122.382690587869
81175363,37.7719723687579,-122.414258651144
40175782,37.7620990020727,-122.415000536794
130474771,37.7171734075622,-122.472570418291
130976040,37.7455956089322,-122.419888691537
40748969,37.7622481371408,-122.413443036787
100937890,37.7718841032344,-122.499181851123
120967344,37.770049109612,-122.407004255241
60243676,37.789224205873,-122.408597386677
31435894,37.7919493361815,-122.41693893613
60942680,37.7740207326063,-122.430006398939
91170115,37.7588311214687,-122.477939732577
70664329,37.7718636177154,-122.41402726269
51042645,37.7639837100324,-122.393446448966
90953516,37.7948173520031,-122.423227151585
30177851,37.7207231269114,-122.446607214924
30201165,37.7467657463679,-122.42248018581
90564022,37.7150528975168,-122.433330060334
51265251,37.7276689924223,-122.388112672367
70238178,37.7892067223867,-122.438963311203
130061497,37.7399316960308,-122.428285104331
130888138,37.7684043083075,-122.417803355796
80894522,37.7824756422772,-122.424109315499
50831805,37.7666893226088,-122.437532112635
70719899,37.7633237012278,-122.482480961268
50982862,37.7393241543821,-122.475406814411
50369743,37.7862095570131,-122.398980868877
90788733,37.7957863362398,-122.40498359935
50963555,37.7797824261454,-122.43023456528
50478526,37.775420706711,-122.403404791479
110236212,37.7757757174114,-122.405866839069
100771795,37.7129669171438,-122.485186968095
60171942,37.7474453071495,-122.418609719102
80814558,37.7690578711759,-122.435797048864
100659135,37.7916291489736,-122.441155369375
60167844,37.775420706711,-122.403404791479
30089137,37.761339931633,-122.505923256341
40904105,37.789920002385,-122.422062730287
60304444,37.718954166945,-122.50022040363
110303639,37.7347331717697,-122.410829623756
60534641,37.7843096998676,-122.395163154488
60372156,37.7522391652625,-122.418448186101
91093222,37.7481554692332,-122.458680189782
91310866,37.780091707804,-122.484731728932
61064946,37.7757866700925,-122.42782241825
120177270,37.7862483456629,-122.402027706948
90158766,37.7899968072158,-122.42906892306
30105664,37.7526399796005,-122.401484172896
80990772,37.7474453071495,-122.418609719102
71196250,37.7358858148594,-122.382705072801
110677092,37.7297381449981,-122.383433948755
80736190,37.764357751686,-122.41747701285
60383943,37.7538236167793,-122.450395204737
120196521,37.780495583709,-122.432142776025
31503576,37.7848656939297,-122.412784096509
80503808,37.7950646848536,-122.435941970639
90983024,37.7256933575703,-122.452289660492
100180328,37.724950248764,-122.461208520613
130360841,37.7585641691709,-122.406725329529
70711754,37.7218958376193,-122.402390932043
90843161,37.7256933575703,-122.452289660492
30781399,37.7554321226188,-122.438863733324
60152710,37.7980180687744,-122.405475929231
60746062,37.7118274140818,-122.405202907793
90181400,37.779672005548,-122.423545232042
60790188,37.7521716091721,-122.419560437883
70534879,37.765377517215,-122.386775025935
81034117,37.7559654084124,-122.479817737644
110470993,37.76701047078,-122.422020137013
120615797,37.780091707804,-122.484731728932
111012605,37.781526271747,-122.40950430935
81333884,37.7583035716828,-122.469130005097
100283104,37.7884982866148,-122.406775392392
110677901,37.7527692279339,-122.408654193478
51192676,37.7146945275264,-122.485226315335
70536671,37.7621077921116,-122.393480290828
60845034,37.7287295296745,-122.389982996986
60685426,37.7286119710993,-122.378920771859
80446082,37.7892067223867,-122.438963311203
100999367,37.7837840922388,-122.487149373879
100742423,37.7412982182604,-122.387144531601
120453826,37.7967282614906,-122.410053491602
70416835,37.7521716091721,-122.419560437883
81105122,37.7210571460375,-122.475222189932
80849458,37.7401935684325,-122.376850076345
81351892,37.7491100050973,-122.405096871916
131064573,37.7279423069627,-122.387779251837
100619991,37.7813938356093,-122.418003946248
70939809,37.7523063170181,-122.417360139477
91033961,37.7729953727174,-122.445904271169
80130649,37.7270392302138,-122.403277115529
90932247,37.7229598160913,-122.449556915345
30014463,37.7878080003666,-122.404271795034
130190886,37.7799399733199,-122.455842599569
30945987,37.749478392917,-122.402868034989
70765864,37.7233482798003,-122.390613882288
40107569,37.7844461444265,-122.4725886593
110191393,37.7520762174726,-122.484393613669
130304877,37.8084350175869,-122.410774214375
51337941,37.7593672733914,-122.406948026853
40982311,37.7141893572398,-122.462527182353
81313660,37.7256933575703,-122.452289660492
130023431,37.7813987340892,-122.409247675547
81020401,37.724912078558,-122.475003009213
30611605,37.762925314,-122.390700766707
90451087,37.7528128358477,-122.392595731886
90413918,37.7627436601147,-122.421747650463
100836587,37.7257172546557,-122.452428220398
60473027,37.775420706711,-122.403404791479
120000201,37.7978382116474,-122.406438680555
110251674,37.7545698243645,-122.401590336879
50292138,37.7484240251983,-122.407767261253
60567664,37.7991423265238,-122.408407397189
90913532,37.7757876218293,-122.393357241451
91202592,37.8076403511907,-122.419919493342
90842038,37.7793315985732,-122.458733742325
31115654,37.7972979491662,-122.433850462709
120033688,37.7371112764221,-122.406927079427
80009555,37.7564864109309,-122.406539115148
110169118,37.7289204123466,-122.386985864218
70912996,37.775420706711,-122.403404791479
91284857,37.759221191963,-122.435959381188
90515053,37.7856407526644,-122.417999278691
71094400,37.7631689864934,-122.408805452633
121023006,37.770896885856,-122.420303482492
30239401,37.7608183312525,-122.423017163583
130397678,37.795737109246,-122.423413057205
30920622,37.7935175616075,-122.426337367009
81297644,37.778124778322,-122.391845617192
61218717,37.7751741554658,-122.451360061171
120833507,37.7875490095115,-122.421762501792
30094409,37.7771781355997,-122.407294586743
41439488,37.7142089385587,-122.436177137657
70737459,37.7333815339796,-122.379932683403
31087558,37.7564864109309,-122.406539115148
70047327,37.7692444493655,-122.408011336061
30719641,37.7463358668741,-122.402701071841
110808902,37.7912067696835,-122.415754657295
31422108,37.762851481453,-122.39172714593
110737997,37.7398933063785,-122.418123595113
80328979,37.7569011511725,-122.421118473704
100326710,37.7293538492444,-122.389421299039
60612714,37.775420706711,-122.403404791479
31087144,37.7642194454928,-122.442259650589
91044485,37.7481554692332,-122.458680189782
91190373,37.8001881690514,-122.441178352537
90865836,37.7481188207029,-122.403538936234
60054962,37.7975014780581,-122.431809947334
90021549,37.739286719667,-122.40262427436
71196404,37.8031507524822,-122.410893406016
31173975,37.7347969947664,-122.390697630726
71255828,37.752684919614,-122.410962664755
31446744,37.711208427132,-122.393319107405
100676101,37.7279208527818,-122.383679778616
80475570,37.7298605291009,-122.430183053756
60371039,37.7388517685098,-122.414235499783
90114934,37.7982226437427,-122.403864541976
50603325,37.7385038959713,-122.495268908047
110736080,37.7722041939719,-122.437235589841
130573759,37.7627436601147,-122.421747650463
80375431,37.7285338395148,-122.428668349862
50915976,37.7964914531604,-122.409652663162
41386544,37.775420706711,-122.403404791479
100229885,37.7268239063089,-122.472055313907
40009915,37.7641301468423,-122.464173729417
130862916,37.7141809476816,-122.399766787626
130071048,37.7747291221187,-122.477898867786
91070690,37.7887198688133,-122.402070243227
100249162,37.7336749150104,-122.426391018521
70877500,37.7199820184131,-122.454616903212
70416976,37.7340152180723,-122.390971734551
80783129,37.778124778322,-122.391845617192
91080166,37.7511775163917,-122.442743978654
80966654,37.7202363012033,-122.393411735551
80097732,37.7562822236574,-122.417802962628
50604248,37.7131719024717,-122.459023622401
51315856,37.7979555343556,-122.413747886305
70171299,37.7431227275926,-122.387847258221
30022905,37.7303429363951,-122.382888987127
80385634,37.7633237012278,-122.482480961268
70786133,37.7684043083075,-122.417803355796
70656473,37.7956417032576,-122.431830723792
30854322,37.7336342023099,-122.391243431227
51114608,37.7784353333225,-122.419085788323
80769624,37.723616775737,-122.400784574257
130627378,37.7083109744591,-122.420084075242
40203258,37.7625486367596,-122.434063454657
91328546,37.7901578215257,-122.408787528948
31344499,37.7225737782029,-122.402604593195
80184351,37.7530101139167,-122.504330609817
81300689,37.7284655860704,-122.485021981047
100099519,37.7726007924601,-122.503608414707
120981639,37.7746516427371,-122.396356347158
130493373,37.7397324014632,-122.416394633801
120721479,37.7182308398461,-122.461228337084
40054324,37.7389321879707,-122.413940006365
71249069,37.789918101686,-122.406977563692
110362726,37.7668305229582,-122.430018655242
91247203,37.7849356789103,-122.462964132903
110601342,37.7608815949553,-122.421569323299
31446556,37.7205104070807,-122.405010507137
61061657,37.7998528145322,-122.436910088417
90405482,37.7645116894216,-122.40793674598
30959176,37.7519701925782,-122.435285893629
90840571,37.7830037964534,-122.412414263581
70562046,37.7542423608244,-122.476422775529
90902187,37.7127482228,-122.471246211159
100337115,37.7300929431861,-122.471882662208
81180306,37.775420706711,-122.403404791479
40087212,37.8050816627849,-122.409820680645
90721824,37.7501495078008,-122.41283040295
130967992,37.723616775737,-122.400784574257
120099339,37.7747600205915,-122.454636839495
110851600,37.7472622922066,-122.396010154384
100480162,37.7941447423704,-122.396421943768
31440263,37.772204193977,-122.437235589814
110311717,37.7387418394248,-122.389310644847
120199359,37.7112226803573,-122.455815337879
90255306,37.7773548145232,-122.501202614075
51030888,37.7321638759455,-122.421305348396
70689781,37.7371699446203,-122.389865610332
51055165,37.7113731748767,-122.407455872707
90733528,37.789434763004,-122.406958660602
31489205,37.7231288307053,-122.435977217004
130990874,37.7780533541929,-122.435879473355
60784006,37.7536737023903,-122.489322837068
21486421,37.775420706711,-122.403404791479
70287686,37.7649178909424,-122.421886357981
40265173,37.7122561827524,-122.417107986993
40888054,37.769591454386,-122.415577809815
110057319,37.7820729312029,-122.412224164736
90005101,37.7171734075622,-122.472570418291
40954514,37.7765642838427,-122.477505344747
80664165,37.722000312499,-122.433606605289
40185907,37.7277351549651,-122.393232869349
60858429,37.7943964025931,-122.426515938127
31492797,37.7163100911018,-122.442512045248
101163428,37.7582112427245,-122.426935654616
80945915,37.7602042590968,-122.393368348954
131021749,37.7901578215257,-122.408787528948
90166424,37.7859407304209,-122.418918390218
30970746,37.8056188797128,-122.413609602055
31448295,37.7634292328542,-122.419515708414
51150113,37.7853339640077,-122.424688703598
80745743,37.7621738188702,-122.466180771685
50167490,37.7826837258567,-122.42246725166
100895301,37.798999247001,-122.442649696374
90562822,37.7845681170336,-122.431206932079
40968935,37.7654460715882,-122.477309120541
80870055,37.7712286761869,-122.45224265737
80559710,37.7481188207029,-122.403538936234
90871899,37.7110023300609,-122.420529801066
90438615,37.745101531365,-122.392184416166
100257018,37.7593246859674,-122.509197574765
60087690,37.7352842415297,-122.391431786513
91093313,37.7481554692332,-122.458680189782
40724408,37.8031540280043,-122.425768655079
90162529,37.7888345695702,-122.426246092712
130262833,37.790761361966,-122.396211154038
40808610,37.7533607535245,-122.426479372762
80254227,37.775420706711,-122.403404791479
90962686,37.8064023494154,-122.43746321834
90824804,37.7636581557579,-122.416784837447
110880574,37.7627436601147,-122.421747650463
70675241,37.7875158741623,-122.407434989523
80285040,37.7321430775103,-122.406574570932
120338096,37.7661321731435,-122.401723696512
120448435,37.7296622595026,-122.374930939321
90133752,37.7280996602876,-122.390548002865
40700317,37.7243164693999,-122.458189948759
31429659,37.7140228183784,-122.471720962057
80207969,37.7256933575703,-122.452289660492
60876211,37.7842973843312,-122.410157073911
51012450,37.775420706711,-122.403404791479
90388866,37.7195719219714,-122.479750928414
50330932,37.7373529004232,-122.39352632602
