Description,Latitude,Longitude
100016660,37.7558320631383,-122.412199182895
100909388,37.7486923627437,-122.475015882985
80057833,37.7461648023142,-122.394051849811
110656789,37.7218388160354,-122.458183462747
81001774,37.7535286261938,-122.410072713581
50134530,37.7803810169384,-122.478305503225
80701632,37.7848656939526,-122.412784096502
50780321,37.7602340753651,-122.419208249515
80782717,37.7851670875517,-122.417903977564
70024579,37.769523314641,-122.446905860023
70853334,37.7315417593945,-122.448865497054
90396289,37.7390560775868,-122.416457891837
110292684,37.775420706711,-122.403404791479
100609481,37.775420706711,-122.403404791479
51191656,37.7252355695389,-122.402603565427
70017289,37.7744314187603,-122.404460192279
100631246,37.7912458280451,-122.447656988785
130020352,37.7798294192767,-122.402842748428
60825622,37.775420706711,-122.403404791479
60888937,37.7420041169835,-122.422286651689
50172966,37.7483769641531,-122.412601127917
91190618,37.7808779197338,-122.467489289466
120240087,37.7859963050476,-122.411328369311
80383393,37.7374570862058,-122.421089139711
130193307,37.7809706722053,-122.408710606663
130558795,37.775420706711,-122.403404791479
120163928,37.7481554692332,-122.458680189782
100249059,37.7767140704337,-122.403375484722
30174512,37.7323428387283,-122.422747461693
120839408,37.7461841911818,-122.419506076125
90964494,37.7975553049591,-122.435654173631
91005039,37.7256933575703,-122.452289660492
80402294,37.8024897590924,-122.423090882965
70536461,37.7369083672204,-122.426175414516
60402656,37.77294518675,-122.446726162102
110305221,37.7608878061194,-122.435002864298
130353090,37.7160788219966,-122.444562966415
80980193,37.7771214885462,-122.413681109495
80832306,37.7781776788035,-122.505088747736
51455850,37.7123623937181,-122.457559461122
70763987,37.7994880717633,-122.409017007613
120962902,37.7577519790062,-122.433592590102
131096770,37.773523978923,-122.414927187814
81161425,37.7500208205248,-122.392382346886
60325876,37.7626702770872,-122.435187699349
30463014,37.747761310356,-122.403564371009
80552037,37.7310310952757,-122.471796877153
51168990,37.732438865014,-122.405610268231
71004556,37.7503199630169,-122.480497600105
40450283,37.7322083102079,-122.4189687006
51301429,37.770109929822,-122.420010175617
40468189,37.766805384295,-122.417647884713
71272208,37.7213030940671,-122.395098403651
90290493,37.7806545051192,-122.472311439611
61228136,37.7564864109309,-122.406539115148
80169074,37.7149403430202,-122.437804110663
71185510,37.7300233378439,-122.461736679015
50454059,37.7324996437285,-122.38435769838
70955996,37.7214090925114,-122.393739160349
80510461,37.7247274082537,-122.394591456373
100404441,37.8006156213687,-122.410534621364
90150847,37.7594508146982,-122.463914535976
110981310,37.7427030847405,-122.387927387609
90413247,37.8096707013239,-122.365565425353
60137182,37.7382699515932,-122.500613907924
80674697,37.741879216711,-122.500874363355
50294980,37.791296451546,-122.407342228747
90326656,37.788178697075,-122.4168291485
70666096,37.7523735149599,-122.416268632715
30913520,37.7272326718873,-122.385684144766
30409955,37.7810193159964,-122.464281231868
90993932,37.7654382790058,-122.386890310937
70513265,37.775420706711,-122.403404791479
71169304,37.7252659069258,-122.462212868171
90656817,37.7488499001814,-122.421287377812
120020077,37.7627436601147,-122.421747650463
80477372,37.7346500723901,-122.402043655949
120593234,37.7827705350074,-122.467102254248
90376485,37.7832596543979,-122.402712593282
80132156,37.7087708670012,-122.461385518983
80362018,37.7914515276536,-122.402409383784
100414456,37.7728444410496,-122.47938499932
61135882,37.7866144613366,-122.406401668335
120132309,37.7535313317912,-122.492546957066
51168865,37.7200387987887,-122.454093465372
91300964,37.7837240254478,-122.414242955907
70574176,37.775420706711,-122.403404791479
70562563,37.7622901390437,-122.401327773783
80549482,37.7409029737082,-122.393118683606
51140982,37.7944725141146,-122.433278406761
80370340,37.7210571460375,-122.475222189932
20921668,37.775420706711,-122.403404791479
40083602,37.7859665657296,-122.441727283296
90726614,37.7851670875517,-122.417903977564
81318626,37.7748707258015,-122.446285631005
110211292,37.7634850137846,-122.434229003953
61342883,37.7900801103342,-122.439138418055
70473744,37.7535645746594,-122.395635436168
50920981,37.783310753974,-122.417530696987
90430508,37.7864362468146,-122.470045583685
60167571,37.7830998244592,-122.419183096362
70064315,37.7635138827396,-122.478191939982
120030941,37.7627436601147,-122.421747650463
70554231,37.7461958418021,-122.402334809604
60254316,37.775420706711,-122.403404791479
71023697,37.7900934803531,-122.416386784625
80869183,37.7230787059359,-122.452330120871
90376849,37.7839320277273,-122.412597377187
100529390,37.7422418542525,-122.425051202722
120869110,37.7409167766613,-122.502341018952
71122283,37.7830791191471,-122.393622739343
41095488,37.7845455354987,-122.42284079466
51245952,37.7424363113895,-122.489620429384
121013427,37.7172459880077,-122.440416226696
40248812,37.7481554692332,-122.458680189782
31312775,37.7570361132314,-122.418904204524
130575921,37.7427030847405,-122.387927387609
130493141,37.793892707831,-122.416294726566
80039182,37.7672442209616,-122.510225749052
80472548,37.7340561320083,-122.412398375843
81322451,37.7525050785758,-122.414089000708
31430537,37.7511533533934,-122.436299229784
91014256,37.7127850990589,-122.444570165424
60445991,37.7800332991006,-122.464279879446
91255331,37.7827931071006,-122.414056291891
60814534,37.7143615498756,-122.49206801734
110995612,37.7541451649403,-122.478613672878
110726780,37.7579683424839,-122.476684519586
100026380,37.7658283860792,-122.468582057766
110779046,37.7460993424887,-122.426893025867
100836117,37.7879269004511,-122.403246158601
80254744,37.7865786800068,-122.493115241992
110983021,37.7493979879214,-122.402063377785
40153829,37.7785045190689,-122.405618998029
81314856,37.7572927810101,-122.395771897062
130186512,37.7703425963634,-122.436851371158
101120490,37.7750252282436,-122.471372908785
40700000,37.7852842684089,-122.409499861114
51245225,37.7657522481631,-122.41754457181
90697338,37.7140912007906,-122.439959095946
71105938,37.716878646429,-122.38750147945
81286512,37.7691767476277,-122.433575097282
51103184,37.7840541857102,-122.442195536411
81278218,37.7575402960162,-122.410527061469
90650609,37.792262677181,-122.436204681076
50426791,37.7308550434585,-122.392074167915
30605078,37.7728606760001,-122.477766056666
120016167,37.7658427213372,-122.419814593811
110702495,37.778719262789,-122.414743835382
31385233,37.7429970144076,-122.421644478447
60310231,37.7424861950899,-122.405667305759
31398195,37.7346237083901,-122.475102006238
80229985,37.7844458856887,-122.459020034103
71202471,37.7985811020841,-122.401055856585
91257967,37.7256933575703,-122.452289660492
90942230,37.8007809996037,-122.398861971113
51331266,37.8083698161391,-122.415010032996
70534283,37.7985083480435,-122.409791662293
130782621,37.7827419623926,-122.414900544562
90416241,37.749011420716,-122.397037166347
40673231,37.7845681170112,-122.431206932052
70134009,37.7863134096902,-122.472627875797
60923555,37.7989675414767,-122.411836276932
80391261,37.7532172678798,-122.41531378821
120356662,37.7494643478883,-122.403227460926
60590869,37.7892746075044,-122.448990324853
71157741,37.7882933915158,-122.408403859899
40125442,37.765605863875,-122.410488829316
130179818,37.7341094043804,-122.48615025609
61271191,37.775420706711,-122.403404791479
60641860,37.7774566611807,-122.41316085097
100661691,37.7481554692332,-122.458680189782
100219591,37.775420706711,-122.403404791479
81000920,37.7859963050476,-122.411328369311
90895720,37.75248687189,-122.393621427055
70942636,37.7406453825271,-122.423946280365
60035473,37.7632996945938,-122.421733767763
71030482,37.7968499929458,-122.43368578884
90868410,37.7786591541508,-122.416583456133
50250807,37.7949725872821,-122.433305174108
90056552,37.7843478513151,-122.409313111431
110395012,37.739566960911,-122.406979507963
71196620,37.7467755179049,-122.419123525573
91168518,37.7523804321142,-122.442523967135
90694209,37.7941447423704,-122.396421943768
90055554,37.7223968846446,-122.430027269565
100625186,37.7621307247611,-122.421550176461
120844758,37.7866144613366,-122.406401668335
40090522,37.7142802754298,-122.466196824714
41029669,37.7963478739213,-122.396962385554
120064100,37.7610901240738,-122.418124262331
80490073,37.7755869804931,-122.498926471415
30091972,37.7412994875354,-122.493770937819
130680586,37.7788348205682,-122.395985970867
70386686,37.773037747039,-122.430630284155
90948404,37.7602626969135,-122.467123217732
80308670,37.7737213634177,-122.424829503585
61373468,37.7337895392008,-122.393905920992
90359920,37.7845943285477,-122.42201624387
61278987,37.7790847945008,-122.442881214986
90930768,37.7708917848848,-122.489804747862
80519366,37.7558914956318,-122.441189937329
30548268,37.7800745746105,-122.42025048261
120623734,37.7579683424839,-122.476684519586
130467061,37.7474613296187,-122.502869788183
130863550,37.7800478529923,-122.431979576386
100590454,37.7614251137761,-122.439414596639
111017423,37.7329162539537,-122.416446124049
81070020,37.7644036412279,-122.500828300284
90163652,37.7626474750901,-122.499105504086
30998839,37.7175010456614,-122.472389041033
71306120,37.7371315116314,-122.406674805127
101053261,37.7430505534925,-122.475644251197
71102194,37.755409619855,-122.469447555592
80023395,37.7640368477306,-122.466309668238
40788272,37.7761593097439,-122.421149407721
120104530,37.7808272386294,-122.47126720363
100042308,37.7419262861403,-122.403259230009
31399068,37.7525050785803,-122.414089000716
50840260,37.7822500873167,-122.411268613368
130559351,37.775420706711,-122.403404791479
60027088,37.7714049987194,-122.414527599691
60822634,37.751987040935,-122.408983439759
40154786,37.7483538788784,-122.408706424996
81282645,37.7832909416362,-122.432706975892
90870073,37.7697977168831,-122.448578484966
71047380,37.7914943051906,-122.420874632415
71178684,37.7815668300024,-122.40805253847
70752902,37.7648319521443,-122.422388599852
31263861,37.7239983809291,-122.485073656914
81056058,37.8035160637942,-122.430048417662
130182899,37.7882933915158,-122.408403859899
91089196,37.7720182186828,-122.420755115779
50280688,37.7941418919879,-122.421406974029
70993758,37.7256933575703,-122.452289660492
80155073,37.7256933575703,-122.452289660492
80718217,37.7860677021529,-122.392940948663
100304948,37.752356841294,-122.406207709177
71207948,37.8066567824467,-122.420564122317
60906335,37.7600697106567,-122.434994783089
70613611,37.7375861125753,-122.389863706193
60533364,37.798999247001,-122.442649696374
30793059,37.775420706711,-122.403404791479
51076826,37.755899806479,-122.473442619825
90956253,37.7718760580638,-122.447314537469
80525266,37.7224336236684,-122.395622324587
120332656,37.7481664083985,-122.418221946229
71019765,37.7793537315707,-122.433597792607
41326750,37.7126229340378,-122.444742271009
40605745,37.7758015943688,-122.446472678978
130301522,37.736338694167,-122.499410790491
110795111,37.7764872665748,-122.407614885996
100357602,37.7901369332574,-122.453327306696
50493803,37.7844788538516,-122.404270179493
61295577,37.739566960911,-122.406979507963
51016264,37.8016356542782,-122.411180707476
120176783,37.7486451165898,-122.476031718561
31031903,37.7733492928068,-122.466950716131
70718471,37.774307949423,-122.458372853609
30366399,37.775420706711,-122.403404791479
71147708,37.789618819255,-122.42049728879
100053888,37.7800332991006,-122.464279879446
90761739,37.7469781026521,-122.399174828644
60533756,37.7310310952757,-122.471796877153
80998613,37.775420706711,-122.403404791479
130915656,37.7695914543814,-122.415577809808
80735863,37.7660754132449,-122.402687653213
50839445,37.7702586207477,-122.452917923695
110870791,37.7657184395282,-122.409529913278
30126660,37.7845705992971,-122.469909562394
40877530,37.7657184395282,-122.409529913278
70105094,37.7236722032412,-122.455136571438
51337236,37.7626702770923,-122.435187699322
110769702,37.7281042223657,-122.402210107735
120355686,37.7491100050973,-122.405096871916
80400771,37.7134199228682,-122.469387887472
91095187,37.7856843389472,-122.421395819115
31425146,37.7262358305047,-122.43362342172
110788241,37.778719262789,-122.414743835382
100301198,37.724532960995,-122.459212410375
120792458,37.7666737551835,-122.419827929961
50158596,37.7654480180311,-122.413107622701
50284953,37.7285441115548,-122.428208632885
41343334,37.7365348088988,-122.397081951779
80650700,37.7809039696758,-122.411979487494
90011772,37.7240376461441,-122.402109488937
60779320,37.7650501214668,-122.419671780296
100901453,37.7931773025837,-122.407729769991
80983692,37.7803326972451,-122.47938403981
31179268,37.7794031266946,-122.432778669156
50750158,37.7339497680852,-122.489713969124
40830378,37.7811196378597,-122.464840134534
70987494,37.7106377857099,-122.415461474153
100783950,37.7848922999476,-122.482867010042
110678266,37.7774892652621,-122.433220475299
30805159,37.8062407565503,-122.418784208916
91056866,37.7777992290419,-122.400302421513
80817245,37.7142832798437,-122.443056240053
90739065,37.7922359683878,-122.400370448451
60563258,37.7852153590471,-122.417085357424
130992927,37.7413311950559,-122.472350392335
41244033,37.7670705967209,-122.387174396438
80716302,37.7743371994009,-122.428388956563
31419707,37.7593253079339,-122.38639760713
90659833,37.7209451616295,-122.478278206332
31421871,37.7557647906388,-122.413297660816
80220319,37.7447254713657,-122.420526309078
60123335,37.7295950708457,-122.493468495006
130335327,37.7863587808386,-122.415632654294
110044770,37.7224336236684,-122.395622324587
60579415,37.7798392009729,-122.490096386112
30435596,37.7355926106176,-122.390416955517
70962399,37.7642601247443,-122.38985586088
91179026,37.7641937790242,-122.433075152403
70675815,37.775420706711,-122.403404791479
70951659,37.7918399128217,-122.436048298861
81287576,37.7256933575703,-122.452289660492
60961301,37.7612577113414,-122.428355366652
71034741,37.8020497994823,-122.441559373659
60879390,37.7564864109309,-122.406539115148
61296183,37.7641937790242,-122.433075152403
110038115,37.7827317884887,-122.406481972743
130814133,37.7889945828958,-122.42542392928
90644298,37.7256933575703,-122.452289660492
60347808,37.7641020287178,-122.435318423327
90719722,37.7367126281115,-122.377405509273
80595338,37.752827655129,-122.508432367694
110490167,37.72475609595,-122.394722845179
120888295,37.7651107322703,-122.432198022433
120310674,37.7604929243617,-122.388559411328
31469843,37.7226161363136,-122.434764286692
60287408,37.7658000842584,-122.449958075249
100672080,37.7652491154383,-122.416389710283
130234741,37.7406739267245,-122.465490774809
91217814,37.7387316092523,-122.446180926583
90192065,37.7774796643407,-122.458598380261
30371821,37.7768820934789,-122.422981546632
71309403,37.775420706711,-122.403404791479
110468443,37.7657827544276,-122.407538332319
81175937,37.7814832523537,-122.420691386664
110676652,37.7371077136972,-122.388093075134
91293472,37.7481554692332,-122.458680189782
100115325,37.775420706711,-122.403404791479
40558122,37.7287297938629,-122.431295002937
70395966,37.7336342023099,-122.391243431227
70742884,37.7725405391593,-122.466204667893
110760744,37.714242338502,-122.463958201329
60150407,37.779891233614,-122.421893134467
100742611,37.8025735991651,-122.40038746482
30650277,37.7802790505429,-122.480452050161
40034263,37.775420706711,-122.403404791479
61201455,37.7946478828923,-122.404904447841
130654547,37.7978641744394,-122.406669739951
70157813,37.769411384942,-122.410932750782
30190518,37.7744343433809,-122.484324459403
61294290,37.775420706711,-122.403404791479
71198002,37.7140782114827,-122.456059905884
80324206,37.7768524456318,-122.453189923892
100171725,37.7864856977657,-122.411354159199
70497409,37.7129741888238,-122.432915388475
120642057,37.751707039916,-122.439638035237
120701744,37.7445902964189,-122.39950033566
80120640,37.7256933575703,-122.452289660492
130459422,37.7327468916111,-122.386281350159
60699916,37.775420706711,-122.403404791479
120673983,37.7154728757373,-122.441686062166
30370607,37.7303819548591,-122.429801668764
91043625,37.7481554692332,-122.458680189782
100086798,37.7725405391593,-122.466204667893
130887049,37.7848053746211,-122.413631253258
70931203,37.7853100311337,-122.426382820826
40671019,37.7859963050247,-122.411328369318
71282912,37.7425470922372,-122.485878137473
130801958,37.8080122538321,-122.417448570419
30043638,37.7641020287229,-122.435318423301
71161093,37.775420706711,-122.403404791479
90514221,37.7731370564457,-122.471762293486
70873069,37.7777002216831,-122.431578618623
91140419,37.7649178909424,-122.421886357981
100147685,37.7337690629635,-122.49663459856
60535592,37.7551051184234,-122.424289602669
60850685,37.7307881195475,-122.428391365512
70574853,37.7416713934066,-122.506864755163
90458340,37.7759612670837,-122.445652525154
31317349,37.7669037251961,-122.389103032855
100609754,37.7511499366851,-122.422918805814
40533497,37.7803821307757,-122.481003317121
120683744,37.8066171530971,-122.40556507281
70969975,37.7875158741623,-122.407434989523
130294002,37.775420706711,-122.403404791479
91175529,37.7485889485524,-122.418163204335
110178090,37.713430704116,-122.403252361212
50987282,37.7481554692332,-122.458680189782
41422035,37.7708946575816,-122.414998913188
40185402,37.7227847395582,-122.430832740053
40482474,37.7843533426344,-122.432914603466
80578005,37.7118176990294,-122.466205823663
70233297,37.7186724826951,-122.448303520335
90234322,37.7866578655141,-122.485283492798
61100073,37.7178706222508,-122.438385717877
130445330,37.7413830063245,-122.471224083435
71077945,37.7393393496188,-122.4020272865
80357768,37.7525050785758,-122.414089000708
110932125,37.7178890796259,-122.422472009162
90810574,37.7916902259131,-122.404223195649
51266992,37.754859882847,-122.396716088152
110611404,37.7800356268394,-122.409795194505
60161175,37.7520744105877,-122.421142428897
80002775,37.7552854398529,-122.442400038837
70510443,37.7729953727174,-122.445904271169
40152047,37.775420706711,-122.403404791479
120093585,37.7838066631424,-122.409129633669
90548383,37.7564864109309,-122.406539115148
60078439,37.7427030847405,-122.387927387609
130946071,37.7770259271797,-122.412620258006
40008923,37.7566903372798,-122.505665082728
120666922,37.7800332991006,-122.464279879446
71006392,37.7717157193406,-122.423619488896
120758579,37.7283272767993,-122.467737439144
80753451,37.7734744540003,-122.504150711413
80014617,37.7517273844659,-122.48973839543
90669569,37.7617007179518,-122.42158168137
100720899,37.7612944300102,-122.406991322127
120964328,37.7811328608446,-122.40529891114
41197335,37.7882799630246,-122.423598600861
150001097,37.7591673695367,-122.396100402003
151006696,37.7348003995543,-122.474490986467
151015910,37.7490413093633,-122.418137290501
151034299,37.7648666651043,-122.423637302048
151043397,37.7107332124,-122.418770479936
151078623,37.7250650064437,-122.405750990595
151086284,37.7745659838451,-122.441110854133
151086397,37.7388551620145,-122.427428110382
151105743,37.8022789218117,-122.424733311866
151109018,37.775420706711,-122.403404791479
151110087,37.792537817505,-122.394064715984
151111881,37.7677678622499,-122.453326877728
151113655,37.7724556440219,-122.416305723264
150827116,37.7481554692332,-122.458680189782
150830658,37.7614759654451,-122.502846256289
150833969,37.7932572003309,-122.396305356237
150839995,37.7870372043685,-122.41827417166
150844869,37.7740418385041,-122.414370627495
150865514,37.7630501118925,-122.388742066283
150878783,37.7209451195999,-122.460290505803
150889263,37.7725405391593,-122.466204667893
150901384,37.7446799417931,-122.481180963255
150959361,37.787245037815,-122.416642370005
150969570,37.7785045190918,-122.405618998022
150985037,37.7422229731464,-122.49444031319
150989960,37.775420706711,-122.403404791479
150643229,37.734623708357,-122.475102006298
150979892,37.760355128289,-122.401205610338
