Point X,Point Y,Tree Height
-122.478799,37.754251,15
-122.481701,37.754136,15
-122.482743,37.754082,15
-122.50265,37.758409,15
-122.503492,37.757243,15
-122.495437,37.758166,15
-122.504093,37.756686,15
-122.49108,37.74247,15
-122.492779,37.742558,15
-122.491581,37.740677,15
-122.491586,37.740725,15
-122.486482,37.740791,15
-122.504082,37.736115,15
-122.503219,37.735734,15
-122.50413,37.735694,15
-122.505546,37.743693,15
-122.498907,37.747727,15
-122.499249,37.747712,15
-122.499335,37.747707,15
-122.494494,37.740876,15
-122.493996,37.737522,15
-122.480247,37.739195,15
-122.482861,37.742655,15
-122.478643,37.755582,15
-122.484095,37.754316,15
-122.498265,37.757241,15
-122.480298,37.763794,15
-122.494355,37.745639,15
-122.480857,37.7652,15
-122.483659,37.763459,15
-122.494239,37.763321,15
-122.482031,37.740189,15
-122.486749,37.761602,15
-122.488592,37.75963,15
-122.476087,37.744836,15
-122.498273,37.764429,15
-122.486833,37.755738,15
-122.487339,37.75673,15
-122.486736,37.757461,15
-122.498927,37.753513,15
-122.499162,37.754649,15
-122.499109,37.753886,15
-122.506079,37.748364,15
-122.498002,37.736564,15
-122.483591,37.764685,15
-122.492165,37.764423,15
-122.494443,37.76407,15
-122.488457,37.744438,15
-122.490852,37.743311,15
-122.49296,37.74274,15
-122.487544,37.740749,15
-122.478811,37.742576,15
-122.485266,37.740295,15
-122.487406,37.740208,15
-122.477661,37.741447,15
-122.477529,37.741032,15
-122.491522,37.739827,15
-122.501208,37.755296,15
-122.501231,37.755674,15
-122.496843,37.754378,15
-122.483093,37.746545,15
-122.483146,37.746536,15
-122.483343,37.74572,15
-122.477186,37.743078,15
-122.47716,37.742902,15
-122.487163,37.754564,15
-122.477531,37.752562,15
-122.492378,37.736678,15
-122.482193,37.752211,15
-122.476843,37.750412,15
-122.478389,37.74936,15
-122.481771,37.73875,15
-122.485282,37.740575,15
-122.485269,37.740393,15
-122.485234,37.739886,15
-122.491973,37.759455,15
-122.491972,37.759411,15
-122.487809,37.757559,15
-122.482079,37.756335,15
-122.482994,37.756082,15
-122.483232,37.757368,15
-122.503846,37.760008,15
-122.492312,37.7642,15
-122.495567,37.762531,15
-122.495621,37.76438,15
-122.490168,37.740465,15
-122.480926,37.748362,15
-122.480561,37.748374,15
-122.480482,37.748377,15
-122.497486,37.761449,15
-122.501504,37.759611,15
-122.485618,37.762969,15
-122.48332,37.760853,15
-122.4548196,37.77969666,15
-122.4488839,37.7758844,15
-122.4482392,37.7785816,15
-122.4482001,37.77607097,15
-122.4493825,37.78089573,15
-122.4481097,37.77956751,15
-122.4513609,37.78047395,15
-122.4506149,37.78056996,15
-122.4499777,37.78065673,15
-122.4789282,37.78050392,15
-122.4489331,37.78189041,15
-122.4499759,37.78179276,15
-122.4544966,37.77814861,15
-122.4745764,37.78069757,15
-122.4502981,37.78195058,15
-122.4757676,37.78036862,15
-122.4780193,37.78026366,15
-122.480902,37.78041169,15
-122.4538144,37.7803966,15
-122.4518123,37.77511732,15
-122.4517396,37.77512992,15
-122.4516609,37.77513882,15
-122.4553048,37.77861721,15
-122.455291,37.77854784,15
-122.4486822,37.78215021,15
-122.4546659,37.77897131,15
-122.485641,37.77991271,15
-122.4866425,37.78014596,15
-122.4870692,37.78012772,15
-122.4544626,37.77867999,15
-122.4545666,37.77849327,15
-122.4549075,37.77631081,15
-122.4549611,37.7765631,15
-122.4550373,37.77693294,15
-122.4551132,37.77729186,15
-122.4551309,37.77738726,15
-122.4490466,37.77610911,15
-122.4513595,37.77744788,15
-122.499505,37.761861,15
-122.49726,37.75823,15
-122.50677,37.757979,15
-122.48254,37.765033,15
-122.48262,37.764047,15
-122.486743,37.763833,15
-122.486757,37.763964,15
-122.486882,37.763349,15
-122.48997,37.763878,15
-122.494113,37.761506,15
-122.494152,37.759885,15
-122.494573,37.758989,15
-122.48222,37.760452,15
-122.486498,37.760063,15
-122.486688,37.760752,15
-122.499818,37.750817,15
-122.499468,37.751261,15
-122.499136,37.751272,15
-122.498408,37.751329,15
-122.497298,37.751354,15
-122.489857,37.734724,15
-122.477885,37.755965,15
-122.491663,37.754939,15
-122.491707,37.757764,15
-122.491906,37.760583,15
-122.491932,37.758836,15
-122.48638,37.758329,15
-122.48638,37.758409,15
-122.495106,37.756325,15
-122.486429,37.759094,15
-122.485436,37.758091,15
-122.486299,37.757211,15
-122.490566,37.756789,15
-122.481826,37.744733,15
-122.502959,37.735629,15
-122.485673,37.746133,15
-122.480314,37.744651,15
-122.478841,37.743077,15
-122.481933,37.741119,15
-122.482188,37.742456,15
-122.490458,37.735439,15
-122.486018,37.753478,15
-122.486176,37.753419,15
-122.488269,37.739419,15
-122.484881,37.752491,15
-122.484909,37.753029,15
-122.484928,37.753298,15
-122.482051,37.740437,15
-122.488562,37.737644,15
-122.492528,37.736645,15
-122.509092,37.760484,15
-122.506398,37.762202,15
-122.507878,37.764007,15
-122.504983,37.763162,15
-122.497673,37.762582,15
-122.500705,37.761251,15
-122.502818,37.760777,15
-122.504996,37.761218,15
-122.502679,37.758887,15
-122.502548,37.759115,15
-122.501428,37.760539,15
-122.502428,37.757398,15
-122.477704,37.742079,15
-122.490018,37.762264,15
-122.485259,37.76143,15
-122.498773,37.743996,15
-122.499707,37.749297,15
-122.485347,37.759,15
-122.480061,37.758268,15
-122.47844,37.748473,15
-122.50577,37.743741,15
-122.503141,37.747536,15
-122.506078,37.745833,15
-122.507414,37.747346,15
-122.507162,37.748202,15
-122.507197,37.748748,15
-122.507203,37.748844,15
-122.504061,37.74791,15
-122.507484,37.750757,15
-122.507478,37.75056,15
-122.478332,37.754085,15
-122.477015,37.748692,15
-122.477111,37.748995,15
-122.484691,37.740867,15
-122.4833,37.740935,15
-122.476825,37.741219,15
-122.476636,37.742409,15
-122.476698,37.739355,15
-122.496032,37.740579,15
-122.504437,37.741703,15
-122.498139,37.740045,15
-122.498077,37.739182,15
-122.50046,37.738105,15
-122.498988,37.739142,15
-122.499016,37.739458,15
-122.499442,37.743301,15
-122.500519,37.743083,15
-122.500143,37.737961,15
-122.499892,37.736631,15
-122.499931,37.737053,15
-122.483652,37.754044,15
-122.502644,37.758351,15
-122.506365,37.756743,15
-122.506779,37.758181,15
-122.507944,37.757407,15
-122.508795,37.756253,15
-122.506742,37.755496,15
-122.506738,37.75546,15
-122.49285,37.74356,15
-122.491441,37.740569,15
-122.499943,37.737215,15
-122.499958,37.737508,15
-122.495572,37.749069,15
-122.497365,37.746517,15
-122.498985,37.747723,15
-122.505598,37.745557,15
-122.505657,37.745554,15
-122.494671,37.740117,15
-122.494563,37.740054,15
-122.493839,37.735286,15
-122.48531,37.743213,15
-122.488018,37.764215,15
-122.488879,37.761497,15
-122.488873,37.761382,15
-122.477926,37.758293,15
-122.483499,37.747943,15
-122.495436,37.760425,15
-122.487352,37.756894,15
-122.48692,37.75745,15
-122.486691,37.757462,15
-122.478282,37.74115,15
-122.478571,37.741137,15
-122.499093,37.753689,15
-122.499997,37.75342,15
-122.487983,37.763887,15
-122.49428,37.763863,15
-122.491732,37.75592,15
-122.488529,37.744438,15
-122.488628,37.744498,15
-122.485354,37.741609,15
-122.492883,37.736973,15
-122.477874,37.742127,15
-122.47746,37.741032,15
-122.477394,37.741034,15
-122.476622,37.742183,15
-122.47663,37.742241,15
-122.47678,37.741714,15
-122.498259,37.741722,15
-122.492625,37.740249,15
-122.491584,37.737695,15
-122.49337,37.735212,15
-122.493411,37.735766,15
-122.501242,37.755794,15
-122.501026,37.756827,15
-122.495702,37.7575,15
-122.475624,37.740007,15
-122.477764,37.755675,15
-122.481146,37.745098,15
-122.481155,37.745257,15
-122.481167,37.745378,15
-122.483318,37.745449,15
-122.486516,37.745105,15
-122.477589,37.752415,15
-122.491005,37.751819,15
-122.476766,37.75229,15
-122.483295,37.758287,15
-122.482978,37.757626,15
-122.482889,37.757628,15
-122.48349,37.747869,15
-122.50472,37.757293,15
-122.506802,37.756339,15
-122.495644,37.764182,15
-122.495589,37.764294,15
-122.493868,37.739048,15
-122.494428,37.745423,15
-122.494624,37.741106,15
-122.494534,37.739521,15
-122.496068,37.762035,15
-122.4907,37.74345,15
-122.490225,37.740463,15
-122.485701,37.764272,15
-122.494214,37.764609,15
-122.483327,37.760928,15
-122.485471,37.760824,15
-122.495387,37.752401,15
-122.495433,37.752386,15
-122.4551281,37.78100138,15
-122.4549067,37.77756014,15
-122.452099,37.78055144,15
-122.4521902,37.78054342,15
-122.453685,37.77572337,15
-122.452355,37.78168878,15
-122.4788371,37.78050545,15
-122.4800118,37.78045471,15
-122.4843287,37.78025725,15
-122.4859898,37.78017538,15
-122.4549246,37.77772852,15
-122.4520055,37.78147006,15
-122.4736003,37.78074247,15
-122.4768501,37.78031428,15
-122.4785584,37.78024353,15
-122.4785026,37.78052583,15
-122.4472125,37.7777143,15
-122.4483502,37.77622487,15
-122.501777,37.76349,15
-122.504759,37.760025,15
-122.499978,37.75687,15
-122.482458,37.763955,15
-122.497127,37.758474,15
-122.504634,37.758178,15
-122.482642,37.764467,15
-122.486781,37.764246,15
-122.48683,37.762787,15
-122.486823,37.762745,15
-122.494535,37.758989,15
-122.494076,37.75876,15
-122.482413,37.761041,15
-122.4867,37.760938,15
-122.494932,37.7578,15
-122.499557,37.751257,15
-122.499384,37.751269,15
-122.499313,37.751271,15
-122.498618,37.751297,15
-122.498565,37.75133,15
-122.497596,37.75135,15
-122.496561,37.751393,15
-122.491331,37.734428,15
-122.493604,37.754296,15
-122.490946,37.760166,15
-122.491856,37.759856,15
-122.492947,37.757909,15
-122.491721,37.759113,15
-122.491533,37.75912,15
-122.478077,37.747266,15
-122.492988,37.745341,15
-122.481142,37.758354,15
-122.480787,37.756022,15
-122.489407,37.755752,15
-122.484585,37.746024,15
-122.490807,37.744917,15
-122.487921,37.744315,15
-122.479574,37.744681,15
-122.478656,37.744722,15
-122.478406,37.744734,15
-122.482125,37.74377,15
-122.482161,37.74431,15
-122.482313,37.744157,15
-122.479751,37.740546,15
-122.480626,37.73772,15
-122.479346,37.73473,15
-122.479746,37.738239,15
-122.493606,37.75437,15
-122.484863,37.752216,15
-122.484914,37.753097,15
-122.484927,37.753229,15
-122.485137,37.753718,15
-122.485102,37.753341,15
-122.505187,37.76392,15
-122.497741,37.762582,15
-122.502687,37.758947,15
-122.503436,37.758743,15
-122.499404,37.757047,15
-122.499834,37.757027,15
-122.502473,37.75803,15
-122.502486,37.758269,15
-122.502494,37.758314,15
-122.487423,37.763186,15
-122.502547,37.741645,15
-122.504352,37.736668,15
-122.498017,37.747763,15
-122.499607,37.747828,15
-122.499661,37.748694,15
-122.499669,37.748757,15
-122.49967,37.748815,15
-122.488691,37.761046,15
-122.493913,37.758613,15
-122.490817,37.758243,15
-122.481721,37.755961,15
-122.483859,37.744639,15
-122.507483,37.7507,15
-122.507474,37.750489,15
-122.507395,37.749517,15
-122.479459,37.754014,15
-122.4788,37.754051,15
-122.477111,37.748939,15
-122.48454,37.740876,15
-122.498763,37.740095,15
-122.503594,37.739876,15
-122.504277,37.741706,15
-122.49811,37.739718,15
-122.499887,37.736563,15
-122.492219,37.753663,15
-122.494502,37.753562,15
-122.502783,37.758623,15
-122.508889,37.757624,15
-122.50764,37.755148,15
-122.483407,37.742801,15
-122.491576,37.740619,15
-122.499964,37.737568,15
-122.499983,37.737859,15
-122.503454,37.736145,15
-122.503242,37.736058,15
-122.495466,37.747834,15
-122.495439,37.747515,15
-122.495427,37.74601,15
-122.486453,37.742003,15
-122.484101,37.754459,15
-122.478438,37.750249,15
-122.494229,37.735757,15
-122.48376,37.76335,15
-122.49017,37.764383,15
-122.477949,37.758534,15
-122.481339,37.747877,15
-122.480785,37.748364,15
-122.49821,37.764433,15
-122.488686,37.760883,15
-122.486452,37.757271,15
-122.487267,37.755771,15
-122.496067,37.753492,15
-122.498917,37.753403,15
-122.502424,37.73958,15
-122.498278,37.736551,15
-122.490399,37.739102,15
-122.501935,37.763634,15
-122.497042,37.757263,15
-122.483721,37.764401,15
-122.486734,37.763718,15
-122.486765,37.764117,15
-122.486925,37.763898,15
-122.487988,37.763849,15
-122.487958,37.763576,15
-122.481124,37.760258,15
-122.492998,37.758714,15
-122.492863,37.741377,15
-122.492532,37.754311,15
-122.485501,37.743665,15
-122.489632,37.743578,15
-122.486986,37.749768,15
-122.492868,37.743734,15
-122.47869,37.740822,15
-122.488439,37.739675,15
-122.492774,37.737019,15
-122.492375,37.736611,15
-122.492437,37.737527,15
-122.477875,37.742187,15
-122.476781,37.74177,15
-122.498259,37.741808,15
-122.498256,37.741763,15
-122.49336,37.735034,15
-122.499783,37.756884,15
-122.485143,37.740922,15
-122.481824,37.755035,15
-122.483311,37.745307,15
-122.485644,37.745804,15
-122.485632,37.745655,15
-122.477013,37.742908,15
-122.482166,37.744384,15
-122.483318,37.743229,15
-122.488456,37.739945,15
-122.491163,37.751813,15
-122.491291,37.751848,15
-122.478295,37.750554,15
-122.477794,37.752249,15
-122.476596,37.752296,15
-122.483083,37.739848,15
-122.492102,37.75924,15
-122.483295,37.758423,15
-122.482137,37.757089,15
-122.485288,37.756122,15
-122.504725,37.759429,15
-122.503819,37.761957,15
-122.486525,37.760508,15
-122.48668,37.760631,15
-122.506842,37.756947,15
-122.493951,37.73947,15
-122.494755,37.742041,15
-122.49466,37.741045,15
-122.507295,37.763335,15
-122.503632,37.757101,15
-122.485678,37.763956,15
-122.485467,37.760727,15
-122.49564,37.75387,15
-122.4488798,37.77585319,15
-122.4545231,37.77826438,15
-122.4482604,37.77636839,15
-122.4484057,37.77855684,15
-122.4560203,37.78125617,15
-122.4488985,37.78015054,15
-122.4489476,37.78195339,15
-122.4489657,37.78134605,15
-122.4489893,37.77990335,15
-122.4544191,37.77840648,15
-122.4834633,37.78001432,15
-122.4517678,37.78176171,15
-122.4557757,37.78126395,15
-122.4756988,37.78036829,15
-122.4829463,37.78004052,15
-122.4850989,37.78021664,15
-122.4863191,37.78016062,15
-122.4546054,37.77934602,15
-122.4554412,37.77928775,15
-122.4520165,37.78153402,15
-122.4757268,37.78051404,15
-122.4871405,37.77999569,15
-122.4513255,37.77729254,15
-122.4525613,37.78049265,15
-122.4205791,37.76344328,15
-122.506927,37.758119,15
-122.505642,37.755059,15
-122.501359,37.755343,15
-122.485704,37.764327,15
-122.486967,37.764646,15
-122.489968,37.76378,15
-122.49213,37.763895,15
-122.492135,37.764015,15
-122.489824,37.761602,15
-122.486837,37.762863,15
-122.494494,37.758995,15
-122.482505,37.762502,15
-122.482475,37.762006,15
-122.482304,37.761682,15
-122.494,37.757715,15
-122.499043,37.751282,15
-122.498165,37.751338,15
-122.497386,37.75135,15
-122.497167,37.75136,15
-122.496323,37.751403,15
-122.49134,37.734506,15
-122.489802,37.734728,15
-122.489968,37.734802,15
-122.490882,37.734755,15
-122.491682,37.757516,15
-122.491731,37.758194,15
-122.491931,37.758796,15
-122.48743,37.758099,15
-122.486399,37.758628,15
-122.482042,37.757892,15
-122.480058,37.758152,15
-122.486295,37.757293,15
-122.488566,37.75672,15
-122.482845,37.746408,15
-122.48443,37.745844,15
-122.484584,37.745931,15
-122.485655,37.74594,15
-122.487259,37.74449,15
-122.47856,37.744723,15
-122.482244,37.743275,15
-122.481973,37.741616,15
-122.482145,37.741775,15
-122.482098,37.741236,15
-122.479815,37.74161,15
-122.484942,37.753511,15
-122.485116,37.753545,15
-122.485115,37.753484,15
-122.487068,37.752942,15
-122.48906,37.750802,15
-122.488077,37.749615,15
-122.482067,37.740646,15
-122.482043,37.740325,15
-122.489506,37.739564,15
-122.504911,37.762151,15
-122.508973,37.758774,15
-122.502915,37.762186,15
-122.502424,37.757354,15
-122.47768,37.741803,15
-122.477707,37.742117,15
-122.493254,37.764511,15
-122.499466,37.743626,15
-122.498263,37.747752,15
-122.498414,37.747742,15
-122.499624,37.748095,15
-122.499699,37.749173,15
-122.48321,37.759267,15
-122.47892,37.757301,15
-122.478917,37.75727,15
-122.481796,37.755962,15
-122.493753,37.756208,15
-122.492022,37.744719,15
-122.506189,37.745529,15
-122.506124,37.746477,15
-122.506432,37.747234,15
-122.507139,37.747991,15
-122.506207,37.747586,15
-122.503606,37.751102,15
-122.507481,37.750607,15
-122.507525,37.751339,15
-122.490116,37.753549,15
-122.49261,37.753304,15
-122.494075,37.749805,15
-122.503654,37.739874,15
-122.499046,37.739856,15
-122.4999,37.736755,15
-122.477021,37.754308,15
-122.478884,37.754253,15
-122.502656,37.758562,15
-122.508882,37.757448,15
-122.50892,37.758041,15
-122.502196,37.756776,15
-122.501434,37.756381,15
-122.493023,37.743702,15
-122.493029,37.743625,15
-122.49284,37.743452,15
-122.491586,37.740796,15
-122.491592,37.740844,15
-122.485718,37.740824,15
-122.501374,37.742397,15
-122.50389,37.736126,15
-122.505798,37.741969,15
-122.501982,37.743851,15
-122.495388,37.746684,15
-122.494601,37.740053,15
-122.482993,37.742653,15
-122.489955,37.742339,15
-122.488589,37.759579,15
-122.481502,37.747989,15
-122.480662,37.74837,15
-122.484405,37.745567,15
-122.493818,37.738987,15
-122.486439,37.757102,15
-122.486425,37.756937,15
-122.486403,37.75576,15
-122.498967,37.754049,15
-122.499157,37.754586,15
-122.4991,37.753804,15
-122.498061,37.736561,15
-122.487986,37.76378,15
-122.48797,37.763639,15
-122.494286,37.761849,15
-122.492959,37.758135,15
-122.488389,37.744445,15
-122.492523,37.754244,15
-122.486446,37.744123,15
-122.486037,37.751404,15
-122.485868,37.748794,15
-122.48281,37.738228,15
-122.47786,37.742092,15
-122.477572,37.741026,15
-122.476629,37.742145,15
-122.476788,37.741939,15
-122.493392,37.735555,15
-122.501202,37.755234,15
-122.490545,37.74124,15
-122.480958,37.742499,15
-122.479478,37.741099,15
-122.476841,37.742817,15
-122.496257,37.740355,15
-122.484175,37.755334,15
-122.483277,37.744795,15
-122.483456,37.745299,15
-122.485655,37.745849,15
-122.486514,37.745032,15
-122.478195,37.742858,15
-122.479519,37.752566,15
-122.49105,37.751815,15
-122.476846,37.752285,15
-122.478865,37.739253,15
-122.479041,37.739245,15
-122.483094,37.739915,15
-122.483077,37.73978,15
-122.48848,37.757993,15
-122.48778,37.757558,15
-122.485468,37.758682,15
-122.483158,37.758443,15
-122.482804,37.759504,15
-122.479458,37.759656,15
-122.483241,37.757544,15
-122.485332,37.756741,15
-122.489597,37.756203,15
-122.491761,37.756469,15
-122.492936,37.757759,15
-122.491776,37.758749,15
-122.485513,37.759277,15
-122.477789,37.758719,15
-122.478911,37.757139,15
-122.495533,37.762127,15
-122.495649,37.764343,15
-122.494661,37.741593,15
-122.495858,37.756512,15
-122.477601,37.763629,15
-122.480989,37.748355,15
-122.494278,37.761649,15
-122.485689,37.761883,15
-122.482211,37.760344,15
-122.48604,37.751512,15
-122.489468,37.738629,15
-122.49542,37.752397,15
-122.4479337,37.78107585,15
-122.4488408,37.78143038,15
-122.4490036,37.77591044,15
-122.4490152,37.77597801,15
-122.4485089,37.77854918,15
-122.4486014,37.77853337,15
-122.4486656,37.77852398,15
-122.4559326,37.78126135,15
-122.4543355,37.77798767,15
-122.4488187,37.78049834,15
-122.4490227,37.78050612,15
-122.4504994,37.78058396,15
-122.4488831,37.78007941,15
-122.4490274,37.78010445,15
-122.4489525,37.77974964,15
-122.4831705,37.78030714,15
-122.4550855,37.78134326,15
-122.4550295,37.78134884,15
-122.4558482,37.78126089,15
-122.4778426,37.78026957,15
-122.4489568,37.78127461,15
-122.4520951,37.78127057,15
-122.4548291,37.777742,15
-122.4518814,37.77510763,15
-122.4553992,37.77908441,15
-122.4520366,37.78158482,15
-122.4552865,37.77852173,15
-122.4735208,37.78074623,15
-122.454783,37.77954853,15
-122.483308,37.78002154,15
-122.4785919,37.78052286,15
-122.4553634,37.77890713,15
-122.4547884,37.77957911,15
-122.4543828,37.77827321,15
-122.4543712,37.77818881,15
-122.4548869,37.77617891,15
-122.4526407,37.78048111,15
-122.496207,37.758516,15
-122.500104,37.756867,15
-122.482492,37.764304,15
-122.503228,37.758604,15
-122.482637,37.764385,15
-122.493029,37.761362,15
-122.493041,37.761542,15
-122.486683,37.762734,15
-122.482503,37.762401,15
-122.482452,37.761691,15
-122.482341,37.76218,15
-122.481621,37.761591,15
-122.482165,37.759732,15
-122.482264,37.761208,15
-122.482425,37.761236,15
-122.486564,37.761032,15
-122.494004,37.757802,15
-122.494553,37.75727,15
-122.493144,37.759047,15
-122.496927,37.751372,15
-122.496843,37.751379,15
-122.495869,37.751417,15
-122.491328,37.734396,15
-122.490698,37.734686,15
-122.477957,37.755971,15
-122.490401,37.754544,15
-122.486621,37.759787,15
-122.490811,37.758171,15
-122.486392,37.758479,15
-122.482128,37.759098,15
-122.490575,37.756851,15
-122.48254,37.74748,15
-122.481943,37.744729,15
-122.482613,37.7447,15
-122.487632,37.74577,15
-122.489704,37.744457,15
-122.482073,37.74307,15
-122.482313,37.744087,15
-122.489774,37.743398,15
-122.481946,37.741226,15
-122.482003,37.742064,15
-122.479743,37.740494,15
-122.483168,37.74114,15
-122.506822,37.758778,15
-122.50339,37.737826,15
-122.508084,37.761484,15
-122.484918,37.753156,15
-122.485105,37.753416,15
-122.487701,37.751955,15
-122.49124,37.751193,15
-122.489233,37.751121,15
-122.488176,37.751108,15
-122.494107,37.746106,15
-122.50737,37.758569,15
-122.506842,37.759005,15
-122.506883,37.759722,15
-122.508848,37.762091,15
-122.505188,37.763895,15
-122.500739,37.764037,15
-122.502823,37.760901,15
-122.503829,37.759866,15
-122.501565,37.760424,15
-122.477861,37.742006,15
-122.502457,37.742587,15
-122.499681,37.748972,15
-122.499695,37.749114,15
-122.492954,37.758072,15
-122.490138,37.759178,15
-122.482915,37.759498,15
-122.481133,37.758222,15
-122.503809,37.746396,15
-122.506307,37.747239,15
-122.506196,37.747518,15
-122.507401,37.749545,15
-122.507399,37.749483,15
-122.507929,37.749521,15
-122.507376,37.751363,15
-122.507385,37.751492,15
-122.498889,37.753085,15
-122.479161,37.754029,15
-122.484244,37.752119,15
-122.49113,37.7535,15
-122.491709,37.753478,15
-122.492615,37.75337,15
-122.492882,37.753419,15
-122.492711,37.753433,15
-122.47661,37.748711,15
-122.509148,37.758984,15
-122.483231,37.74094,15
-122.496057,37.740964,15
-122.496943,37.740628,15
-122.50032,37.738111,15
-122.49901,37.739402,15
-122.499897,37.736697,15
-122.495588,37.754231,15
-122.477812,37.754277,15
-122.478069,37.754268,15
-122.47908,37.754243,15
-122.479963,37.754199,15
-122.480693,37.754238,15
-122.481542,37.75414,15
-122.503514,37.757523,15
-122.508901,37.757753,15
-122.508919,37.758019,15
-122.508427,37.756504,15
-122.494079,37.739281,15
-122.492991,37.743345,15
-122.492777,37.742484,15
-122.492812,37.742984,15
-122.492876,37.743885,15
-122.490572,37.741657,15
-122.485645,37.740828,15
-122.485772,37.740819,15
-122.485964,37.740808,15
-122.503228,37.73581,15
-122.503763,37.73564,15
-122.503962,37.735643,15
-122.502841,37.74381,15
-122.502978,37.743808,15
-122.505592,37.743693,15
-122.497387,37.744615,15
-122.494653,37.747193,15
-122.480469,37.739183,15
-122.482916,37.742652,15
-122.483186,37.743577,15
-122.483192,37.743648,15
-122.486892,37.763498,15
-122.494453,37.738852,15
-122.490093,37.76328,15
-122.47795,37.758603,15
-122.481348,37.747979,15
-122.480864,37.748365,15
-122.486356,37.755971,15
-122.486768,37.755734,15
-122.487013,37.755727,15
-122.478338,37.74115,15
-122.496017,37.753493,15
-122.499148,37.754511,15
-122.49967,37.753329,15
-122.500098,37.754946,15
-122.503067,37.735909,15
-122.498208,37.736552,15
-122.48695,37.764439,15
-122.487841,37.764145,15
-122.488045,37.764817,15
-122.492862,37.74142,15
-122.483298,37.745094,15
-122.483454,37.74517,15
-122.492576,37.752711,15
-122.486404,37.743514,15
-122.48812,37.750327,15
-122.487062,37.750789,15
-122.486452,37.744183,15
-122.487064,37.750726,15
-122.47879,37.742288,15
-122.483178,37.741222,15
-122.481752,37.738423,15
-122.48207,37.740773,15
-122.492712,37.737043,15
-122.477872,37.742273,15
-122.477331,37.741037,15
-122.477447,37.738297,15
-122.498606,37.741957,15
-122.502365,37.754352,15
-122.481954,37.735403,15
-122.49454,37.738181,15
-122.479281,37.764603,15
-122.480542,37.76508,15
-122.480966,37.742599,15
-122.500076,37.745626,15
-122.483942,37.754591,15
-122.483037,37.746548,15
-122.481134,37.744945,15
-122.481185,37.745582,15
-122.481185,37.745659,15
-122.493874,37.739357,15
-122.477244,37.743077,15
-122.482384,37.752202,15
-122.482581,37.752188,15
-122.477193,37.752269,15
-122.476938,37.752282,15
-122.476689,37.752293,15
-122.478938,37.73925,15
-122.485123,37.74053,15
-122.490803,37.760195,15
-122.488467,37.757851,15
-122.487743,37.757559,15
-122.485437,37.758241,15
-122.479055,37.759217,15
-122.485327,37.756609,15
-122.497047,37.757319,15
-122.493761,37.756411,15
-122.495602,37.764068,15
-122.49624,37.762019,15
-122.494522,37.737779,15
-122.494461,37.737743,15
-122.492188,37.742236,15
-122.507185,37.763914,15
-122.505167,37.763559,15
-122.498705,37.763545,15
-122.497496,37.761516,15
-122.494157,37.764608,15
-122.493246,37.7623,15
-122.485664,37.761502,15
-122.485439,37.760344,15
-122.485441,37.760413,15
-122.485556,37.759916,15
-122.495157,37.746787,15
-122.49493,37.744855,15
-122.4501256,37.78080302,15
-122.4486495,37.78052345,15
-122.4511765,37.78049931,15
-122.4487687,37.77948762,15
-122.4501319,37.78063931,15
-122.450056,37.780648,15
-122.4489456,37.77970885,15
-122.4862514,37.77988539,15
-122.4832314,37.78030519,15
-122.4786121,37.78023377,15
-122.4839993,37.78026463,15
-122.4860583,37.78017423,15
-122.4861197,37.78017043,15
-122.4520475,37.78101757,15
-122.4487387,37.77797413,15
-122.4872316,37.77984307,15
-122.4822087,37.78035428,15
-122.4735055,37.78060495,15
-122.4549286,37.77639108,15
-122.4549768,37.77665364,15
-122.4872605,37.78012173,15
-122.4546382,37.77885464,15
-122.4471785,37.77771816,15
-122.4366088,37.75346242,20
-122.414382622,37.7972776724,22
-122.500709,37.763557,25
-122.491866,37.760061,25
-122.48703,37.753683,25
-122.479576,37.738043,25
-122.505763,37.762226,25
-122.505486,37.760361,25
-122.503365,37.758747,25
-122.502454,37.757791,25
-122.484644,37.76433,25
-122.490196,37.76467,25
-122.490863,37.74576,25
-122.489086,37.753596,25
-122.488849,37.753607,25
-122.477889,37.750368,25
-122.500401,37.738107,25
-122.500199,37.738119,25
-122.500143,37.737898,25
-122.479333,37.754227,25
-122.479398,37.754229,25
-122.479469,37.754223,25
-122.503914,37.758576,25
-122.508891,37.757683,25
-122.501939,37.756786,25
-122.501853,37.756793,25
-122.494348,37.742843,25
-122.494673,37.747376,25
-122.494588,37.739997,25
-122.479997,37.739205,25
-122.487271,37.740535,25
-122.487482,37.738873,25
-122.475914,37.744667,25
-122.48367,37.763568,25
-122.483229,37.741896,25
-122.476621,37.754594,25
-122.498377,37.738213,25
-122.48715,37.735025,25
-122.4868,37.764492,25
-122.477881,37.759982,25
-122.490581,37.741865,25
-122.476512,37.737984,25
-122.501211,37.755371,25
-122.495992,37.762137,25
-122.495745,37.756418,25
-122.494327,37.738168,25
-122.494517,37.738024,25
-122.494169,37.735996,25
-122.481862,37.765158,25
-122.485507,37.743776,25
-122.4481883,37.78104747,25
-122.4485083,37.78100965,25
-122.4491374,37.7809286,25
-122.4539045,37.77569788,25
-122.4798872,37.78018061,25
-122.4481236,37.78087889,25
-122.447491,37.78027068,25
-122.4859963,37.77989521,25
-122.4513496,37.77738859,25
-122.4871526,37.77984072,25
-122.4757898,37.78064444,25
-122.483505,37.78029322,25
-122.451477,37.78179627,25
-122.4529037,37.78162019,25
-122.4538025,37.7815049,25
-122.4749129,37.78040038,25
