Point X,Point Y,Tree Height
-122.497228,37.759958,5
-122.503379,37.755601,5
-122.503383,37.755659,5
-122.498478,37.75694,5
-122.49843,37.756942,5
-122.493829,37.757393,5
-122.493651,37.759024,5
-122.492921,37.75761,5
-122.493526,37.757311,5
-122.481007,37.758524,5
-122.478745,37.756835,5
-122.478922,37.756081,5
-122.488382,37.756553,5
-122.506665,37.741115,5
-122.504596,37.752902,5
-122.483015,37.754285,5
-122.497905,37.734551,5
-122.508167,37.760502,5
-122.506237,37.762363,5
-122.502593,37.75979,5
-122.494008,37.746064,5
-122.501523,37.757752,5
-122.49977,37.743787,5
-122.496303,37.738324,5
-122.503719,37.745177,5
-122.490709,37.758928,5
-122.500447,37.744454,5
-122.505979,37.744551,5
-122.501855,37.747106,5
-122.505909,37.745731,5
-122.478451,37.754076,5
-122.492927,37.749706,5
-122.49345,37.746093,5
-122.509295,37.760721,5
-122.498681,37.740102,5
-122.495417,37.75434,5
-122.495215,37.751187,5
-122.492297,37.753656,5
-122.494426,37.743799,5
-122.506303,37.737389,5
-122.506496,37.73888,5
-122.494742,37.741623,5
-122.495263,37.757898,5
-122.494091,37.741223,5
-122.498958,37.753921,5
-122.499143,37.754375,5
-122.50051,37.754984,5
-122.500429,37.754985,5
-122.484719,37.747949,5
-122.492773,37.744245,5
-122.490576,37.741791,5
-122.486407,37.746404,5
-122.502356,37.754295,5
-122.490448,37.739932,5
-122.500905,37.755113,5
-122.485328,37.741205,5
-122.483084,37.74213,5
-122.496172,37.740361,5
-122.505801,37.742148,5
-122.497785,37.752534,5
-122.482039,37.755591,5
-122.478211,37.747057,5
-122.483288,37.744931,5
-122.483138,37.742959,5
-122.483217,37.74406,5
-122.485278,37.742781,5
-122.485318,37.743371,5
-122.485377,37.744217,5
-122.487173,37.75462,5
-122.483966,37.752609,5
-122.491215,37.750707,5
-122.483119,37.740326,5
-122.487986,37.757551,5
-122.490718,37.758968,5
-122.483262,37.755897,5
-122.500395,37.75901,5
-122.491703,37.755588,5
-122.501354,37.757486,5
-122.503623,37.756927,5
-122.495289,37.757445,5
-122.488413,37.754273,5
-122.49393,37.738856,5
-122.494142,37.742615,5
-122.493928,37.741315,5
-122.494573,37.748388,5
-122.494629,37.749231,5
-122.47633,37.737744,5
-122.494268,37.744348,5
-122.497074,37.742444,5
-122.502137,37.735734,5
-122.494646,37.740061,5
-122.505276,37.736776,5
-122.481213,37.740867,5
-122.481168,37.740868,5
-122.489784,37.743512,5
-122.487803,37.763432,5
-122.500565,37.756998,5
-122.485664,37.763582,5
-122.485762,37.762868,5
-122.485529,37.761705,5
-122.480309,37.761774,5
-122.496309,37.762027,5
-122.49629,37.761812,5
-122.504652,37.764147,5
-122.502915,37.762073,5
-122.495338,37.75298,5
-122.495508,37.752951,5
-122.495157,37.749096,5
-122.495132,37.746491,5
-122.494954,37.744837,5
-122.4561484,37.78114063,5
-122.4499886,37.78124965,5
-122.4768055,37.78045682,5
-122.4735668,37.78060636,5
-122.506827,37.75881,5
-122.503353,37.755293,5
-122.495843,37.75818,5
-122.494074,37.758819,5
-122.494075,37.758689,5
-122.494668,37.757255,5
-122.494934,37.757929,5
-122.493832,37.757571,5
-122.493841,37.759019,5
-122.489604,37.756362,5
-122.495321,37.758284,5
-122.48112,37.758035,5
-122.478969,37.756082,5
-122.486296,37.757342,5
-122.505925,37.738075,5
-122.504397,37.747479,5
-122.501875,37.75323,5
-122.483049,37.754077,5
-122.494876,37.753193,5
-122.490798,37.744797,5
-122.487459,37.740922,5
-122.508253,37.760411,5
-122.505017,37.761465,5
-122.480782,37.753058,5
-122.485084,37.753094,5
-122.478537,37.738571,5
-122.506688,37.762189,5
-122.50502,37.763636,5
-122.500547,37.761251,5
-122.495112,37.736662,5
-122.494977,37.738553,5
-122.500289,37.743771,5
-122.499619,37.743797,5
-122.504101,37.748343,5
-122.49272,37.744248,5
-122.50171,37.744947,5
-122.496055,37.740793,5
-122.498997,37.739209,5
-122.499033,37.739579,5
-122.488833,37.753812,5
-122.503725,37.758408,5
-122.504774,37.758038,5
-122.506582,37.758456,5
-122.508805,37.756378,5
-122.505742,37.743338,5
-122.494578,37.740039,5
-122.490664,37.742982,5
-122.494953,37.746698,5
-122.483891,37.763345,5
-122.501171,37.754901,5
-122.502416,37.739471,5
-122.498557,37.73654,5
-122.501922,37.763356,5
-122.50202,37.762394,5
-122.497233,37.760028,5
-122.4916,37.754141,5
-122.501148,37.736672,5
-122.49594,37.76155,5
-122.495745,37.7586,5
-122.485161,37.741167,5
-122.485248,37.742355,5
-122.483265,37.742492,5
-122.47567,37.740627,5
-122.475655,37.740487,5
-122.475607,37.739806,5
-122.501466,37.741589,5
-122.497396,37.744802,5
-122.50172,37.745077,5
-122.493377,37.735347,5
-122.481808,37.754877,5
-122.481814,37.754955,5
-122.48331,37.745244,5
-122.483346,37.745788,5
-122.490858,37.745569,5
-122.481348,37.7446,5
-122.482977,37.742828,5
-122.483357,37.743671,5
-122.483327,37.743296,5
-122.483212,37.74399,5
-122.483229,37.744195,5
-122.485315,37.743276,5
-122.485353,37.743827,5
-122.485533,37.74405,5
-122.4795,37.752432,5
-122.491227,37.75096,5
-122.478641,37.740126,5
-122.485083,37.739985,5
-122.4928,37.758056,5
-122.483304,37.758567,5
-122.480053,37.756034,5
-122.483208,37.755898,5
-122.497378,37.759866,5
-122.502597,37.757641,5
-122.483482,37.747723,5
-122.505851,37.744937,5
-122.506898,37.744504,5
-122.507117,37.747603,5
-122.495119,37.755548,5
-122.495397,37.759624,5
-122.495467,37.760055,5
-122.49543,37.761088,5
-122.495579,37.76354,5
-122.495802,37.763447,5
-122.492152,37.753669,5
-122.493965,37.740251,5
-122.494081,37.740678,5
-122.494255,37.743857,5
-122.494331,37.743916,5
-122.494353,37.744683,5
-122.494865,37.74324,5
-122.497045,37.741978,5
-122.497071,37.742334,5
-122.494667,37.740098,5
-122.494601,37.738743,5
-122.493695,37.736065,5
-122.480623,37.737691,5
-122.481117,37.740869,5
-122.48107,37.74087,5
-122.496178,37.762061,5
-122.485463,37.743094,5
-122.496113,37.761078,5
-122.495744,37.75558,5
-122.478829,37.763565,5
-122.480346,37.748386,5
-122.50498,37.758531,5
-122.485761,37.762825,5
-122.48031,37.761835,5
-122.483459,37.760736,5
-122.500726,37.763853,5
-122.497402,37.762417,5
-122.500694,37.761174,5
-122.49515,37.746419,5
-122.4543022,37.77764175,5
-122.49163,37.754497,5
-122.503527,37.757724,5
-122.506785,37.758253,5
-122.508791,37.756108,5
-122.492325,37.764524,5
-122.493325,37.763441,5
-122.480124,37.761256,5
-122.482397,37.763003,5
-122.493845,37.757707,5
-122.493856,37.757873,5
-122.493745,37.759022,5
-122.492904,37.757405,5
-122.491353,37.734719,5
-122.490372,37.735795,5
-122.491794,37.759063,5
-122.488552,37.758961,5
-122.488538,37.756311,5
-122.506675,37.74125,5
-122.506501,37.751973,5
-122.501947,37.753226,5
-122.487454,37.740853,5
-122.502902,37.764144,5
-122.4975,37.763725,5
-122.509017,37.759415,5
-122.492531,37.752023,5
-122.496241,37.743687,5
-122.49564,37.737162,5
-122.499915,37.743787,5
-122.49946,37.74349,5
-122.499447,37.743396,5
-122.499426,37.743117,5
-122.501234,37.7407,5
-122.495374,37.752638,5
-122.484195,37.752118,5
-122.490868,37.753517,5
-122.476672,37.748703,5
-122.492496,37.749731,5
-122.509331,37.760825,5
-122.498136,37.739938,5
-122.499034,37.739727,5
-122.495354,37.753152,5
-122.503501,37.758588,5
-122.508735,37.756486,5
-122.503424,37.740948,5
-122.505654,37.742203,5
-122.505726,37.743234,5
-122.495102,37.753724,5
-122.480843,37.74081,5
-122.483108,37.742444,5
-122.506444,37.754702,5
-122.502707,37.754889,5
-122.498464,37.736541,5
-122.498759,37.736524,5
-122.498821,37.736532,5
-122.477661,37.748506,5
-122.482257,37.745566,5
-122.490287,37.750722,5
-122.486592,37.743918,5
-122.490056,37.749484,5
-122.486266,37.741603,5
-122.478664,37.738037,5
-122.479837,37.741747,5
-122.498434,37.74197,5
-122.485443,37.742896,5
-122.490582,37.741729,5
-122.488398,37.741389,5
-122.485311,37.741095,5
-122.483052,37.741741,5
-122.475676,37.740776,5
-122.475602,37.739714,5
-122.475594,37.7396,5
-122.492742,37.739554,5
-122.480017,37.755873,5
-122.481985,37.754758,5
-122.481983,37.754599,5
-122.481227,37.746193,5
-122.485336,37.743578,5
-122.485377,37.744133,5
-122.485516,37.743866,5
-122.488669,37.751921,5
-122.482924,37.739836,5
-122.48294,37.740099,5
-122.482966,37.740427,5
-122.483123,37.740397,5
-122.495034,37.759178,5
-122.481443,37.757694,5
-122.4885,37.758341,5
-122.49276,37.757592,5
-122.48526,37.757793,5
-122.480208,37.756028,5
-122.481918,37.756181,5
-122.481941,37.756414,5
-122.481961,37.756754,5
-122.482086,37.756413,5
-122.485179,37.756608,5
-122.485227,37.757305,5
-122.488555,37.755663,5
-122.502755,37.759932,5
-122.499158,37.756754,5
-122.485473,37.758752,5
-122.491764,37.756401,5
-122.50712,37.747632,5
-122.502972,37.747665,5
-122.499185,37.754976,5
-122.495568,37.762185,5
-122.495529,37.76227,5
-122.488254,37.754974,5
-122.495531,37.764244,5
-122.494038,37.740967,5
-122.493917,37.741165,5
-122.494591,37.748242,5
-122.494784,37.751127,5
-122.49967,37.743796,5
-122.497049,37.741947,5
-122.49708,37.742491,5
-122.478783,37.742149,5
-122.485085,37.742732,5
-122.495814,37.757956,5
-122.494177,37.734548,5
-122.487847,37.761945,5
-122.481039,37.741317,5
-122.500161,37.756864,5
-122.485517,37.761538,5
-122.480305,37.761731,5
-122.506665,37.756457,5
-122.496247,37.761268,5
-122.488769,37.75361,5
-122.495594,37.755082,5
-122.495555,37.753926,5
-122.495372,37.750935,5
-122.495305,37.750876,5
-122.4480059,37.78001182,5
-122.4541343,37.77555693,5
-122.4547281,37.77991385,5
-122.508172,37.756663,5
-122.496025,37.755857,5
-122.495882,37.75822,5
-122.479014,37.760743,5
-122.49489,37.75731,5
-122.498812,37.751876,5
-122.505014,37.753085,5
-122.480957,37.754162,5
-122.491785,37.758955,5
-122.494871,37.756929,5
-122.50584,37.744767,5
-122.506963,37.747207,5
-122.507431,37.75216,5
-122.491264,37.751462,5
-122.496227,37.74337,5
-122.501694,37.744744,5
-122.484039,37.752122,5
-122.501744,37.762962,5
-122.494461,37.76436,5
-122.509191,37.761853,5
-122.508938,37.762091,5
-122.503525,37.757673,5
-122.491413,37.751427,5
-122.491367,37.750754,5
-122.494152,37.746644,5
-122.49388,37.74607,5
-122.493928,37.746067,5
-122.505026,37.763749,5
-122.500744,37.756987,5
-122.496087,37.743698,5
-122.494887,37.738557,5
-122.487826,37.764894,5
-122.494931,37.738555,5
-122.487659,37.764901,5
-122.499971,37.743781,5
-122.499716,37.743796,5
-122.499467,37.743591,5
-122.499454,37.743451,5
-122.502563,37.743929,5
-122.478926,37.757343,5
-122.499665,37.751256,5
-122.493559,37.746085,5
-122.49807,37.738969,5
-122.504616,37.74266,5
-122.480698,37.742742,5
-122.492418,37.752593,5
-122.494698,37.741151,5
-122.498942,37.753696,5
-122.50517,37.753081,5
-122.50108,37.754948,5
-122.500954,37.754956,5
-122.494235,37.763165,5
-122.491888,37.760344,5
-122.486539,37.743093,5
-122.487494,37.740746,5
-122.487615,37.740739,5
-122.480569,37.752337,5
-122.487907,37.749808,5
-122.485946,37.746429,5
-122.479839,37.741784,5
-122.49567,37.757509,5
-122.494219,37.735506,5
-122.4854,37.742274,5
-122.48303,37.741368,5
-122.480115,37.755869,5
-122.481194,37.745827,5
-122.483354,37.746066,5
-122.49099,37.745418,5
-122.483201,37.743851,5
-122.485346,37.743759,5
-122.489138,37.737957,5
-122.490391,37.752257,5
-122.478842,37.748614,5
-122.479004,37.748606,5
-122.485278,37.74051,5
-122.488329,37.740226,5
-122.482399,37.759672,5
-122.484208,37.756058,5
-122.491988,37.759685,5
-122.485304,37.758407,5
-122.482014,37.757548,5
-122.502771,37.744711,5
-122.502574,37.744217,5
-122.507184,37.746328,5
-122.495571,37.763732,5
-122.493902,37.738778,5
-122.494138,37.740947,5
-122.494235,37.743594,5
-122.483963,37.742603,5
-122.494553,37.74797,5
-122.494791,37.751194,5
-122.476393,37.73869,5
-122.494449,37.746399,5
-122.494614,37.741024,5
-122.478756,37.741683,5
-122.496215,37.762069,5
-122.496132,37.761989,5
-122.49576,37.755903,5
-122.494091,37.734105,5
-122.489877,37.762413,5
-122.480409,37.748381,5
-122.485619,37.74549,5
-122.485687,37.764084,5
-122.503897,37.762973,5
-122.502888,37.76397,5
-122.491708,37.74021,5
-122.495261,37.749054,5
-122.494884,37.745156,5
-122.483528,37.754051,5
-122.4488603,37.77995249,5
-122.44809,37.77995927,5
-122.4480626,37.77999898,5
-122.4525183,37.78166376,5
-122.4787516,37.78037026,5
-122.506638,37.760315,5
-122.495873,37.758206,5
-122.494063,37.758682,5
-122.494061,37.75729,5
-122.493853,37.757786,5
-122.499223,37.75127,5
-122.498953,37.751283,5
-122.491257,37.734957,5
-122.477329,37.754292,5
-122.48087,37.754371,5
-122.492981,37.760605,5
-122.506101,37.739919,5
-122.482937,37.744681,5
-122.500374,37.743472,5
-122.507001,37.745925,5
-122.507074,37.746991,5
-122.502992,37.747953,5
-122.507374,37.751342,5
-122.496978,37.754185,5
-122.49807,37.754428,5
-122.483008,37.754114,5
-122.489494,37.750015,5
-122.486826,37.74711,5
-122.476907,37.743573,5
-122.48233,37.744466,5
-122.49495,37.753866,5
-122.480633,37.737815,5
-122.498403,37.759222,5
-122.479596,37.751657,5
-122.493752,37.746074,5
-122.491125,37.747432,5
-122.479632,37.738858,5
-122.487424,37.740484,5
-122.500187,37.743774,5
-122.499469,37.743675,5
-122.500387,37.74364,5
-122.499359,37.744317,5
-122.507179,37.74846,5
-122.509307,37.760423,5
-122.496073,37.741204,5
-122.489221,37.737357,5
-122.498111,37.739787,5
-122.499023,37.739532,5
-122.49237,37.753656,5
-122.505705,37.758143,5
-122.506713,37.758455,5
-122.494681,37.743574,5
-122.483098,37.742391,5
-122.484117,37.754622,5
-122.492417,37.752562,5
-122.498991,37.754459,5
-122.502653,37.754871,5
-122.502545,37.754894,5
-122.500915,37.754959,5
-122.500768,37.754966,5
-122.503373,37.737753,5
-122.501739,37.762897,5
-122.501743,37.762932,5
-122.477377,37.75989,5
-122.491601,37.754124,5
-122.486457,37.746404,5
-122.501198,37.75519,5
-122.501123,37.755101,5
-122.480488,37.764338,5
-122.489451,37.741013,5
-122.485148,37.741009,5
-122.485154,37.741086,5
-122.483262,37.742428,5
-122.483232,37.741986,5
-122.498973,37.751739,5
-122.497013,37.754658,5
-122.476396,37.74686,5
-122.481779,37.754551,5
-122.48196,37.754311,5
-122.48302,37.742825,5
-122.483156,37.743214,5
-122.48549,37.743477,5
-122.485473,37.743266,5
-122.489336,37.739291,5
-122.483839,37.753084,5
-122.483969,37.752678,5
-122.483954,37.752461,5
-122.49012,37.750483,5
-122.479068,37.748603,5
-122.489808,37.748126,5
-122.491123,37.747367,5
-122.48293,37.739914,5
-122.485054,37.739577,5
-122.492943,37.75799,5
-122.489742,37.746103,5
-122.481159,37.758553,5
-122.477781,37.758593,5
-122.47998,37.756037,5
-122.498,37.75711,5
-122.503536,37.755698,5
-122.500835,37.755116,5
-122.495584,37.763681,5
-122.495629,37.763384,5
-122.495701,37.763356,5
-122.479465,37.742803,5
-122.484473,37.744272,5
-122.494963,37.753802,5
-122.50508,37.743562,5
-122.502267,37.737395,5
-122.494622,37.739769,5
-122.49459,37.738811,5
-122.49458,37.738657,5
-122.493792,37.736819,5
-122.493773,37.736831,5
-122.496091,37.762052,5
-122.495732,37.757747,5
-122.494431,37.737723,5
-122.494299,37.736309,5
-122.494155,37.734377,5
-122.492992,37.743182,5
-122.478161,37.745808,5
-122.481426,37.764486,5
-122.494314,37.764357,5
-122.477733,37.761759,5
-122.494804,37.745239,5
-122.482036,37.755546,5
-122.4480391,37.77973168,5
-122.4808164,37.78027282,5
-122.4854143,37.78007499,5
-122.4876229,37.77997651,5
-122.4489177,37.77819842,5
-122.4193177,37.74044981,7
-122.496978,37.758878,8
-122.497024,37.758875,9
-122.4207144,37.76343087,14
-122.507039,37.761872,15
-122.506911,37.759963,15
-122.49936,37.757512,15
-122.498064,37.756566,15
-122.482491,37.764388,15
-122.504637,37.758223,15
-122.485894,37.764697,15
-122.486842,37.762923,15
-122.486621,37.761947,15
-122.486625,37.762008,15
-122.482531,37.762824,15
-122.482352,37.762353,15
-122.482378,37.760588,15
-122.486677,37.760558,15
-122.494054,37.758545,15
-122.494052,37.758479,15
-122.494012,37.75784,15
-122.494913,37.757523,15
-122.494958,37.758259,15
-122.49497,37.758394,15
-122.494979,37.758564,15
-122.494988,37.758611,15
-122.499812,37.7507,15
-122.498753,37.751291,15
-122.49809,37.751341,15
-122.498018,37.751344,15
-122.497472,37.751351,15
-122.496476,37.751398,15
-122.496035,37.751413,15
-122.496838,37.754295,15
-122.490756,37.734764,15
-122.490954,37.760226,15
-122.491693,37.757683,15
-122.491601,37.759112,15
-122.487433,37.758159,15
-122.486496,37.757877,15
-122.486393,37.758535,15
-122.495702,37.763384,15
-122.482107,37.758823,15
-122.482132,37.759169,15
-122.486266,37.756734,15
-122.483283,37.744862,15
-122.48348,37.745592,15
-122.503004,37.735632,15
-122.485624,37.745504,15
-122.489706,37.744511,15
-122.488039,37.74431,15
-122.482071,37.743004,15
-122.482115,37.743661,15
-122.482149,37.744108,15
-122.482149,37.744172,15
-122.482264,37.743484,15
-122.488718,37.743542,15
-122.482035,37.742431,15
-122.480467,37.741057,15
-122.479812,37.74148,15
-122.478636,37.737638,15
-122.478815,37.740238,15
-122.482888,37.752414,15
-122.48985,37.738017,15
-122.506926,37.762328,15
-122.483962,37.752528,15
-122.484872,37.752415,15
-122.484896,37.752888,15
-122.484931,37.753378,15
-122.48495,37.753572,15
-122.487765,37.751955,15
-122.489252,37.751403,15
-122.489061,37.750664,15
-122.492429,37.747857,15
-122.491128,37.747502,15
-122.482062,37.74058,15
-122.481975,37.739336,15
-122.508967,37.758705,15
-122.506843,37.759032,15
-122.504355,37.760414,15
-122.50909,37.76043,15
-122.507028,37.761655,15
-122.508119,37.763996,15
-122.504066,37.763229,15
-122.500811,37.762814,15
-122.502908,37.762129,15
-122.503761,37.761029,15
-122.502978,37.758767,15
-122.49936,37.759647,15
-122.497343,37.759378,15
-122.502467,37.757901,15
-122.477855,37.741952,15
-122.484764,37.7639,15
-122.486986,37.763062,15
-122.485706,37.762106,15
-122.499777,37.750237,15
-122.494023,37.758013,15
-122.493883,37.758244,15
-122.488652,37.744834,15
-122.505839,37.747258,15
-122.506498,37.74739,15
-122.503046,37.748733,15
-122.481466,37.753929,15
-122.489145,37.75359,15
-122.476851,37.7487,15
-122.484629,37.740875,15
-122.496231,37.743445,15
-122.498923,37.740089,15
-122.498601,37.740103,15
-122.496948,37.740781,15
-122.483336,37.75407,15
-122.477273,37.754139,15
-122.501794,37.758668,15
-122.503198,37.758606,15
-122.506401,37.758468,15
-122.507829,37.75571,15
-122.483569,37.7428,15
-122.492718,37.742398,15
-122.492774,37.742438,15
-122.499972,37.737691,15
-122.499976,37.737816,15
-122.499985,37.737922,15
-122.499993,37.737976,15
-122.499998,37.73804,15
-122.503608,37.736134,15
-122.503239,37.735989,15
-122.50323,37.735901,15
-122.504144,37.735896,15
-122.504154,37.735983,15
-122.50386,37.735641,15
-122.495537,37.748621,15
-122.495512,37.748169,15
-122.495462,37.747693,15
-122.495353,37.746119,15
-122.495787,37.745998,15
-122.494623,37.740037,15
-122.493867,37.737781,15
-122.482639,37.742663,15
-122.486733,37.761417,15
-122.481253,37.761993,15
-122.480125,37.7579,15
-122.480382,37.75789,15
-122.486461,37.757436,15
-122.486411,37.756733,15
-122.487193,37.75572,15
-122.487306,37.756239,15
-122.487049,37.757446,15
-122.505095,37.747208,15
-122.507534,37.746641,15
-122.502237,37.739761,15
-122.502244,37.739845,15
-122.491716,37.740322,15
-122.49547,37.754919,15
-122.481392,37.764017,15
-122.490132,37.763722,15
-122.494439,37.764019,15
-122.483273,37.760166,15
-122.491722,37.758105,15
-122.49071,37.758798,15
-122.482372,37.745073,15
-122.483375,37.74403,15
-122.490425,37.752594,15
-122.489224,37.750986,15
-122.486337,37.74641,15
-122.478792,37.742326,15
-122.48317,37.741171,15
-122.484141,37.739617,15
-122.492433,37.737474,15
-122.492453,37.737733,15
-122.486423,37.741555,15
-122.477655,37.7414,15
-122.477903,37.742567,15
-122.47653,37.738266,15
-122.498492,37.741962,15
-122.493408,37.735724,15
-122.480964,37.755419,15
-122.503975,37.74661,15
-122.481833,37.755083,15
-122.482007,37.755003,15
-122.482005,37.75494,15
-122.483929,37.754339,15
-122.483202,37.746541,15
-122.483269,37.746535,15
-122.481165,37.745318,15
-122.483481,37.745645,15
-122.487109,37.751421,15
-122.487091,37.751144,15
-122.480504,37.751326,15
-122.477103,37.752275,15
-122.481921,37.738602,15
-122.491967,37.759366,15
-122.492033,37.759249,15
-122.487643,37.757568,15
-122.485466,37.75861,15
-122.484427,37.759167,15
-122.483418,37.746772,15
-122.494225,37.763024,15
-122.489758,37.760639,15
-122.485511,37.759233,15
-122.477788,37.758662,15
-122.483472,37.747655,15
-122.483491,37.747838,15
-122.494096,37.741238,15
-122.49429,37.743775,15
-122.494657,37.741562,15
-122.505792,37.736041,15
-122.493313,37.763221,15
-122.494278,37.761708,15
-122.490937,37.762218,15
-122.485579,37.762393,15
-122.482183,37.759879,15
-122.496363,37.764065,15
-122.4489654,37.77570648,15
-122.4548178,37.77757668,15
-122.4546759,37.77759411,15
-122.4477956,37.77863458,15
-122.4479772,37.77861612,15
-122.4483206,37.77857014,15
-122.448842,37.7785056,15
-122.4485701,37.7805322,15
-122.4489111,37.77951234,15
-122.4489746,37.77983201,15
-122.4854995,37.77991786,15
-122.4496047,37.78203921,15
-122.4833253,37.78030177,15
-122.4513148,37.78181848,15
-122.4735302,37.78046544,15
-122.4755649,37.78037349,15
-122.4861789,37.78016851,15
-122.4864014,37.78015739,15
-122.4520486,37.78163947,15
-122.4551306,37.78038593,15
-122.4476041,37.77613164,15
-122.4746698,37.78069844,15
-122.4817328,37.7803741,15
-122.4546632,37.77962767,15
-122.4547977,37.77961893,15
-122.4550763,37.7771169,15
-122.501365,37.755387,15
-122.498011,37.755736,15
-122.482516,37.76472,15
-122.492094,37.763469,15
-122.494113,37.76144,15
-122.495782,37.758282,15
-122.488766,37.761925,15
-122.486783,37.76211,15
-122.48678,37.761997,15
-122.494154,37.759941,15
-122.494151,37.759928,15
-122.486667,37.762544,15
-122.482471,37.761854,15
-122.482464,37.761792,15
-122.486545,37.760694,15
-122.486549,37.760813,15
-122.486627,37.759842,15
-122.49493,37.75779,15
-122.495002,37.758826,15
-122.492925,37.757689,15
-122.497024,37.751367,15
-122.496406,37.751397,15
-122.489731,37.734815,15
-122.489867,37.734807,15
-122.490538,37.753998,15
-122.491692,37.757566,15
-122.493773,37.756536,15
-122.485709,37.757652,15
-122.482055,37.758044,15
-122.482083,37.758462,15
-122.481885,37.744729,15
-122.484369,37.745051,15
-122.484389,37.745354,15
-122.487112,37.753651,15
-122.484438,37.746043,15
-122.493108,37.744965,15
-122.478486,37.744727,15
-122.482097,37.743385,15
-122.482139,37.743971,15
-122.482291,37.743882,15
-122.481937,37.741049,15
-122.481979,37.741694,15
-122.482021,37.742309,15
-122.48219,37.742551,15
-122.482168,37.742191,15
-122.482136,37.741715,15
-122.482123,37.741506,15
-122.478648,37.737777,15
-122.493752,37.754017,15
-122.483822,37.752892,15
-122.485129,37.753641,15
-122.485028,37.752336,15
-122.481715,37.737964,15
-122.482008,37.73987,15
-122.481963,37.739253,15
-122.506456,37.762203,15
-122.497814,37.762581,15
-122.497565,37.762541,15
-122.504501,37.762289,15
-122.503778,37.75915,15
-122.50277,37.758775,15
-122.503405,37.758746,15
-122.501533,37.760012,15
-122.501322,37.760547,15
-122.497192,37.757272,15
-122.502443,37.757602,15
-122.502134,37.758651,15
-122.49624,37.743542,15
-122.487364,37.763193,15
-122.502555,37.741731,15
-122.5046,37.740151,15
-122.497747,37.747774,15
-122.505149,37.747794,15
-122.503012,37.748172,15
-122.499602,37.747777,15
-122.499681,37.748931,15
-122.499705,37.749242,15
-122.499786,37.750302,15
-122.499805,37.750576,15
-122.503021,37.747541,15
-122.50385,37.74701,15
-122.505514,37.747428,15
-122.506109,37.746336,15
-122.505964,37.746451,15
-122.507919,37.74941,15
-122.481739,37.753707,15
-122.492595,37.752996,15
-122.492793,37.753427,15
-122.509151,37.759134,15
-122.496078,37.740362,15
-122.496078,37.74123,15
-122.488986,37.737144,15
-122.499049,37.739939,15
-122.499439,37.74325,15
